mae,top_k,explanation_time,size,mmd,explainer,strategy,method,data_modification_method,kernel,g,num_bins,target_size,compression_time,unique_samples
3.4139908392966614e-05,0.8,585.4691400527954,32,0.030426475364198735,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,580.337996006012,1
2.9075730382763054e-05,1.0,1200.3807444572449,64,0.014093147431476938,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,458.2949619293213,1
2.1010122341638448e-05,0.8,2560.057183265686,128,0.010393625675292562,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,702.032420873642,1
1.8884954419679815e-05,1.0,5909.373287200928,256,0.005322278503240352,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,581.5144600868225,1
1.4679912819128496e-05,1.0,8545.686507940292,512,0.004349898960130161,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,512,708.0140223503113,1
3.220150845301776e-05,1.0,825.8782567977905,32,0.025792908986745078,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,333.0754060745239,1
2.373733036172735e-05,1.0,1095.640035867691,64,0.01724622759080635,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,456.49242901802063,1
1.816901397649277e-05,0.8,2349.3312649726868,128,0.007318082489640332,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,702.7964236736298,1
1.514554788014862e-05,1.0,4506.038888216019,256,0.006206368666755835,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,456.8224551677704,1
1.11720192317307e-05,1.0,8733.546262741089,512,0.004437318243009358,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,512,458.0751624107361,1
3.184544453747752e-05,1.0,1002.0250110626221,32,0.0343334317749896,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,334.46307039260864,1
2.1631519802776976e-05,0.8,1067.6752490997314,64,0.014182952950523853,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,705.8949327468872,1
2.4448969713388954e-05,0.8,2812.0028290748596,128,0.007862510588548977,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,463.24233984947205,1
1.880067235814624e-05,1.0,5876.519649982452,256,0.00673890608823241,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,585.4154179096222,1
1.8641540803262493e-05,1.0,9408.744100093842,512,0.004571381035162858,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,512,582.2441585063934,1
4.289652405245512e-05,0.8,533.2065467834473,32,0.030447216027911894,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,335.5190029144287,1
3.3119768362085694e-05,0.8,895.2461204528809,64,0.015059254256618415,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,336.67714834213257,1
