mae,top_k,explanation_time,size,mmd,explainer,strategy,method,kernel,g,num_bins,target_size,compression_time,unique_samples
0.003114699443074948,1.0,8.971757650375366,16,0.014255419412773418,sage,permutation,kernel_thinning,gaussian,4.0,32.0,16.0,0.3390178680419922,16
0.0025938315290460457,1.0,7.897924184799194,32,0.006184607282122334,sage,permutation,kernel_thinning,gaussian,4.0,32.0,32.0,0.2702205181121826,32
0.001824567903528932,1.0,15.674408435821533,64,0.0023494250880050638,sage,permutation,kernel_thinning,gaussian,4.0,32.0,64.0,1.2792904376983643,64
0.0013232011631219456,1.0,31.010152578353882,128,0.0011254666051904172,sage,permutation,kernel_thinning,gaussian,4.0,32.0,128.0,0.27060747146606445,128
0.0011871579497051091,1.0,71.13836121559143,256,0.0005970399732706522,sage,permutation,kernel_thinning,gaussian,4.0,32.0,256.0,0.3595139980316162,251
2.0548241068291992,0.6,0.6010046005249023,16,0.6133654329438283,sage,permutation,kernel_thinning,sobolev,4.0,32.0,16.0,0.8544015884399414,2
1.749990607506324,0.6,1.4343867301940918,32,0.5959186322511423,sage,permutation,kernel_thinning,sobolev,4.0,32.0,32.0,0.8521406650543213,2
0.08249968146353874,0.8,2.685189962387085,64,1.2654569723635671,sage,permutation,kernel_thinning,sobolev,4.0,32.0,64.0,3.6246819496154785,1
1.8093191085232743,0.6,5.0398359298706055,128,0.5959186322511425,sage,permutation,kernel_thinning,sobolev,4.0,32.0,128.0,0.8525164127349854,2
1.7746283387361284,0.6,10.476593494415283,256,0.5959186322511424,sage,permutation,kernel_thinning,sobolev,4.0,32.0,256.0,0.8516340255737305,2
0.0023924171678455304,1.0,3.1907994747161865,16,0.014726101201625208,sage,permutation,kernel_thinning,inverse_multiquadric,4.0,32.0,16.0,0.3372821807861328,16
0.002166413864347499,1.0,7.877183675765991,32,0.00649055462378223,sage,permutation,kernel_thinning,inverse_multiquadric,4.0,32.0,32.0,0.2583961486816406,32
0.003282325475470745,1.0,16.582114934921265,64,0.0024197510220876906,sage,permutation,kernel_thinning,inverse_multiquadric,4.0,32.0,64.0,1.7615711688995361,64
0.00105756933959673,1.0,36.213313579559326,128,0.0012009879752863384,sage,permutation,kernel_thinning,inverse_multiquadric,4.0,32.0,128.0,0.3271012306213379,128
0.0012874803789688306,1.0,60.3648636341095,256,0.0005650026565454658,sage,permutation,kernel_thinning,inverse_multiquadric,4.0,32.0,256.0,0.3404254913330078,254
0.0015897046999337283,1.0,3.2731873989105225,16,0.014896406294283682,sage,permutation,kernel_thinning,matern,4.0,32.0,16.0,0.33878660202026367,16
0.0026789990042615547,1.0,7.614979028701782,32,0.005819276803780138,sage,permutation,kernel_thinning,matern,4.0,32.0,32.0,0.3392641544342041,32
0.0019453025363076475,1.0,18.901074647903442,64,0.0023167799446653925,sage,permutation,kernel_thinning,matern,4.0,32.0,64.0,1.593416452407837,64
0.0011139096632047957,1.0,36.669567346572876,128,0.0011790553281242344,sage,permutation,kernel_thinning,matern,4.0,32.0,128.0,0.47266197204589844,128
0.0011408135438999022,1.0,84.46701383590698,256,0.000603488455164003,sage,permutation,kernel_thinning,matern,4.0,32.0,256.0,0.3790435791015625,256
0.002293954132247394,1.0,4.02306866645813,16,0.014255419412773418,sage,permutation,kernel_thinning,gaussian,4.0,32.0,16.0,0.26917004585266113,16
0.002183902479193397,1.0,6.082678556442261,32,0.006184607282122334,sage,permutation,kernel_thinning,gaussian,4.0,32.0,32.0,0.29501938819885254,32
0.003080484649652239,1.0,19.68979239463806,64,0.002391706950036876,sage,permutation,kernel_thinning,gaussian,4.0,32.0,64.0,1.2825038433074951,64
0.001017802067945768,1.0,25.28835439682007,128,0.0010726500518684068,sage,permutation,kernel_thinning,gaussian,4.0,32.0,128.0,0.27167773246765137,125
0.0032348868965305414,1.0,83.66313457489014,256,0.0006044540933557441,sage,permutation,kernel_thinning,gaussian,4.0,32.0,256.0,0.2713940143585205,253
2.0097011138205363,0.6,0.48454856872558594,16,0.6133654329438283,sage,permutation,kernel_thinning,sobolev,4.0,32.0,16.0,0.8837165832519531,2
1.816066327801623,0.6,1.1661200523376465,32,0.5959186322511423,sage,permutation,kernel_thinning,sobolev,4.0,32.0,32.0,0.9093282222747803,2
2.342715530337201,0.8,2.2487289905548096,64,0.7639823211210283,sage,permutation,kernel_thinning,sobolev,4.0,32.0,64.0,3.789900541305542,2
1.7554704791213398,0.6,5.24885630607605,128,0.5959186322511425,sage,permutation,kernel_thinning,sobolev,4.0,32.0,128.0,0.8515126705169678,2
1.7991515497870214,0.6,10.18217658996582,256,0.5959186322511424,sage,permutation,kernel_thinning,sobolev,4.0,32.0,256.0,0.8513448238372803,2
0.0018465640048290152,1.0,3.3683900833129883,16,0.014726101201625208,sage,permutation,kernel_thinning,inverse_multiquadric,4.0,32.0,16.0,0.34287524223327637,16
0.002058105004416851,1.0,7.947443246841431,32,0.006310492425848135,sage,permutation,kernel_thinning,inverse_multiquadric,4.0,32.0,32.0,0.3417990207672119,32
0.0018724026459455254,1.0,18.897456884384155,64,0.002538506495624926,sage,permutation,kernel_thinning,inverse_multiquadric,4.0,32.0,64.0,1.2193827629089355,64
0.001820093689103902,1.0,36.74155831336975,128,0.0011642938419662574,sage,permutation,kernel_thinning,inverse_multiquadric,4.0,32.0,128.0,0.257188081741333,128
0.0014956658633533057,1.0,65.00506734848022,256,0.0005986433527942481,sage,permutation,kernel_thinning,inverse_multiquadric,4.0,32.0,256.0,0.2590057849884033,255
0.003493859230619597,1.0,4.141948223114014,16,0.014896406294283682,sage,permutation,kernel_thinning,matern,4.0,32.0,16.0,0.3867509365081787,16
0.0017607482188179027,1.0,8.847190141677856,32,0.005819276803780138,sage,permutation,kernel_thinning,matern,4.0,32.0,32.0,0.33827900886535645,32
0.0032110775514742227,1.0,19.385841846466064,64,0.00241600238547679,sage,permutation,kernel_thinning,matern,4.0,32.0,64.0,1.5966248512268066,64
0.0013002187274354742,1.0,37.274287700653076,128,0.001234402717168015,sage,permutation,kernel_thinning,matern,4.0,32.0,128.0,0.33941173553466797,128
0.001103300163831979,1.0,52.02907347679138,256,0.0005954941920865986,sage,permutation,kernel_thinning,matern,4.0,32.0,256.0,0.3412911891937256,256
