mae,top_k,explanation_time,size,mmd,explainer,strategy,method,kernel,g,num_bins,target_size,compression_time,unique_samples
0.027840892863524067,0.5325881341358555,229.8871088027954,8,0.092695819518194,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,8,5.83905029296875,1
0.02231852015514411,0.6099742046431642,436.2299711704254,16,0.0594136750880615,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,16,5.3510072231292725,1
0.016263016258925976,0.7026655202063627,791.1335396766663,32,0.03841175255930673,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,32,5.322793483734131,1
0.009731282182618668,0.8171969045571796,1518.4949243068695,64,0.013512552005105427,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,64,5.443321466445923,1
0.009518062112766464,0.8182287188306104,3141.088645219803,128,0.008550334028357753,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,128,5.026520252227783,1
0.027195165946223863,0.5539122957867584,213.99715566635132,8,0.08534126159754624,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,8,4.940627098083496,1
0.020795357987920548,0.6428202923473774,421.1597809791565,16,0.054545251252680504,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,16,5.101870775222778,1
0.0169446847470832,0.6950988822012036,824.6700603961945,32,0.025881738007757005,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,32,5.48566746711731,1
0.011835405994744893,0.7680137575236456,1581.5619747638702,64,0.01154706940802147,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,64,5.351626396179199,1
0.00857662254885362,0.8285468615649182,3032.4665067195892,128,0.009553892746241577,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,128,5.070500135421753,1
0.03134664456772169,0.4976784178847807,199.3010697364807,8,0.14614343484842868,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,8,4.958151817321777,1
0.02068715978061777,0.6445399828030953,399.74063777923584,16,0.05027483522074211,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,16,5.211724519729614,1
0.015023205732301075,0.7107480653482372,760.3669984340668,32,0.023487429417423822,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,32,4.83857798576355,1
0.012339246670412432,0.7563198624247635,1513.8849363327026,64,0.016200796244890348,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,64,4.889742136001587,1
0.009258222856209945,0.8184006878761823,3027.3215839862823,128,0.011867265553780204,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,128,4.929014444351196,1
0.031176727937876597,0.5250214961306964,204.8379418849945,8,0.10746631543778429,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,8,9.803662538528442,1
