dataset,repeat,method,time_explanation,time_sample_choose,n_original,n_sample
compas,8,cte_sage_permutation,15.040611982345581,0.024509906768798828,1235,32
compas,8,cte_with_predictions_shap_kernel,14.489891052246094,0.024222850799560547,1235,32
compas,8,cte_with_predictions_shap_permutation,14.252721071243286,0.024222850799560547,1235,32
compas,8,cte_with_predictions_sage_kernel,10.359058856964111,0.024222850799560547,1235,32
compas,8,cte_with_predictions_sage_permutation,16.311558961868286,0.024222850799560547,1235,32
compas,8,cte_stratified_shap_kernel,11.036946773529053,0.0017008781433105469,1235,24
compas,8,cte_stratified_shap_permutation,13.170469760894775,0.0017008781433105469,1235,24
compas,8,cte_stratified_sage_kernel,6.990772008895874,0.0017008781433105469,1235,24
compas,8,cte_stratified_sage_permutation,10.78090763092041,0.0017008781433105469,1235,24
compas,9,cte_shap_kernel,13.891479015350342,0.02406024932861328,1235,32
compas,9,cte_shap_permutation,14.234035015106201,0.02406024932861328,1235,32
compas,9,cte_sage_kernel,15.451580286026001,0.02406024932861328,1235,32
compas,9,cte_sage_permutation,21.633786916732788,0.02406024932861328,1235,32
compas,9,cte_with_predictions_shap_kernel,13.89937686920166,0.023408174514770508,1235,32
compas,9,cte_with_predictions_shap_permutation,14.228466987609863,0.023408174514770508,1235,32
compas,9,cte_with_predictions_sage_kernel,16.785741806030273,0.023408174514770508,1235,32
compas,9,cte_with_predictions_sage_permutation,27.21202516555786,0.023408174514770508,1235,32
compas,9,cte_stratified_shap_kernel,10.866843938827515,0.0016083717346191406,1235,24
compas,9,cte_stratified_shap_permutation,14.097380876541138,0.0016083717346191406,1235,24
compas,9,cte_stratified_sage_kernel,5.902584075927734,0.0016083717346191406,1235,24
compas,9,cte_stratified_sage_permutation,9.822573184967041,0.0016083717346191406,1235,24
