mae,top_k,explanation_time,size,mmd,explainer,strategy,method,kernel,g,num_bins,target_size,compression_time,unique_samples
0.004641210830740124,0.8482789450156459,28.608977556228638,8,0.05098095770193983,shap,kernel,kernel_thinning,gaussian,4.0,32.0,8.0,0.011949539184570312,8
0.003891604495923825,0.862405006705409,26.160662174224854,16,0.0231367383345657,shap,kernel,kernel_thinning,gaussian,4.0,32.0,16.0,0.012386083602905273,16
0.0030790037497479936,0.8896736700938757,44.875157833099365,32,0.009741748493816704,shap,kernel,kernel_thinning,gaussian,4.0,32.0,32.0,0.04680776596069336,32
0.002488826107250642,0.9095216808225302,81.37826108932495,64,0.004911515902452368,shap,kernel,kernel_thinning,gaussian,4.0,32.0,64.0,0.012796640396118164,63
0.0023122933068969193,0.9240947697809565,154.5429904460907,128,0.002521900856547854,shap,kernel,kernel_thinning,gaussian,4.0,32.0,128.0,0.012773990631103516,125
0.03080032314673991,0.4280733124720609,15.463386297225952,8,1.1717166568364807,shap,kernel,kernel_thinning,sobolev,4.0,32.0,8.0,0.052448272705078125,1
0.030734060533036997,0.4293249888243183,24.16077947616577,16,1.1717166568364807,shap,kernel,kernel_thinning,sobolev,4.0,32.0,16.0,0.051846981048583984,1
0.020698909485364535,0.47554760840411275,25.954057455062866,32,0.8657326793630586,shap,kernel,kernel_thinning,sobolev,4.0,32.0,32.0,0.20478582382202148,1
0.030809000159096912,0.4279839070183281,76.71471095085144,64,1.1717166568364807,shap,kernel,kernel_thinning,sobolev,4.0,32.0,64.0,0.05179572105407715,1
0.030788173808209158,0.42941439427805095,145.0924265384674,128,1.1717166568364807,shap,kernel,kernel_thinning,sobolev,4.0,32.0,128.0,0.05922579765319824,1
0.004331997723079191,0.8486365668305768,16.405550718307495,8,0.04946004142586058,shap,kernel,kernel_thinning,inverse_multiquadric,4.0,32.0,8.0,0.014393329620361328,8
0.004487291605381342,0.8140366562360303,24.934898614883423,16,0.024436179922828927,shap,kernel,kernel_thinning,inverse_multiquadric,4.0,32.0,16.0,0.011883020401000977,16
0.0031522611429215088,0.8911041573535985,43.23675537109375,32,0.009783975559736036,shap,kernel,kernel_thinning,inverse_multiquadric,4.0,32.0,32.0,0.04250693321228027,32
0.0025470784557902215,0.9116674117121144,78.9806158542633,64,0.004981783594881162,shap,kernel,kernel_thinning,inverse_multiquadric,4.0,32.0,64.0,0.011562585830688477,64
0.002428322432641494,0.9164059007599463,149.1419632434845,128,0.0028243806532954885,shap,kernel,kernel_thinning,inverse_multiquadric,4.0,32.0,128.0,0.011652946472167969,127
0.004647117437463348,0.8477425122932498,16.05362367630005,8,0.05098095770193983,shap,kernel,kernel_thinning,matern,4.0,32.0,8.0,0.019182443618774414,8
0.0036362621996577425,0.8542691104157354,24.96289348602295,16,0.02184226442309889,shap,kernel,kernel_thinning,matern,4.0,32.0,16.0,0.018674135208129883,16
0.003518254899185956,0.8807331247206078,42.5403196811676,32,0.009670358964591008,shap,kernel,kernel_thinning,matern,4.0,32.0,32.0,0.05853128433227539,32
0.002690107027118546,0.9124720607957084,79.59657216072083,64,0.004808241666534097,shap,kernel,kernel_thinning,matern,4.0,32.0,64.0,0.015337228775024414,64
0.002267887944500559,0.9179257934734018,149.768949508667,128,0.002573374193744926,shap,kernel,kernel_thinning,matern,4.0,32.0,128.0,0.015124320983886719,128
0.004613747883443124,0.8498882431828341,16.483588457107544,8,0.05098095770193983,shap,kernel,kernel_thinning,gaussian,4.0,32.0,8.0,0.03850698471069336,8
0.0038726800859348186,0.8612427358068842,25.791154146194458,16,0.0231367383345657,shap,kernel,kernel_thinning,gaussian,4.0,32.0,16.0,0.012680530548095703,16
0.0027919594936259185,0.8801966919982119,44.693670988082886,32,0.01036338892916,shap,kernel,kernel_thinning,gaussian,4.0,32.0,32.0,0.04764914512634277,32
0.0026335883457515134,0.9126508717031738,82.07951855659485,64,0.0051548028465445705,shap,kernel,kernel_thinning,gaussian,4.0,32.0,64.0,0.01265263557434082,64
0.0024276004576208932,0.9177469825659366,149.68907141685486,128,0.002637899462644311,shap,kernel,kernel_thinning,gaussian,4.0,32.0,128.0,0.012821197509765625,126
0.030803656173486238,0.4276262852033974,14.947330951690674,8,1.1717166568364807,shap,kernel,kernel_thinning,sobolev,4.0,32.0,8.0,0.05196213722229004,1
0.03076547296909575,0.4301296379079124,23.987818241119385,16,1.1717166568364807,shap,kernel,kernel_thinning,sobolev,4.0,32.0,16.0,0.05003857612609863,1
0.020683721888002913,0.4761734465802414,26.064990282058716,32,0.8657326793630586,shap,kernel,kernel_thinning,sobolev,4.0,32.0,32.0,0.19453787803649902,1
0.03077408891727215,0.4287885561019222,76.3590133190155,64,1.1717166568364807,shap,kernel,kernel_thinning,sobolev,4.0,32.0,64.0,0.0755312442779541,1
0.03074704963959561,0.42744747429593205,144.62146997451782,128,1.1717166568364807,shap,kernel,kernel_thinning,sobolev,4.0,32.0,128.0,0.052947998046875,1
