dataset,repeat,method,time_explanation,time_sample_choose,n_original,n_sample,mmd,mae,top_k
compas,0,iid_shap,124.32701110839844,0.00020003318786621094,1235,160,0.0017492779245273926,0.003538419015718313,0.6
compas,0,iid_sage,784.1507358551025,0.00020003318786621094,1235,160,0.0017492779245273926,0.019009047587600924,1.0
compas,1,iid_shap,124.29346799850464,6.103515625e-05,1235,160,7.928231278930831e-05,0.0035713641534199617,0.6
compas,1,iid_sage,1534.6978211402893,6.103515625e-05,1235,160,7.928231278930831e-05,0.013712923579231092,1.0
compas,2,iid_shap,124.1728208065033,9.584426879882812e-05,1235,160,0.0009977232968558791,0.006655088595281583,0.8
compas,2,iid_sage,631.9903140068054,9.584426879882812e-05,1235,160,0.0009977232968558791,0.012302285898725165,1.0
