mae,top_k,explanation_time,size,mmd,explainer,strategy,method,kernel,g,num_bins,m,compression_time
0.009890611408030879,0.9563020384725811,55.7675564289093,32,0.006384622528660733,shap,kernel,kernel_thinning,gaussian,4.0,32.0,15.0,0.03780388832092285
0.011076173069996162,0.9426356589147287,91.73647689819336,64,0.0038347737399457293,shap,kernel,kernel_thinning,gaussian,4.0,32.0,-3.0,0.009331703186035156
0.005474678422176519,0.9757105943152456,181.69288778305054,128,0.0021361868435866294,shap,kernel,kernel_thinning,gaussian,4.0,32.0,-4.0,0.009700298309326172
0.15269420649964566,0.6872236577662933,46.17544937133789,32,0.6342523342899055,shap,kernel,kernel_thinning,sobolev,4.0,32.0,15.0,0.055938720703125
0.1332574032682351,0.6925064599483204,92.61454582214355,64,0.6442761775215969,shap,kernel,kernel_thinning,sobolev,4.0,32.0,-3.0,0.014221906661987305
0.1365138288475183,0.6905541200114843,182.29334616661072,128,0.6419953203581895,shap,kernel,kernel_thinning,sobolev,4.0,32.0,-4.0,0.014802932739257812
0.013881854394713322,0.926385300028711,46.13247513771057,32,0.006127812307811897,shap,kernel,kernel_thinning,inverse_multiquadric,4.0,32.0,15.0,0.03301429748535156
0.009306981734469278,0.9557278208441,92.66517519950867,64,0.0037741326449001744,shap,kernel,kernel_thinning,inverse_multiquadric,4.0,32.0,-3.0,0.00844120979309082
0.007094611947949878,0.9668676428366351,182.37215614318848,128,0.002262627317822452,shap,kernel,kernel_thinning,inverse_multiquadric,4.0,32.0,-4.0,0.008745670318603516
0.014501458250268075,0.9281653746770027,46.19247221946716,32,0.007445630460743924,shap,kernel,kernel_thinning,matern_0.5,4.0,32.0,15.0,0.039911508560180664
0.011993548944539044,0.939477461958082,92.65609431266785,64,0.004060528735173985,shap,kernel,kernel_thinning,matern_0.5,4.0,32.0,-3.0,0.010186433792114258
0.00984623814386261,0.9522825150732128,182.19476175308228,128,0.0027306780235112904,shap,kernel,kernel_thinning,matern_0.5,4.0,32.0,-4.0,0.010660886764526367
0.024523867224828834,0.8771748492678725,46.25354242324829,32,0.011200188363899188,shap,kernel,kernel_thinning,matern_1.5,4.0,32.0,15.0,0.047400712966918945
0.015616653623016594,0.9204134366925065,92.9356279373169,64,0.004566557245391678,shap,kernel,kernel_thinning,matern_1.5,4.0,32.0,-3.0,0.010064363479614258
0.009901810390379474,0.9515360321561873,182.19713878631592,128,0.0033001432515578077,shap,kernel,kernel_thinning,matern_1.5,4.0,32.0,-4.0,0.010564804077148438
0.022058659148608585,0.8997990238300316,46.098841428756714,32,0.011650055940558124,shap,kernel,kernel_thinning,matern_2.5,4.0,32.0,15.0,0.03966546058654785
0.013620920839620186,0.9332184898076372,92.84151315689087,64,0.0046023969349084926,shap,kernel,kernel_thinning,matern_2.5,4.0,32.0,-3.0,0.010134458541870117
0.012222104825375887,0.9402239448751077,182.21015167236328,128,0.0032227395599429554,shap,kernel,kernel_thinning,matern_2.5,4.0,32.0,-4.0,0.010529279708862305
0.008483914807339198,0.9619293712316969,46.03555703163147,32,0.006033052918299198,shap,kernel,kernel_thinning,gaussian,4.0,32.0,15.0,0.0366668701171875
0.008285309900131472,0.9606086706861902,92.65931153297424,64,0.0035912522243399247,shap,kernel,kernel_thinning,gaussian,4.0,32.0,-3.0,0.009347677230834961
0.006218709654056125,0.9734137238013209,182.97191405296326,128,0.0020736971541827076,shap,kernel,kernel_thinning,gaussian,4.0,32.0,-4.0,0.00966501235961914
0.08110993321599663,0.5779500430663221,46.122047901153564,32,0.7116938009539607,shap,kernel,kernel_thinning,sobolev,4.0,32.0,15.0,0.05543398857116699
0.13331007736270434,0.6920470858455353,92.68467235565186,64,0.6442761775215969,shap,kernel,kernel_thinning,sobolev,4.0,32.0,-3.0,0.014262676239013672
0.13639932556628764,0.6909560723514212,182.22457480430603,128,0.6419953203581895,shap,kernel,kernel_thinning,sobolev,4.0,32.0,-4.0,0.014766931533813477
0.009321269884058242,0.949066896353718,46.25766372680664,32,0.0057182128235563345,shap,kernel,kernel_thinning,inverse_multiquadric,4.0,32.0,15.0,0.03776144981384277
0.008563395790885454,0.9537180591444158,92.70208239555359,64,0.0031162429933133118,shap,kernel,kernel_thinning,inverse_multiquadric,4.0,32.0,-3.0,0.008382081985473633
0.007191262532625454,0.9638242894056848,182.17614340782166,128,0.0019076270725361666,shap,kernel,kernel_thinning,inverse_multiquadric,4.0,32.0,-4.0,0.008798599243164062
0.02001042582803471,0.896640826873385,46.176992654800415,32,0.009458588869402651,shap,kernel,kernel_thinning,matern_0.5,4.0,32.0,15.0,0.04000139236450195
0.011752331739802549,0.9416594889463107,92.809739112854,64,0.0042770433803043795,shap,kernel,kernel_thinning,matern_0.5,4.0,32.0,-3.0,0.010251045227050781
0.007427565242865321,0.9635946023542924,182.67672038078308,128,0.00231195007350099,shap,kernel,kernel_thinning,matern_0.5,4.0,32.0,-4.0,0.010781526565551758
0.01576035108842584,0.9197817973011773,46.24280309677124,32,0.007963871543775536,shap,kernel,kernel_thinning,matern_1.5,4.0,32.0,15.0,0.03979349136352539
0.015614656484001331,0.9197817973011773,92.60304760932922,64,0.004566557245391678,shap,kernel,kernel_thinning,matern_1.5,4.0,32.0,-3.0,0.010070562362670898
0.009406610594929104,0.9503301751363766,182.49359226226807,128,0.003190123974836534,shap,kernel,kernel_thinning,matern_1.5,4.0,32.0,-4.0,0.010531425476074219
0.01990205513319621,0.9006603502727535,46.27944326400757,32,0.010929199868326411,shap,kernel,kernel_thinning,matern_2.5,4.0,32.0,15.0,0.03970503807067871
0.013588754642229904,0.9335055986218779,92.39305806159973,64,0.0046023969349084926,shap,kernel,kernel_thinning,matern_2.5,4.0,32.0,-3.0,0.010259389877319336
0.011656222107067337,0.9440137812230835,182.10200548171997,128,0.003243723728716341,shap,kernel,kernel_thinning,matern_2.5,4.0,32.0,-4.0,0.01078486442565918
0.011736843209458957,0.9433821418317543,46.34744668006897,32,0.005787218477126876,shap,kernel,kernel_thinning,gaussian,4.0,32.0,15.0,0.03672051429748535
0.007190044507879578,0.964857881136951,92.66396379470825,64,0.0035221764212106654,shap,kernel,kernel_thinning,gaussian,4.0,32.0,-3.0,0.009363651275634766
0.007993469435971075,0.9595176571920758,182.37769293785095,128,0.0020609528679079725,shap,kernel,kernel_thinning,gaussian,4.0,32.0,-4.0,0.009676694869995117
0.1526725382025364,0.687051392477749,46.272619009017944,32,0.6342523342899055,shap,kernel,kernel_thinning,sobolev,4.0,32.0,15.0,0.05686831474304199
0.133197144680594,0.6923916164226243,92.69450330734253,64,0.6442761775215969,shap,kernel,kernel_thinning,sobolev,4.0,32.0,-3.0,0.014244556427001953
0.136452824197087,0.6912431811656616,182.16177225112915,128,0.6419953203581895,shap,kernel,kernel_thinning,sobolev,4.0,32.0,-4.0,0.015181303024291992
0.011860465709898503,0.9383290267011196,46.35997939109802,32,0.006027220445324,shap,kernel,kernel_thinning,inverse_multiquadric,4.0,32.0,15.0,0.03323006629943848
0.008433242902126551,0.9597473442434683,92.87744235992432,64,0.00316995482642779,shap,kernel,kernel_thinning,inverse_multiquadric,4.0,32.0,-3.0,0.00838613510131836
0.007696027349011354,0.9627906976744186,182.3381142616272,128,0.0021372661359762013,shap,kernel,kernel_thinning,inverse_multiquadric,4.0,32.0,-4.0,0.008760690689086914
0.015855041083457255,0.928797014068332,46.16297698020935,32,0.006361400599532607,shap,kernel,kernel_thinning,matern_0.5,4.0,32.0,15.0,0.040621280670166016
0.011814203115926597,0.9416594889463107,92.84307503700256,64,0.0042770433803043795,shap,kernel,kernel_thinning,matern_0.5,4.0,32.0,-3.0,0.010162115097045898
0.010792115489234403,0.9463106517370083,182.4672417640686,128,0.002442899022548073,shap,kernel,kernel_thinning,matern_0.5,4.0,32.0,-4.0,0.010644912719726562
0.02295899395005942,0.8825150732127477,46.3368353843689,32,0.009651491131785872,shap,kernel,kernel_thinning,matern_1.5,4.0,32.0,15.0,0.04393506050109863
0.015630947795817758,0.9193798449612404,92.73044610023499,64,0.004566557245391678,shap,kernel,kernel_thinning,matern_1.5,4.0,32.0,-3.0,0.010048627853393555
0.009246960607235793,0.9538903244329601,182.81547093391418,128,0.002638685704933641,shap,kernel,kernel_thinning,matern_1.5,4.0,32.0,-4.0,0.011466026306152344
0.02049727080947658,0.906804478897502,46.156946420669556,32,0.01115443961660978,shap,kernel,kernel_thinning,matern_2.5,4.0,32.0,15.0,0.04074382781982422
0.01356744101716862,0.9337927074361184,92.54939723014832,64,0.0046023969349084926,shap,kernel,kernel_thinning,matern_2.5,4.0,32.0,-3.0,0.010094404220581055
0.010848189850251043,0.9465977605512489,182.28826117515564,128,0.0026185718860623486,shap,kernel,kernel_thinning,matern_2.5,4.0,32.0,-4.0,0.015125751495361328
0.008711710450738604,0.961584840654608,46.27726459503174,32,0.0053095734405588235,shap,kernel,kernel_thinning,gaussian,4.0,32.0,15.0,0.03787565231323242
0.00759256866292664,0.9591731266149871,92.46373105049133,64,0.003408652691548608,shap,kernel,kernel_thinning,gaussian,4.0,32.0,-3.0,0.009371519088745117
0.008393955202146947,0.9594602354292278,182.28452062606812,128,0.0022742247571840846,shap,kernel,kernel_thinning,gaussian,4.0,32.0,-4.0,0.009642839431762695
0.15274515705365643,0.6875681883433821,46.2037296295166,32,0.6342523342899055,shap,kernel,kernel_thinning,sobolev,4.0,32.0,15.0,0.05666851997375488
0.13324227490911278,0.6926787252368648,92.51065587997437,64,0.6442761775215969,shap,kernel,kernel_thinning,sobolev,4.0,32.0,-3.0,0.014278411865234375
0.1363857990771352,0.6905541200114843,182.16961288452148,128,0.6419953203581895,shap,kernel,kernel_thinning,sobolev,4.0,32.0,-4.0,0.023136138916015625
0.014586410667505125,0.9320126327878265,46.43450427055359,32,0.006339724810603242,shap,kernel,kernel_thinning,inverse_multiquadric,4.0,32.0,15.0,0.034096717834472656
0.00787107451487952,0.9606660924490382,92.64872550964355,64,0.003198991758106895,shap,kernel,kernel_thinning,inverse_multiquadric,4.0,32.0,-3.0,0.008389472961425781
0.007989427142922693,0.963939132931381,182.49681949615479,128,0.0020035168213868304,shap,kernel,kernel_thinning,inverse_multiquadric,4.0,32.0,-4.0,0.00885152816772461
0.012778617794333877,0.9416594889463106,46.37235760688782,32,0.00815230569235914,shap,kernel,kernel_thinning,matern_0.5,4.0,32.0,15.0,0.042333364486694336
0.011797821465249488,0.9414298018949182,92.53017854690552,64,0.0042770433803043795,shap,kernel,kernel_thinning,matern_0.5,4.0,32.0,-3.0,0.010227680206298828
0.007219219523954574,0.961929371231697,182.02190852165222,128,0.0022366767044672,shap,kernel,kernel_thinning,matern_0.5,4.0,32.0,-4.0,0.01553487777709961
0.022659698507914498,0.8934826299167384,46.54434776306152,32,0.01143041833932057,shap,kernel,kernel_thinning,matern_1.5,4.0,32.0,15.0,0.039432525634765625
0.01560000475424888,0.9184036749928224,92.84896087646484,64,0.004566557245391678,shap,kernel,kernel_thinning,matern_1.5,4.0,32.0,-3.0,0.010118246078491211
0.010676614462589051,0.9435544071202987,182.21762228012085,128,0.0022558837911376695,shap,kernel,kernel_thinning,matern_1.5,4.0,32.0,-4.0,0.010448455810546875
0.02465499101796744,0.8772896927935688,46.51766276359558,32,0.0113975119134338,shap,kernel,kernel_thinning,matern_2.5,4.0,32.0,15.0,0.04188728332519531
0.013607795355727018,0.9335055986218779,92.53878283500671,64,0.0046023969349084926,shap,kernel,kernel_thinning,matern_2.5,4.0,32.0,-3.0,0.010161161422729492
0.011466491756599743,0.9411426930806776,182.22875428199768,128,0.0037093551294163918,shap,kernel,kernel_thinning,matern_2.5,4.0,32.0,-4.0,0.010445833206176758
0.011044551753189828,0.9478036175710595,46.769978046417236,32,0.005628056357205924,shap,kernel,kernel_thinning,gaussian,4.0,32.0,15.0,0.03769254684448242
0.007869777994954712,0.9636520241171406,92.54319620132446,64,0.003750675075220311,shap,kernel,kernel_thinning,gaussian,4.0,32.0,-3.0,0.009357452392578125
0.006372542594835485,0.9683031869078381,182.329815864563,128,0.002092817271334979,shap,kernel,kernel_thinning,gaussian,4.0,32.0,-4.0,0.009756088256835938
0.15265279395571518,0.6868217054263567,46.7717649936676,32,0.6342523342899055,shap,kernel,kernel_thinning,sobolev,4.0,32.0,15.0,0.06048989295959473
0.13321742936795505,0.6908986505885731,92.51595997810364,64,0.6442761775215969,shap,kernel,kernel_thinning,sobolev,4.0,32.0,-3.0,0.014195919036865234
