dataset,repeat,method,time_explanation,time_sample_choose,n_original,n_sample,g
heloc,0,cte_sage_permutation,42.89522957801819,0.0066127777099609375,1975,64,1
heloc,0,cte_shap_kernel,323.6140549182892,0.0066127777099609375,1975,64,1
heloc,0,cte_with_predictions_sage_permutation,45.031407833099365,0.0031507015228271484,1975,64,1
heloc,0,cte_with_predictions_shap_kernel,322.84588384628296,0.0031507015228271484,1975,64,1
heloc,0,cte_stratified_sage_permutation,69.69978952407837,0.024590015411376953,1975,96,1
heloc,0,cte_stratified_shap_kernel,377.74406147003174,0.024590015411376953,1975,96,1
heloc,0,iid_sage_permutation,48.287100315093994,0.00010085105895996094,1975,64,1
heloc,0,iid_shap_kernel,330.1918406486511,0.00010085105895996094,1975,64,1
heloc,1,cte_sage_permutation,57.02408289909363,0.014235973358154297,1975,64,1
heloc,1,cte_shap_kernel,327.7690804004669,0.014235973358154297,1975,64,1
heloc,1,cte_with_predictions_sage_permutation,46.42627668380737,0.008681535720825195,1975,64,1
heloc,1,cte_with_predictions_shap_kernel,328.97920513153076,0.008681535720825195,1975,64,1
heloc,1,cte_stratified_sage_permutation,86.82814621925354,0.009793996810913086,1975,96,1
heloc,1,cte_stratified_shap_kernel,385.1998233795166,0.009793996810913086,1975,96,1
heloc,1,iid_sage_permutation,55.09895396232605,8.296966552734375e-05,1975,64,1
heloc,1,iid_shap_kernel,316.5032675266266,8.296966552734375e-05,1975,64,1
heloc,2,cte_sage_permutation,42.69527339935303,0.013270378112792969,1975,64,1
heloc,2,cte_shap_kernel,317.2387204170227,0.013270378112792969,1975,64,1
heloc,2,cte_with_predictions_sage_permutation,45.7093460559845,0.003408670425415039,1975,64,1
heloc,2,cte_with_predictions_shap_kernel,316.04564595222473,0.003408670425415039,1975,64,1
heloc,2,cte_stratified_sage_permutation,61.69845986366272,0.017880678176879883,1975,96,1
heloc,2,cte_stratified_shap_kernel,372.1705729961395,0.017880678176879883,1975,96,1
heloc,2,iid_sage_permutation,44.82154965400696,8.320808410644531e-05,1975,64,1
heloc,2,iid_shap_kernel,326.422114610672,8.320808410644531e-05,1975,64,1
heloc,3,cte_sage_permutation,45.654223680496216,0.013612508773803711,1975,64,1
heloc,3,cte_shap_kernel,326.60542607307434,0.013612508773803711,1975,64,1
heloc,3,cte_with_predictions_sage_permutation,44.692542552948,0.02455925941467285,1975,64,1
heloc,3,cte_with_predictions_shap_kernel,323.5188527107239,0.02455925941467285,1975,64,1
heloc,3,cte_stratified_sage_permutation,60.890103340148926,0.009584426879882812,1975,96,1
heloc,3,cte_stratified_shap_kernel,376.75490379333496,0.009584426879882812,1975,96,1
heloc,3,iid_sage_permutation,38.65497446060181,7.963180541992188e-05,1975,64,1
heloc,3,iid_shap_kernel,308.17073464393616,7.963180541992188e-05,1975,64,1
heloc,4,cte_sage_permutation,53.436198234558105,0.014589548110961914,1975,64,1
heloc,4,cte_shap_kernel,307.9186420440674,0.014589548110961914,1975,64,1
heloc,4,cte_with_predictions_sage_permutation,61.30264854431152,0.009668350219726562,1975,64,1
heloc,4,cte_with_predictions_shap_kernel,317.7890636920929,0.009668350219726562,1975,64,1
heloc,4,cte_stratified_sage_permutation,72.1401264667511,0.01502227783203125,1975,96,1
heloc,4,cte_stratified_shap_kernel,386.771595954895,0.01502227783203125,1975,96,1
heloc,4,iid_sage_permutation,41.222564697265625,7.867813110351562e-05,1975,64,1
heloc,4,iid_shap_kernel,323.54478311538696,7.867813110351562e-05,1975,64,1
heloc,0,cte_sage_permutation,77.60123038291931,0.018214702606201172,1975,128,2
heloc,0,cte_shap_kernel,451.6984188556671,0.018214702606201172,1975,128,2
heloc,0,cte_with_predictions_sage_permutation,74.34166026115417,0.0168454647064209,1975,128,2
heloc,0,cte_with_predictions_shap_kernel,364.9211494922638,0.0168454647064209,1975,128,2
heloc,0,cte_stratified_sage_permutation,132.44167280197144,0.009991645812988281,1975,192,2
heloc,0,cte_stratified_shap_kernel,511.81945419311523,0.009991645812988281,1975,192,2
heloc,0,iid_sage_permutation,94.49812316894531,8.082389831542969e-05,1975,128,2
heloc,0,iid_shap_kernel,364.89057302474976,8.082389831542969e-05,1975,128,2
heloc,1,cte_sage_permutation,75.51987671852112,0.007638692855834961,1975,128,2
heloc,1,cte_shap_kernel,358.6635391712189,0.007638692855834961,1975,128,2
heloc,1,cte_with_predictions_sage_permutation,88.73232221603394,0.007831811904907227,1975,128,2
heloc,1,cte_with_predictions_shap_kernel,358.7736692428589,0.007831811904907227,1975,128,2
heloc,1,cte_stratified_sage_permutation,127.8655514717102,0.009166955947875977,1975,192,2
heloc,1,cte_stratified_shap_kernel,498.81768131256104,0.009166955947875977,1975,192,2
heloc,1,iid_sage_permutation,99.39319658279419,8.630752563476562e-05,1975,128,2
heloc,1,iid_shap_kernel,361.5712683200836,8.630752563476562e-05,1975,128,2
heloc,2,cte_sage_permutation,69.48427438735962,0.007614850997924805,1975,128,2
heloc,2,cte_shap_kernel,357.26216340065,0.007614850997924805,1975,128,2
heloc,2,cte_with_predictions_sage_permutation,74.0925989151001,0.01263427734375,1975,128,2
heloc,2,cte_with_predictions_shap_kernel,363.28399777412415,0.01263427734375,1975,128,2
heloc,2,cte_stratified_sage_permutation,117.25167965888977,0.010038614273071289,1975,192,2
heloc,2,cte_stratified_shap_kernel,539.7923715114594,0.010038614273071289,1975,192,2
heloc,2,iid_sage_permutation,93.17419004440308,8.130073547363281e-05,1975,128,2
heloc,2,iid_shap_kernel,359.83910036087036,8.130073547363281e-05,1975,128,2
heloc,3,cte_sage_permutation,75.82616114616394,0.007635354995727539,1975,128,2
heloc,3,cte_shap_kernel,356.45954608917236,0.007635354995727539,1975,128,2
heloc,3,cte_with_predictions_sage_permutation,75.70489692687988,0.026958942413330078,1975,128,2
heloc,3,cte_with_predictions_shap_kernel,353.51603651046753,0.026958942413330078,1975,128,2
