mae,top_k,explanation_time,size,mmd,explainer,strategy,method,kernel,g,num_bins,target_size,compression_time,unique_samples
0.07014239715614835,0.8217599999999998,292.65552616119385,8,0.10229138770822949,shap,kernel,arfpy,Not needed,Not needed,Not needed,8,13.340254068374634,1
0.04852991797978528,0.86,498.2945644855499,16,0.048153211563234766,shap,kernel,arfpy,Not needed,Not needed,Not needed,16,13.417093276977539,1
0.03597398342065495,0.8857599999999999,881.4302868843079,32,0.024720943970099163,shap,kernel,arfpy,Not needed,Not needed,Not needed,32,12.878464460372925,1
0.028875382927546635,0.9139200000000001,1525.084316253662,64,0.01579271460876991,shap,kernel,arfpy,Not needed,Not needed,Not needed,64,13.45652985572815,1
0.01871492869249003,0.9399199999999999,3032.710584640503,128,0.0063456483552022935,shap,kernel,arfpy,Not needed,Not needed,Not needed,128,11.59462285041809,1
0.054635892961046637,0.8444799999999999,287.3823058605194,8,0.07510611792098743,shap,kernel,arfpy,Not needed,Not needed,Not needed,8,13.23076319694519,1
0.0259487943696021,0.9215199999999999,463.503214597702,16,0.050615849484672626,shap,kernel,arfpy,Not needed,Not needed,Not needed,16,12.823400974273682,1
0.03432306366087861,0.8980799999999999,810.2032828330994,32,0.023386684799556412,shap,kernel,arfpy,Not needed,Not needed,Not needed,32,12.148535013198853,1
0.02368468446922321,0.926,1626.9171407222748,64,0.013293468015483478,shap,kernel,arfpy,Not needed,Not needed,Not needed,64,12.139980792999268,1
0.02202813210538896,0.92448,3074.1805925369263,128,0.00800714792793128,shap,kernel,arfpy,Not needed,Not needed,Not needed,128,12.196846961975098,1
0.04244582117670985,0.87928,291.4587836265564,8,0.10021071978997403,shap,kernel,arfpy,Not needed,Not needed,Not needed,8,12.38392186164856,1
0.06039019323407923,0.82352,485.6832609176636,16,0.05287765314274029,shap,kernel,arfpy,Not needed,Not needed,Not needed,16,12.480189323425293,1
0.03982157171293073,0.8849599999999999,813.7377283573151,32,0.02791939146698097,shap,kernel,arfpy,Not needed,Not needed,Not needed,32,13.713029384613037,1
0.01756237958690139,0.9446399999999999,1542.313204050064,64,0.013431613676730847,shap,kernel,arfpy,Not needed,Not needed,Not needed,64,11.750378847122192,1
0.011979706061701807,0.9638400000000001,3068.8780133724213,128,0.006994815667306364,shap,kernel,arfpy,Not needed,Not needed,Not needed,128,13.129605293273926,1
0.0726134462843584,0.8153599999999999,272.74339270591736,8,0.10478130060850388,shap,kernel,arfpy,Not needed,Not needed,Not needed,8,11.93658447265625,1
