g,num_bins,execution_time_sec,compressed_size,mmd_score,success
0,1,0.0008950233459472656,32,0.003806123143207385,True
1,1,0.0023391246795654297,64,0.0006494225489974692,True
2,1,0.014453887939453125,128,0.00019313653372843298,True
3,1,0.028553009033203125,256,0.00026407210844614504,True
4,1,0.0559391975402832,512,0.0007432714911428384,True
5,1,0.00016617774963378906,1024,0.00018101434105921577,True
6,1,0.0003707408905029297,1024,0.00018101434105921577,True
7,1,0.00017189979553222656,1024,0.00018101434105921577,True
0,4,0.0008618831634521484,64,0.0007446181206263169,True
1,4,0.004102230072021484,128,0.0006885782545773544,True
2,4,0.009894132614135742,256,0.0007141426121997085,True
3,4,0.009372234344482422,512,0.00016820666894545866,True
4,4,0.00016188621520996094,1024,0.00018101434105921577,True
5,4,0.0002110004425048828,1024,0.00018101434105921577,True
6,4,0.0007009506225585938,1024,0.00018101434105921577,True
7,4,0.0001690387725830078,1024,0.00018101434105921577,True
0,16,0.0008409023284912109,128,0.0008645836595404521,True
1,16,0.0029277801513671875,256,0.00019900296472341594,True
2,16,0.010621786117553711,512,0.00018941124805249565,True
3,16,0.0008981227874755859,1024,0.00018101434105921577,True
4,16,0.0007710456848144531,1024,0.00018101434105921577,True
5,16,0.0003910064697265625,1024,0.00018101434105921577,True
6,16,0.0003809928894042969,1024,0.00018101434105921577,True
7,16,0.0008721351623535156,1024,0.00018101434105921577,True
0,32,0.001226663589477539,256,0.0003188748017546317,True
1,32,0.0066280364990234375,512,0.00014003888210356585,True
2,32,0.006615877151489258,1024,4.1196716815017353e-05,True
3,32,0.00026297569274902344,2048,4.198781277109376e-06,True
4,32,0.00024509429931640625,2048,4.198781277109376e-06,True
5,32,0.00021123886108398438,2048,4.198781277109376e-06,True
6,32,0.00023174285888671875,2048,4.198781277109376e-06,True
7,32,0.0004322528839111328,2048,4.198781277109376e-06,True
0,64,0.0006232261657714844,256,0.0002782720431020458,True
1,64,0.0019338130950927734,512,0.00027629699632036875,True
2,64,0.0002231597900390625,1024,0.00018101434105921577,True
3,64,0.0006921291351318359,1024,0.00018101434105921577,True
4,64,0.0007050037384033203,1024,0.00018101434105921577,True
5,64,0.00029277801513671875,1024,0.00018101434105921577,True
6,64,0.00017786026000976562,1024,0.00018101434105921577,True
7,64,0.0004200935363769531,1024,0.00018101434105921577,True
0,128,0.0021278858184814453,512,9.768093675677214e-05,True
1,128,0.0015361309051513672,1024,5.4335004129546505e-05,True
2,128,0.0006248950958251953,2048,4.198781277109376e-06,True
3,128,0.0009288787841796875,2048,4.198781277109376e-06,True
4,128,0.00037789344787597656,2048,4.198781277109376e-06,True
5,128,0.0015749931335449219,2048,4.198781277109376e-06,True
6,128,0.0005230903625488281,2048,4.198781277109376e-06,True
7,128,0.0002651214599609375,2048,4.198781277109376e-06,True
0,256,0.0004210472106933594,512,0.0004126013204106549,True
1,256,0.0002963542938232422,1024,0.00018101434105921577,True
2,256,0.0001800060272216797,1024,0.00018101434105921577,True
3,256,0.0016210079193115234,1024,0.00018101434105921577,True
4,256,0.0002040863037109375,1024,0.00018101434105921577,True
5,256,0.0011222362518310547,1024,0.00018101434105921577,True
6,256,0.00036215782165527344,1024,0.00018101434105921577,True
7,256,0.0002048015594482422,1024,0.00018101434105921577,True
