dataset,repeat,method,time_explanation,time_sample_choose,n_original,n_sample,mmd,mae,top_k
german,0,iid_shap,73.52895617485046,0.00033974647521972656,200,24,0.006328375430890709,0.006969028153351013,0.0
german,0,iid_sage,194.4361879825592,0.00033974647521972656,200,24,0.006328375430890709,0.006071488147619357,0.4
german,1,iid_shap,71.57997798919678,5.817413330078125e-05,200,24,0.004035229808940333,0.007267897007091597,0.0
german,1,iid_sage,236.3696529865265,5.817413330078125e-05,200,24,0.004035229808940333,0.005709830823086384,0.2
german,2,iid_shap,73.19412302970886,5.602836608886719e-05,200,24,0.0034926617094019896,0.006427184968079506,0.2
german,2,iid_sage,243.82983303070068,5.602836608886719e-05,200,24,0.0034926617094019896,0.0034403063939053413,0.6
