g,num_bins,execution_time_sec,compressed_size,mmd_score,success
0,1,0.0002799034118652344,16,0.005791127764056103,True
1,1,0.00044274330139160156,32,0.007008183038703875,True
2,1,0.002456188201904297,64,0.0056884279282234385,True
3,1,0.0017790794372558594,128,0.0021829729168076906,True
4,1,7.796287536621094e-05,256,0.0011140619985687827,True
5,1,0.00030684471130371094,256,0.0011140619985687827,True
6,1,9.131431579589844e-05,256,0.0011140619985687827,True
7,1,9.512901306152344e-05,256,0.0011140619985687827,True
0,4,0.000247955322265625,32,0.00207069348373512,True
1,4,0.0003409385681152344,64,0.002570782217996559,True
2,4,0.0010230541229248047,128,0.0009566538304741634,True
3,4,8.20159912109375e-05,256,0.0011140619985687827,True
4,4,8.702278137207031e-05,256,0.0011140619985687827,True
5,4,0.00014019012451171875,256,0.0011140619985687827,True
6,4,0.0001609325408935547,256,0.0011140619985687827,True
7,4,9.703636169433594e-05,256,0.0011140619985687827,True
0,16,0.000225067138671875,64,0.002693829828077643,True
1,16,0.00024819374084472656,128,0.0009233091390692394,True
2,16,9.489059448242188e-05,256,0.0011140619985687827,True
3,16,0.00022077560424804688,256,0.0011140619985687827,True
4,16,9.107589721679688e-05,256,0.0011140619985687827,True
5,16,9.202957153320312e-05,256,0.0011140619985687827,True
6,16,8.869171142578125e-05,256,0.0011140619985687827,True
7,16,8.106231689453125e-05,256,0.0011140619985687827,True
0,32,0.001071929931640625,128,0.002140727356457317,True
1,32,0.0008640289306640625,256,0.00013613522643751708,True
2,32,0.0009229183197021484,512,0.00010897942972731833,True
3,32,0.0008618831634521484,512,0.00010897942972731833,True
4,32,0.0008051395416259766,512,0.00010897942972731833,True
5,32,0.0006661415100097656,512,0.00010897942972731833,True
6,32,0.0016398429870605469,512,0.00010897942972731833,True
7,32,0.0009188652038574219,512,0.00010897942972731833,True
0,64,0.0009627342224121094,128,0.0015448037376708523,True
1,64,0.0002651214599609375,256,0.0011140619985687827,True
2,64,8.702278137207031e-05,256,0.0011140619985687827,True
3,64,9.179115295410156e-05,256,0.0011140619985687827,True
4,64,9.298324584960938e-05,256,0.0011140619985687827,True
5,64,0.00010919570922851562,256,0.0011140619985687827,True
6,64,0.00020194053649902344,256,0.0011140619985687827,True
7,64,9.799003601074219e-05,256,0.0011140619985687827,True
0,128,0.0008456707000732422,256,0.0006427995104729689,True
1,128,0.0006911754608154297,512,0.00010897942972731833,True
2,128,0.0018968582153320312,512,0.00010897942972731833,True
3,128,0.00022029876708984375,512,0.00010897942972731833,True
4,128,0.002813100814819336,512,0.00010897942972731833,True
5,128,0.0008597373962402344,512,0.00010897942972731833,True
6,128,0.0008981227874755859,512,0.00010897942972731833,True
7,128,0.0009219646453857422,512,0.00010897942972731833,True
0,256,0.0009479522705078125,256,0.0011140619985687827,True
1,256,9.989738464355469e-05,256,0.0011140619985687827,True
2,256,0.0002810955047607422,256,0.0011140619985687827,True
3,256,0.00027298927307128906,256,0.0011140619985687827,True
4,256,0.00015306472778320312,256,0.0011140619985687827,True
5,256,9.989738464355469e-05,256,0.0011140619985687827,True
6,256,9.918212890625e-05,256,0.0011140619985687827,True
7,256,9.131431579589844e-05,256,0.0011140619985687827,True
