g,num_bins,execution_time_sec,compressed_size,mmd_score,success
0,1,0.0022721290588378906,64,0.00037092335134669696,True
1,1,0.013237953186035156,128,7.103373811734315e-05,True
2,1,0.03217673301696777,256,6.623643685554903e-05,True
3,1,0.09123468399047852,512,2.7590151543632757e-05,True
4,1,0.27841782569885254,1024,3.0255169310544616e-05,True
5,1,0.4773139953613281,2048,2.672165469985721e-05,True
6,1,0.00025010108947753906,4096,2.5785068650030496e-05,True
7,1,0.00029206275939941406,4096,2.5785068650030496e-05,True
0,4,0.002894878387451172,128,0.00026660540483236517,True
1,4,0.0052242279052734375,256,0.00012670382624446752,True
2,4,0.029719114303588867,512,5.382646193230478e-05,True
3,4,0.06035900115966797,1024,3.0782285041608404e-05,True
4,4,0.1357741355895996,2048,3.2677367783451317e-05,True
5,4,0.00026488304138183594,4096,2.5785068650030496e-05,True
6,4,0.0002918243408203125,4096,2.5785068650030496e-05,True
7,4,0.00029587745666503906,4096,2.5785068650030496e-05,True
0,16,0.00179290771484375,256,0.00018599175913536214,True
1,16,0.007469892501831055,512,8.918512895395025e-05,True
2,16,0.010281085968017578,1024,4.101884168838943e-05,True
3,16,0.02810382843017578,2048,3.5901028036855465e-05,True
4,16,0.000247955322265625,4096,2.5785068650030496e-05,True
5,16,0.0002651214599609375,4096,2.5785068650030496e-05,True
6,16,0.0002620220184326172,4096,2.5785068650030496e-05,True
7,16,0.000293731689453125,4096,2.5785068650030496e-05,True
0,32,0.004127979278564453,512,0.00012027575272055557,True
1,32,0.01897716522216797,1024,4.6957991824525536e-05,True
2,32,0.023391008377075195,2048,1.4080363805124563e-05,True
3,32,0.061351776123046875,4096,3.1795461281625137e-06,True
4,32,0.0004470348358154297,8192,1.5220254487857687e-06,True
5,32,0.0005362033843994141,8192,1.5220254487857687e-06,True
6,32,0.00044226646423339844,8192,1.5220254487857687e-06,True
7,32,0.0005462169647216797,8192,1.5220254487857687e-06,True
0,64,0.0015010833740234375,512,0.0002477349352354441,True
1,64,0.002981901168823242,1024,6.373845763452124e-05,True
2,64,0.0050389766693115234,2048,3.632111625972989e-05,True
3,64,0.0008478164672851562,4096,2.5785068650030496e-05,True
4,64,0.0002880096435546875,4096,2.5785068650030496e-05,True
5,64,0.0002868175506591797,4096,2.5785068650030496e-05,True
6,64,0.0002658367156982422,4096,2.5785068650030496e-05,True
7,64,0.0002582073211669922,4096,2.5785068650030496e-05,True
0,128,0.0027980804443359375,1024,7.98596682125563e-05,True
1,128,0.017711877822875977,2048,1.9922074374845167e-05,True
2,128,0.015267133712768555,4096,3.6156071610005114e-06,True
3,128,0.0011911392211914062,8192,1.5220254487857687e-06,True
4,128,0.00045990943908691406,8192,1.5220254487857687e-06,True
5,128,0.0011827945709228516,8192,1.5220254487857687e-06,True
6,128,0.0003898143768310547,8192,1.5220254487857687e-06,True
7,128,0.00048279762268066406,8192,1.5220254487857687e-06,True
0,256,0.0012080669403076172,1024,0.000122827906185341,True
1,256,0.001708984375,2048,3.5574832967677494e-05,True
2,256,0.0002551078796386719,4096,2.5785068650030496e-05,True
3,256,0.0002791881561279297,4096,2.5785068650030496e-05,True
4,256,0.0002741813659667969,4096,2.5785068650030496e-05,True
5,256,0.00029397010803222656,4096,2.5785068650030496e-05,True
6,256,0.0002989768981933594,4096,2.5785068650030496e-05,True
7,256,0.00026798248291015625,4096,2.5785068650030496e-05,True
