method,repeat,num_bins,n,mmd,t,num_points_selected
compresspp_kt,16,1024,10000,0.006612275261897338,0.10134387016296387,64
compresspp_kt,17,1024,10000,0.00694634474284489,0.10136604309082031,64
compresspp_kt,18,1024,10000,0.006604450562948366,0.10138177871704102,64
compresspp_kt,19,1024,10000,0.006748189871631061,0.10198807716369629,64
compresspp_kt,20,1024,10000,0.006690481243509433,0.10141181945800781,64
compresspp_kt,21,1024,10000,0.006883233050976101,0.1013650894165039,64
compresspp_kt,22,1024,10000,0.006751018929903041,0.10173201560974121,64
compresspp_kt,23,1024,10000,0.006722370655224352,0.10211992263793945,64
compresspp_kt,24,1024,10000,0.006870393335879715,0.10190296173095703,64
compresspp_kt,25,1024,10000,0.0065832940333139245,0.10154581069946289,64
compresspp_kt,26,1024,10000,0.0068479571450042465,0.10160470008850098,64
compresspp_kt,27,1024,10000,0.006940524099680684,0.10216307640075684,64
compresspp_kt,28,1024,10000,0.006669458165518227,0.10144209861755371,64
compresspp_kt,29,1024,10000,0.006675332821351215,0.10149216651916504,64
compresspp_kt,30,1024,10000,0.006834438601296067,0.10184597969055176,64
compresspp_kt,31,1024,10000,0.006692402742274006,0.10233306884765625,64
compresspp_kt,32,1024,10000,0.006522513493811111,0.10238218307495117,64
compresspp_kt,0,4096,10000,0.006407678226088481,0.4715249538421631,64
compresspp_kt,1,4096,10000,0.006423998434544498,0.47315382957458496,64
compresspp_kt,2,4096,10000,0.006505162467426606,0.4767780303955078,64
compresspp_kt,3,4096,10000,0.006212692208999698,0.4885377883911133,64
compresspp_kt,4,4096,10000,0.006377229287944597,0.4633748531341553,64
compresspp_kt,5,4096,10000,0.0064834226686903695,0.4789760112762451,64
compresspp_kt,6,4096,10000,0.006482317146218247,0.477985143661499,64
compresspp_kt,7,4096,10000,0.006532951720886054,0.47597599029541016,64
compresspp_kt,8,4096,10000,0.0065389813395499985,0.48119568824768066,64
compresspp_kt,9,4096,10000,0.006482571479074495,0.47374892234802246,64
compresspp_kt,10,4096,10000,0.006307886519889061,0.47564697265625,64
compresspp_kt,11,4096,10000,0.00619340932022433,0.4613039493560791,64
compresspp_kt,12,4096,10000,0.0062303815167029375,0.47055482864379883,64
compresspp_kt,13,4096,10000,0.006604094590350357,0.481370210647583,64
compresspp_kt,14,4096,10000,0.0063974576328080235,0.4778292179107666,64
compresspp_kt,15,4096,10000,0.006527700143253767,0.4835479259490967,64
compresspp_kt,16,4096,10000,0.006523072943757369,0.5051910877227783,64
compresspp_kt,17,4096,10000,0.0064982080201555215,0.4814488887786865,64
compresspp_kt,18,4096,10000,0.006330357837066453,0.46349287033081055,64
compresspp_kt,19,4096,10000,0.006359574906631887,0.47790002822875977,64
compresspp_kt,20,4096,10000,0.006504522704361443,0.47995805740356445,64
compresspp_kt,21,4096,10000,0.00640644224412773,0.49539732933044434,64
compresspp_kt,22,4096,10000,0.006424069660805415,0.47276902198791504,64
compresspp_kt,23,4096,10000,0.006378242356966657,0.48879075050354004,64
compresspp_kt,24,4096,10000,0.006417738769579989,0.4709901809692383,64
compresspp_kt,25,4096,10000,0.006447217999042465,0.4676039218902588,64
compresspp_kt,26,4096,10000,0.006377105486138401,0.47755908966064453,64
compresspp_kt,27,4096,10000,0.006325237601959882,0.4837770462036133,64
compresspp_kt,28,4096,10000,0.006316084623514684,0.4827561378479004,64
compresspp_kt,29,4096,10000,0.006373548492358161,0.4781651496887207,64
compresspp_kt,30,4096,10000,0.00632847400116171,0.47741222381591797,64
compresspp_kt,31,4096,10000,0.006457308341300816,0.47314882278442383,64
compresspp_kt,32,4096,10000,0.0065306878186258965,0.48369598388671875,64
compress_kt,0,2,10000,0.004276148267676555,0.004884004592895508,128
compress_kt,1,2,10000,0.004565729205857405,0.004858970642089844,128
compress_kt,2,2,10000,0.004595454037112839,0.004805803298950195,128
compress_kt,3,2,10000,0.0045209155746761265,0.0047760009765625,128
compress_kt,4,2,10000,0.004648940200931567,0.0049021244049072266,128
compress_kt,5,2,10000,0.004137714002749621,0.004761219024658203,128
compress_kt,6,2,10000,0.004406159901653828,0.0048062801361083984,128
compress_kt,7,2,10000,0.0044105234467818055,0.0048542022705078125,128
compress_kt,8,2,10000,0.004669501196592263,0.0047760009765625,128
compress_kt,9,2,10000,0.0045444427716797575,0.004858255386352539,128
compress_kt,10,2,10000,0.004683874355992518,0.0048601627349853516,128
compress_kt,11,2,10000,0.004377426527914535,0.004754066467285156,128
compress_kt,12,2,10000,0.0043482633814447,0.004858255386352539,128
compress_kt,13,2,10000,0.004627388053485448,0.0048830509185791016,128
compress_kt,14,2,10000,0.004652735190210033,0.004893779754638672,128
compress_kt,15,2,10000,0.004348387608547222,0.004803180694580078,128
compress_kt,16,2,10000,0.004548818872293026,0.004829883575439453,128
compress_kt,17,2,10000,0.004699391500638306,0.004887104034423828,128
compress_kt,18,2,10000,0.004386296617941182,0.004815101623535156,128
compress_kt,19,2,10000,0.0046950468634517906,0.005197048187255859,128
compress_kt,20,2,10000,0.004697505259780743,0.0047800540924072266,128
compress_kt,21,2,10000,0.00467057683649566,0.0048828125,128
compress_kt,22,2,10000,0.004718508377628328,0.00477910041809082,128
compress_kt,23,2,10000,0.004400887164881323,0.00478816032409668,128
compress_kt,24,2,10000,0.004294521413029634,0.004923820495605469,128
compress_kt,25,2,10000,0.0046391645037261175,0.0047757625579833984,128
compress_kt,26,2,10000,0.004518852179797583,0.0048139095306396484,128
compress_kt,27,2,10000,0.004820548869212293,0.004883289337158203,128
compress_kt,28,2,10000,0.004599645020488319,0.004909992218017578,128
compress_kt,29,2,10000,0.004336005553263966,0.0047948360443115234,128
compress_kt,30,2,10000,0.004569173107799779,0.004804849624633789,128
compress_kt,31,2,10000,0.004636686365386999,0.004768848419189453,128
compress_kt,32,2,10000,0.004732062437472567,0.00480198860168457,128
compress_kt,0,3,10000,0.0065332982131833806,0.0017139911651611328,96
compress_kt,1,3,10000,0.006855054567031393,0.0018150806427001953,96
compress_kt,2,3,10000,0.007089932070629634,0.0017971992492675781,96
compress_kt,3,3,10000,0.006570624737264552,0.0018110275268554688,96
compress_kt,4,3,10000,0.006594402382606307,0.0018222332000732422,96
compress_kt,5,3,10000,0.00747059298819816,0.0017879009246826172,96
compress_kt,6,3,10000,0.006469364045235876,0.0017898082733154297,96
compress_kt,7,3,10000,0.00698959921850939,0.00179290771484375,96
compress_kt,8,3,10000,0.006715455431679673,0.0017828941345214844,96
compress_kt,9,3,10000,0.007106475325041994,0.0017960071563720703,96
compress_kt,10,3,10000,0.006596018710857826,0.001790761947631836,96
compress_kt,11,3,10000,0.0065024794269669395,0.0018088817596435547,96
compress_kt,12,3,10000,0.00717311777011409,0.0018329620361328125,96
compress_kt,13,3,10000,0.00696804179565047,0.0018019676208496094,96
compress_kt,14,3,10000,0.0066528242914696,0.001708984375,96
compress_kt,15,3,10000,0.006617927616968888,0.0017969608306884766,96
compress_kt,16,3,10000,0.006454586865506068,0.001795053482055664,96
compress_kt,17,3,10000,0.007416664856048943,0.0018069744110107422,96
compress_kt,18,3,10000,0.006884935228716416,0.0018050670623779297,96
compress_kt,19,3,10000,0.006679065382488081,0.0018088817596435547,96
compress_kt,20,3,10000,0.006786630164664659,0.0018050670623779297,96
compress_kt,21,3,10000,0.006752379517054902,0.0018177032470703125,96
compress_kt,22,3,10000,0.007367880290742784,0.0017199516296386719,96
compress_kt,23,3,10000,0.0074638981987384945,0.0017998218536376953,96
compress_kt,24,3,10000,0.006832375691563891,0.0018091201782226562,96
compress_kt,25,3,10000,0.006539964546274674,0.0018019676208496094,96
compress_kt,26,3,10000,0.007436048599733486,0.001798868179321289,96
compress_kt,27,3,10000,0.0067569867740444045,0.001795053482055664,96
compress_kt,28,3,10000,0.006556456443083614,0.0017788410186767578,96
compress_kt,29,3,10000,0.006653684895342682,0.0017998218536376953,96
compress_kt,30,3,10000,0.007164358805379606,0.0017910003662109375,96
compress_kt,31,3,10000,0.006620899042831974,0.001790761947631836,96
compress_kt,32,3,10000,0.0069294175239409395,0.0017762184143066406,96
compress_kt,0,4,10000,0.005413943454719405,0.002249002456665039,128
compress_kt,1,4,10000,0.005397372597461175,0.0021970272064208984,128
compress_kt,2,4,10000,0.004725058369705215,0.002187967300415039,128
compress_kt,3,4,10000,0.004819027871716536,0.002178192138671875,128
compress_kt,4,4,10000,0.0047848830224618555,0.0022237300872802734,128
compress_kt,5,4,10000,0.005304071404538951,0.0021848678588867188,128
compress_kt,6,4,10000,0.004758812518268402,0.002226114273071289,128
compress_kt,7,4,10000,0.005492678286388497,0.0021860599517822266,128
compress_kt,8,4,10000,0.005258616826860435,0.002195119857788086,128
compress_kt,9,4,10000,0.0050620663677631295,0.0021741390228271484,128
compress_kt,10,4,10000,0.004772344634315445,0.002258777618408203,128
compress_kt,11,4,10000,0.004613688309884484,0.0022051334381103516,128
compress_kt,12,4,10000,0.005279707621787144,0.0021979808807373047,128
compress_kt,13,4,10000,0.00508909140931596,0.0021882057189941406,128
compress_kt,14,4,10000,0.005062588351714303,0.002187967300415039,128
compress_kt,15,4,10000,0.005201160085579942,0.002187013626098633,128
compress_kt,16,4,10000,0.005086444529981637,0.0021829605102539062,128
compress_kt,17,4,10000,0.0054393983704442705,0.0022430419921875,128
compress_kt,18,4,10000,0.004994179072807303,0.0022280216217041016,128
compress_kt,19,4,10000,0.005344984150535387,0.002185821533203125,128
compress_kt,20,4,10000,0.00517482322042262,0.0021970272064208984,128
compress_kt,21,4,10000,0.0051755836484621565,0.002226114273071289,128
compress_kt,22,4,10000,0.00540905290065119,0.0021910667419433594,128
compress_kt,23,4,10000,0.0050078574373637885,0.0021839141845703125,128
compress_kt,24,4,10000,0.005217633304543612,0.002192974090576172,128
compress_kt,25,4,10000,0.005535541287220419,0.002195119857788086,128
compress_kt,26,4,10000,0.005234465638731617,0.002196073532104492,128
compress_kt,27,4,10000,0.005031845317133327,0.002190828323364258,128
compress_kt,28,4,10000,0.00538121086605986,0.002174854278564453,128
compress_kt,29,4,10000,0.004843717117881535,0.002187967300415039,128
compress_kt,30,4,10000,0.005212411699957065,0.0022110939025878906,128
compress_kt,31,4,10000,0.005187192602946977,0.002187013626098633,128
compress_kt,32,4,10000,0.004851590521780524,0.002209186553955078,128
compress_kt,0,7,10000,0.002767430546662536,0.003654003143310547,224
compress_kt,1,7,10000,0.0028273515320221265,0.003654956817626953,224
compress_kt,2,7,10000,0.0027430494637668,0.003767251968383789,224
compress_kt,3,7,10000,0.003048001338134515,0.0036318302154541016,224
compress_kt,4,7,10000,0.002847953234972861,0.0036439895629882812,224
compress_kt,5,7,10000,0.0028168920614210224,0.003648042678833008,224
compress_kt,6,7,10000,0.0027517502761355006,0.0036258697509765625,224
compress_kt,7,7,10000,0.002876565264946618,0.0036368370056152344,224
compress_kt,8,7,10000,0.0028370145786665857,0.003762960433959961,224
compress_kt,9,7,10000,0.0027998418165586514,0.0037407875061035156,224
compress_kt,10,7,10000,0.0028147306427850904,0.003607034683227539,224
compress_kt,11,7,10000,0.0029059625237778386,0.0036809444427490234,224
compress_kt,12,7,10000,0.0026802154552065527,0.004044055938720703,224
compress_kt,13,7,10000,0.0029040783102830536,0.0036590099334716797,224
compress_kt,14,7,10000,0.0028107139521782454,0.003609895706176758,224
compress_kt,15,7,10000,0.0027141728508146,0.003749847412109375,224
compress_kt,16,7,10000,0.0028944476968309485,0.0036401748657226562,224
compress_kt,17,7,10000,0.002666690470805061,0.003648996353149414,224
compress_kt,18,7,10000,0.0028164886493687313,0.003744840621948242,224
compress_kt,19,7,10000,0.002905667907695586,0.003621816635131836,224
compress_kt,20,7,10000,0.0025944481949169984,0.003737926483154297,224
compress_kt,21,7,10000,0.0028625500539394,0.003632068634033203,224
compress_kt,22,7,10000,0.0030706216280952103,0.0037631988525390625,224
compress_kt,23,7,10000,0.0029181853036871763,0.0036530494689941406,224
compress_kt,24,7,10000,0.0030141037688055927,0.0036139488220214844,224
compress_kt,25,7,10000,0.0031041757414038973,0.003670930862426758,224
compress_kt,26,7,10000,0.002901646655380896,0.0037412643432617188,224
compress_kt,27,7,10000,0.0030175701427170576,0.0036530494689941406,224
compress_kt,28,7,10000,0.0030251002531051785,0.003724813461303711,224
compress_kt,29,7,10000,0.0027958937771392356,0.003654956817626953,224
compress_kt,30,7,10000,0.0028799931904347764,0.0036618709564208984,224
compress_kt,31,7,10000,0.002774736704545644,0.003621816635131836,224
compress_kt,32,7,10000,0.0025816279503605988,0.0037610530853271484,224
compress_kt,0,10,10000,0.004226480827134976,0.0012390613555908203,160
compress_kt,1,10,10000,0.004669139999940591,0.0012440681457519531,160
compress_kt,2,10,10000,0.0042017383304373546,0.0012590885162353516,160
compress_kt,3,10,10000,0.004333521742390295,0.0012502670288085938,160
compress_kt,4,10,10000,0.004466815504026167,0.0012600421905517578,160
compress_kt,5,10,10000,0.004691052855715527,0.0012562274932861328,160
compress_kt,6,10,10000,0.004386224639064185,0.001293182373046875,160
compress_kt,7,10,10000,0.004426286231165144,0.0012650489807128906,160
compress_kt,8,10,10000,0.004763820376254502,0.0012581348419189453,160
compress_kt,9,10,10000,0.004219058619706145,0.0012478828430175781,160
compress_kt,10,10,10000,0.004193989330330383,0.0012469291687011719,160
compress_kt,11,10,10000,0.004296763576549012,0.0012431144714355469,160
compress_kt,12,10,10000,0.004905351803443619,0.0012729167938232422,160
compress_kt,13,10,10000,0.004474714249173339,0.001245737075805664,160
compress_kt,14,10,10000,0.004652491130169439,0.001257181167602539,160
compress_kt,15,10,10000,0.004146266313187541,0.0012428760528564453,160
compress_kt,16,10,10000,0.004434277356675204,0.0012729167938232422,160
compress_kt,17,10,10000,0.00471323587424613,0.0012459754943847656,160
compress_kt,18,10,10000,0.004386676021315344,0.0012359619140625,160
compress_kt,19,10,10000,0.004655915284473983,0.0012438297271728516,160
compress_kt,20,10,10000,0.004911977062247719,0.0012369155883789062,160
compress_kt,21,10,10000,0.004407328480412781,0.0012500286102294922,160
compress_kt,22,10,10000,0.004535979882948266,0.0012409687042236328,160
compress_kt,23,10,10000,0.004231117917035621,0.0012409687042236328,160
compress_kt,24,10,10000,0.004614598629445854,0.0012540817260742188,160
compress_kt,25,10,10000,0.0043603321989241495,0.001239776611328125,160
compress_kt,26,10,10000,0.004118759053976545,0.0012629032135009766,160
compress_kt,27,10,10000,0.0045370040487800745,0.0012412071228027344,160
compress_kt,28,10,10000,0.005055951786108542,0.0012280941009521484,160
compress_kt,29,10,10000,0.004301013274639359,0.0012202262878417969,160
compress_kt,30,10,10000,0.004546031200063111,0.0012407302856445312,160
compress_kt,31,10,10000,0.004371931483197922,0.0012660026550292969,160
compress_kt,32,10,10000,0.004515807807287081,0.0012249946594238281,160
compress_kt,0,16,10000,0.002776547839273502,0.0018811225891113281,256
compress_kt,1,16,10000,0.0027991331364177474,0.0018627643585205078,256
compress_kt,2,16,10000,0.0026740183016671915,0.0018758773803710938,256
compress_kt,3,16,10000,0.0026778173561941288,0.00189208984375,256
compress_kt,4,16,10000,0.0028201199828637447,0.001898050308227539,256
compress_kt,5,16,10000,0.002777402251540051,0.001867055892944336,256
compress_kt,6,16,10000,0.0029280387254506934,0.001894235610961914,256
compress_kt,7,16,10000,0.0027763875106720237,0.0019199848175048828,256
compress_kt,8,16,10000,0.0026312531876167833,0.001867055892944336,256
compress_kt,9,16,10000,0.0026490025294476083,0.0018689632415771484,256
compress_kt,10,16,10000,0.0027581691189002,0.0018699169158935547,256
compress_kt,11,16,10000,0.0027290149191845636,0.0019199848175048828,256
compress_kt,12,16,10000,0.0031190244760474772,0.0018711090087890625,256
compress_kt,13,16,10000,0.0028276139774668085,0.0019061565399169922,256
compress_kt,14,16,10000,0.002612445346486747,0.0018930435180664062,256
compress_kt,15,16,10000,0.002839176262165899,0.0021729469299316406,256
compress_kt,16,16,10000,0.0025506951396576105,0.0018949508666992188,256
compress_kt,17,16,10000,0.0030676726452691094,0.0019142627716064453,256
compress_kt,18,16,10000,0.002668940639722339,0.0018889904022216797,256
compress_kt,19,16,10000,0.002844017467968807,0.0019681453704833984,256
compress_kt,20,16,10000,0.0026012505066064784,0.0018613338470458984,256
compress_kt,21,16,10000,0.002859814896906898,0.0018649101257324219,256
compress_kt,22,16,10000,0.0027449597209504017,0.001909017562866211,256
compress_kt,23,16,10000,0.0027565426828336514,0.001936197280883789,256
compress_kt,24,16,10000,0.0027414678320604458,0.0018649101257324219,256
compress_kt,25,16,10000,0.0028142259556431515,0.0019240379333496094,256
compress_kt,26,16,10000,0.003075066880979166,0.00186920166015625,256
compress_kt,27,16,10000,0.0026288466077071804,0.001911163330078125,256
compress_kt,28,16,10000,0.0027136312603392443,0.001912832260131836,256
compress_kt,29,16,10000,0.0027599809071813808,0.001867055892944336,256
compress_kt,30,16,10000,0.002760414224099339,0.0019330978393554688,256
compress_kt,31,16,10000,0.002938348526327489,0.0018649101257324219,256
compress_kt,32,16,10000,0.0026884941463211076,0.001875162124633789,256
compress_kt,0,25,10000,0.0016654545705363788,0.0027618408203125,400
compress_kt,1,25,10000,0.0016955537209812355,0.0027549266815185547,400
compress_kt,2,25,10000,0.0016903460701093442,0.002792835235595703,400
compress_kt,3,25,10000,0.0019068792359126785,0.0027840137481689453,400
compress_kt,4,25,10000,0.0017780225652759274,0.0029659271240234375,400
