g,num_bins,execution_time_sec,compressed_size,mmd_score,success
0,1,0.02878284454345703,128,0.004562630376423123,True
1,1,0.15283775329589844,256,0.0018345135656083564,True
2,1,0.3628699779510498,512,0.0007611116004612173,True
3,1,1.046861171722412,1024,0.00030643327334072684,True
4,1,2.842724084854126,2048,0.00012080791807628048,True
5,1,7.691104173660278,4096,4.626289782708355e-05,True
6,1,18.141484022140503,8192,1.870565953743762e-05,True
7,1,0.0030028820037841797,16384,1.0359176517845195e-05,True
0,4,0.027909040451049805,256,0.0029415028064724083,True
1,4,0.0839848518371582,512,0.0010735427205230928,True
2,4,0.24983000755310059,1024,0.0004042374234362288,True
3,4,0.6883468627929688,2048,0.0001693988738013779,True
4,4,1.857093095779419,4096,6.422524854454888e-05,True
5,4,3.84909725189209,8192,2.410621828824802e-05,True
6,4,0.002901792526245117,16384,1.0359176517845195e-05,True
7,4,0.003673076629638672,16384,1.0359176517845195e-05,True
0,16,0.021091938018798828,512,0.0014970602691090733,True
1,16,0.0803232192993164,1024,0.0006915134771132442,True
2,16,0.1967637538909912,2048,0.00023703030219452727,True
3,16,0.472423791885376,4096,8.920142053201602e-05,True
4,16,0.9238789081573486,8192,3.084409202089994e-05,True
5,16,0.0030252933502197266,16384,1.0359176517845195e-05,True
6,16,0.003314971923828125,16384,1.0359176517845195e-05,True
7,16,0.003019094467163086,16384,1.0359176517845195e-05,True
0,32,0.009773015975952148,512,0.0018588438122460176,True
1,32,0.03613090515136719,1024,0.0007171721950391362,True
2,32,0.0735929012298584,2048,0.0002926004851495929,True
3,32,0.13537287712097168,4096,0.00011738797144671131,True
4,32,0.002354860305786133,8192,6.338373658258158e-05,True
5,32,0.002418041229248047,8192,6.338373658258158e-05,True
6,32,0.0024042129516601562,8192,6.338373658258158e-05,True
7,32,0.0028760433197021484,8192,6.338373658258158e-05,True
0,64,0.01822209358215332,1024,0.0007293795810992942,True
1,64,0.05973005294799805,2048,0.00031318915682648774,True
2,64,0.1332380771636963,4096,0.00012049855827957201,True
3,64,0.23739171028137207,8192,3.7538800723288177e-05,True
4,64,0.0031671524047851562,16384,1.0359176517845195e-05,True
5,64,0.0044629573822021484,16384,1.0359176517845195e-05,True
6,64,0.0031082630157470703,16384,1.0359176517845195e-05,True
7,64,0.0032100677490234375,16384,1.0359176517845195e-05,True
0,128,0.00809168815612793,1024,0.0009293928635943638,True
1,128,0.022296905517578125,2048,0.0004092494814067465,True
2,128,0.03769707679748535,4096,0.00015556077420717136,True
3,128,0.002641916275024414,8192,6.338373658258158e-05,True
4,128,0.0024750232696533203,8192,6.338373658258158e-05,True
5,128,0.0024950504302978516,8192,6.338373658258158e-05,True
6,128,0.002521038055419922,8192,6.338373658258158e-05,True
7,128,0.002496957778930664,8192,6.338373658258158e-05,True
0,256,0.01464390754699707,2048,0.00035632410703341326,True
1,256,0.03858685493469238,4096,0.00018224665888866114,True
2,256,0.06404399871826172,8192,5.095777248716529e-05,True
3,256,0.0032520294189453125,16384,1.0359176517845195e-05,True
4,256,0.0030808448791503906,16384,1.0359176517845195e-05,True
5,256,0.003244161605834961,16384,1.0359176517845195e-05,True
6,256,0.003507852554321289,16384,1.0359176517845195e-05,True
7,256,0.0031919479370117188,16384,1.0359176517845195e-05,True
