g,num_bins,execution_time_sec,compressed_size,mmd_score,success
0,1,0.0006241798400878906,16,0.056103332546595205,True
1,1,0.0008718967437744141,32,0.024827325136734496,True
2,1,0.0018029212951660156,64,0.01026392659433176,True
3,1,0.005658864974975586,128,0.005705301139397269,True
4,1,0.0001621246337890625,256,0.0028321220521164148,True
5,1,0.00027823448181152344,256,0.0028321220521164148,True
6,1,0.00021409988403320312,256,0.0028321220521164148,True
7,1,0.00023984909057617188,256,0.0028321220521164148,True
0,4,0.0004622936248779297,32,0.028512637756692508,True
1,4,0.0008950233459472656,64,0.011851346573990866,True
2,4,0.000990152359008789,128,0.005849045573709881,True
3,4,0.0004138946533203125,256,0.0028321220521164148,True
4,4,0.00036716461181640625,256,0.0028321220521164148,True
5,4,0.0007998943328857422,256,0.0028321220521164148,True
6,4,0.00028705596923828125,256,0.0028321220521164148,True
7,4,0.0007238388061523438,256,0.0028321220521164148,True
0,16,0.0006158351898193359,64,0.014753181634296442,True
1,16,0.0004527568817138672,128,0.006104802281900447,True
2,16,0.0004258155822753906,256,0.0028321220521164148,True
3,16,0.00026535987854003906,256,0.0028321220521164148,True
4,16,0.0005433559417724609,256,0.0028321220521164148,True
5,16,0.0002238750457763672,256,0.0028321220521164148,True
6,16,0.00036978721618652344,256,0.0028321220521164148,True
7,16,0.0015408992767333984,256,0.0028321220521164148,True
0,32,0.0005941390991210938,128,0.005993487941599257,True
1,32,0.0009028911590576172,256,0.0026190709093274547,True
2,32,0.0010569095611572266,512,0.000912306785710127,True
3,32,0.00042891502380371094,512,0.000912306785710127,True
4,32,0.0009410381317138672,512,0.000912306785710127,True
5,32,0.00031304359436035156,512,0.000912306785710127,True
6,32,0.00031113624572753906,512,0.000912306785710127,True
7,32,0.00030994415283203125,512,0.000912306785710127,True
0,64,0.0006110668182373047,128,0.006410317966227824,True
1,64,0.00022912025451660156,256,0.0028321220521164148,True
2,64,0.0002677440643310547,256,0.0028321220521164148,True
3,64,0.00039196014404296875,256,0.0028321220521164148,True
4,64,0.00034999847412109375,256,0.0028321220521164148,True
5,64,0.0003819465637207031,256,0.0028321220521164148,True
6,64,0.0006647109985351562,256,0.0028321220521164148,True
7,64,0.0004601478576660156,256,0.0028321220521164148,True
0,128,0.0005671977996826172,256,0.002722987999988758,True
1,128,0.0004050731658935547,512,0.000912306785710127,True
2,128,0.0002338886260986328,512,0.000912306785710127,True
3,128,0.00045609474182128906,512,0.000912306785710127,True
4,128,0.0006220340728759766,512,0.000912306785710127,True
5,128,0.0003261566162109375,512,0.000912306785710127,True
6,128,0.00032901763916015625,512,0.000912306785710127,True
7,128,0.0008947849273681641,512,0.000912306785710127,True
0,256,0.0001728534698486328,256,0.0028321220521164148,True
1,256,0.0005190372467041016,256,0.0028321220521164148,True
2,256,0.00022792816162109375,256,0.0028321220521164148,True
3,256,0.00026607513427734375,256,0.0028321220521164148,True
4,256,0.0002620220184326172,256,0.0028321220521164148,True
5,256,0.00038123130798339844,256,0.0028321220521164148,True
6,256,0.0004630088806152344,256,0.0028321220521164148,True
7,256,0.00045609474182128906,256,0.0028321220521164148,True
