g,num_bins,execution_time_sec,compressed_size,mmd_score,success
0,1,0.004640102386474609,16,0.06079779125112535,True
1,1,0.013581037521362305,32,0.025989946478425896,True
2,1,0.03862500190734863,64,0.010595703871556264,True
3,1,0.07187795639038086,128,0.005229025630896247,True
4,1,0.001728057861328125,256,0.0031851920326041658,True
5,1,0.0007691383361816406,256,0.0031851920326041658,True
6,1,0.0010249614715576172,256,0.0031851920326041658,True
7,1,0.0010180473327636719,256,0.0031851920326041658,True
0,4,0.0036962032318115234,32,0.027174164833986506,True
1,4,0.01053619384765625,64,0.014198576271567257,True
2,4,0.021420001983642578,128,0.005790758614218388,True
3,4,0.0008671283721923828,256,0.0031851920326041658,True
4,4,0.0011970996856689453,256,0.0031851920326041658,True
5,4,0.0009720325469970703,256,0.0031851920326041658,True
6,4,0.0007841587066650391,256,0.0031851920326041658,True
7,4,0.000782012939453125,256,0.0031851920326041658,True
0,16,0.0027818679809570312,64,0.017159842599180034,True
1,16,0.0053119659423828125,128,0.007493986602411594,True
2,16,0.0007879734039306641,256,0.0031851920326041658,True
3,16,0.0011529922485351562,256,0.0031851920326041658,True
4,16,0.0008921623229980469,256,0.0031851920326041658,True
5,16,0.0017809867858886719,256,0.0031851920326041658,True
6,16,0.0007331371307373047,256,0.0031851920326041658,True
7,16,0.002087831497192383,256,0.0031851920326041658,True
0,32,0.005426168441772461,128,0.007203689855586384,True
1,32,0.009260892868041992,256,0.0031199246245818338,True
2,32,0.0023298263549804688,512,0.0008818202356279566,True
3,32,0.002975940704345703,512,0.0008818202356279566,True
4,32,0.0012061595916748047,512,0.0008818202356279566,True
5,32,0.0013051033020019531,512,0.0008818202356279566,True
6,32,0.0016329288482666016,512,0.0008818202356279566,True
7,32,0.002065896987915039,512,0.0008818202356279566,True
0,64,0.001981973648071289,128,0.007365277556502169,True
1,64,0.0007131099700927734,256,0.0031851920326041658,True
2,64,0.0010590553283691406,256,0.0031851920326041658,True
3,64,0.001773834228515625,256,0.0031851920326041658,True
4,64,0.0007390975952148438,256,0.0031851920326041658,True
5,64,0.004129886627197266,256,0.0031851920326041658,True
6,64,0.0007779598236083984,256,0.0031851920326041658,True
7,64,0.0008690357208251953,256,0.0031851920326041658,True
0,128,0.0038499832153320312,256,0.0027605675745460325,True
1,128,0.0011260509490966797,512,0.0008818202356279566,True
2,128,0.0019011497497558594,512,0.0008818202356279566,True
3,128,0.001386880874633789,512,0.0008818202356279566,True
4,128,0.0033669471740722656,512,0.0008818202356279566,True
5,128,0.0012753009796142578,512,0.0008818202356279566,True
6,128,0.001306772232055664,512,0.0008818202356279566,True
7,128,0.0026311874389648438,512,0.0008818202356279566,True
0,256,0.0010542869567871094,256,0.0031851920326041658,True
1,256,0.0008699893951416016,256,0.0031851920326041658,True
2,256,0.0007190704345703125,256,0.0031851920326041658,True
3,256,0.0009741783142089844,256,0.0031851920326041658,True
4,256,0.0010743141174316406,256,0.0031851920326041658,True
5,256,0.0009930133819580078,256,0.0031851920326041658,True
6,256,0.0009989738464355469,256,0.0031851920326041658,True
7,256,0.0007951259613037109,256,0.0031851920326041658,True
