dataset,size,model,explainer,strategy,compression_time_arfpy_Not needed,compression_time_iid_Not needed,compression_time_kernel_thinning_gaussian,compression_time_kernel_thinning_inverse_multiquadric,compression_time_kernel_thinning_matern,compression_time_kernel_thinning_predictions,compression_time_kernel_thinning_sobolev,compression_time_kernel_thinning_stratified,compression_time_stein_thinning_Not needed,explanation_time_arfpy_Not needed,explanation_time_iid_Not needed,explanation_time_kernel_thinning_gaussian,explanation_time_kernel_thinning_inverse_multiquadric,explanation_time_kernel_thinning_matern,explanation_time_kernel_thinning_predictions,explanation_time_kernel_thinning_sobolev,explanation_time_kernel_thinning_stratified,explanation_time_stein_thinning_Not needed,mae_arfpy_Not needed,mae_iid_Not needed,mae_kernel_thinning_gaussian,mae_kernel_thinning_inverse_multiquadric,mae_kernel_thinning_matern,mae_kernel_thinning_predictions,mae_kernel_thinning_sobolev,mae_kernel_thinning_stratified,mae_stein_thinning_Not needed,mmd_arfpy_Not needed,mmd_iid_Not needed,mmd_kernel_thinning_gaussian,mmd_kernel_thinning_inverse_multiquadric,mmd_kernel_thinning_matern,mmd_kernel_thinning_predictions,mmd_kernel_thinning_sobolev,mmd_kernel_thinning_stratified,mmd_stein_thinning_Not needed,top_k_arfpy_Not needed,top_k_iid_Not needed,top_k_kernel_thinning_gaussian,top_k_kernel_thinning_inverse_multiquadric,top_k_kernel_thinning_matern,top_k_kernel_thinning_predictions,top_k_kernel_thinning_sobolev,top_k_kernel_thinning_stratified,top_k_stein_thinning_Not needed
churn,10,nn,sage,permutation,,,,,,,,0.001805543899536,,,,,,,,,2.229372239112854,,,,,,,,,0.0018573520101604,,,,,,,,,0.0511468212009536,,,,,,,,,1.0,
churn,10,nn,shap,kernel,,,,,,,,0.0020633220672606,,,,,,,,,85.81125376224517,,,,,,,,,0.0084399123594711,,,,,,,,,0.0511468212009536,,,,,,,,,0.767504,
churn,10,nn,shapiq,kernel,,,,,,,,0.0018696069717406,,,,,,,,,675.8216735839844,,,,,,,,,0.0027317758078431,,,,,,,,,0.0511468212009536,,,,,,,,,0.494288,
churn,10,xgb,sage,permutation,,,,,,,,0.0018168210983275,,,,,,,,,5.379440593719482,,,,,,,,,0.0045196352915501,,,,,,,,,0.0482829126921309,,,,,,,,,0.86,
churn,10,xgb,shap,kernel,,,,,,,,0.0022449254989623,,,,,,,,,145.3329235315323,,,,,,,,,0.0091738038782307,,,,,,,,,0.0482829126921309,,,,,,,,,0.7250399999999999,
churn,10,xgb,shapiq,kernel,,,,,,,,0.0028080224990844,,,,,,,,,807.5743872404098,,,,,,,,,0.0014627675300836,,,,,,,,,0.0482829126921309,,,,,,,,,0.432272,
churn,16,nn,sage,permutation,28.23008224964142,0.0003062486648559,0.0136152744293212,0.0106178760528564,0.0144335985183715,0.0106059789657592,0.0522402763366698,,0.0126571655273436,2.8289023876190185,6.832608103752136,6.893518424034118,6.287199187278747,6.440907645225525,5.588877868652344,1.679100513458252,,5.805026626586914,0.0038728733599093,0.0031168617737216,0.004321027503981,0.0024872276221378,0.004481145138983,0.0043628769692283,0.0332443814511063,,0.0038201975410545,0.0570130550225718,0.0471547919811297,0.0252871644366651,0.0233293360398197,0.023354677465429,0.0252871644366651,0.9726441804930004,,0.1080751488866127,1.0,0.94,1.0,1.0,1.0,1.0,0.8,,0.8
churn,16,nn,shap,kernel,27.11246452331543,0.000281262397766,0.0120110750198363,0.0107775449752807,0.0152158737182616,0.0109937191009521,0.0532883644104003,,0.0176031827926635,104.15885500907898,152.04593172073365,151.2254753112793,148.93596506118774,149.01837401390077,103.73841733932495,142.86078255176545,,143.2701979160309,0.0106462008881692,0.0083218592678623,0.0058619265520292,0.0049388914863808,0.0057701591457129,0.0058580661510374,0.0189827857340827,,0.0103623093038078,0.0570130550225718,0.0471547919811297,0.0252871644366651,0.0233293360398197,0.023354677465429,0.0252871644366651,0.9726441804930004,,0.1080751488866127,0.7265119999999999,0.7397279999999999,0.7509599999999998,0.8152959999999998,0.7532639999999999,0.7518719999999999,0.4133759999999999,,0.6874239999999999
churn,16,nn,shapiq,kernel,27.918393683433532,0.0001900911331176,0.0121747493743896,0.0148105621337889,0.0171973705291747,0.0115669965744018,0.05764901638031,,0.0317630529403686,894.2456367731095,928.7051977872848,957.3997388839722,956.2987980604172,956.6308080911635,936.7555443763732,957.3367109537124,,836.3318678379059,0.0030494342681706,0.0023469292624375,0.0019795541302001,0.0021272401345666,0.001916322370002,0.0019786063333347,0.0055472503903488,,0.0029216173012088,0.0570130550225718,0.0471547919811297,0.0252871644366651,0.0233293360398197,0.023354677465429,0.0252871644366651,0.9726441804930004,,0.1080751488866127,0.397088,0.5365439999999999,0.617552,0.622464,0.629872,0.61832,0.1946879999999999,,0.445552
churn,16,xgb,sage,permutation,28.08108768463135,0.0014371395111083,0.0118303775787353,0.0131440877914428,0.0149914264678954,0.0113348722457885,0.055079960823059,,0.0341247081756591,9.808260512351987,6.320234251022339,5.086266136169433,5.459661650657654,4.734182381629944,4.9644369840621945,3.373516488075256,,4.334131717681885,0.0109575881865149,0.0078225826676888,0.0083436260183329,0.007498879574625,0.0087864020090063,0.0085577749369569,0.0530812557268476,,0.0055355301606207,0.0570130550225718,0.0471547919811297,0.0252871644366651,0.0233293360398197,0.023354677465429,0.0252871644366651,0.9726441804930004,,0.1080751488866127,0.8,0.9,0.86,0.8,0.94,0.86,0.6,,0.8
churn,16,xgb,shap,kernel,28.21611394882202,0.0001732349395751,0.0103683233261107,0.0093321561813354,0.0137322902679443,0.0132597446441649,0.0476020097732543,,0.0201239585876464,186.59242746829983,194.7613159894943,186.874222445488,187.53259892463683,187.344366979599,216.340469455719,186.8495952606201,,185.2365075826645,0.0094458178476467,0.0091248817977043,0.0063998640439679,0.0060718316871632,0.0066413628492425,0.0063960548004403,0.0157245455116485,,0.0112695238169362,0.0570130550225718,0.0471547919811297,0.0252871644366651,0.0233293360398197,0.023354677465429,0.0252871644366651,0.9726441804930004,,0.1080751488866127,0.6444799999999999,0.7104159999999999,0.6909919999999999,0.696944,0.6813279999999999,0.6904319999999999,0.332976,,0.698992
churn,16,xgb,shapiq,kernel,28.05083601474762,0.0001914978027343,0.0116312980651855,0.0128308057785033,0.0148292541503905,0.0125570535659789,0.0560487270355224,,0.0145388603210448,1107.2300615787506,1134.736771988869,1159.7072729349136,1157.308411026001,1157.2711597681046,1229.7022877931597,1156.7369490385056,,1045.326945185661,0.0014332974460684,0.0013135607047374,0.0013762454794801,0.0013893825924918,0.0013462538542072,0.0013767374008833,0.0027168570102547,,0.0019270005618304,0.0570130550225718,0.0471547919811297,0.0252871644366651,0.0233293360398197,0.023354677465429,0.0252871644366651,0.9726441804930004,,0.1080751488866127,0.403792,0.4694719999999999,0.456128,0.463744,0.4587519999999999,0.454416,0.171456,,0.371648
churn,20,nn,sage,permutation,,,,,,,,0.0017714262008666,,,,,,,,,5.029046487808228,,,,,,,,,0.0012422701872875,,,,,,,,,0.0226328698822389,,,,,,,,,1.0,
churn,20,nn,shap,kernel,,,,,,,,0.0017369508743285,,,,,,,,,130.07394881248473,,,,,,,,,0.0057824317064337,,,,,,,,,0.0226328698822389,,,,,,,,,0.8413919999999999,
churn,20,nn,shapiq,kernel,,,,,,,,0.0022148370742797,,,,,,,,,1007.9303099155426,,,,,,,,,0.0020639819624489,,,,,,,,,0.0226328698822389,,,,,,,,,0.595392,
churn,20,xgb,sage,permutation,,,,,,,,0.0021690845489501,,,,,,,,,7.494139623641968,,,,,,,,,0.0014726853988122,,,,,,,,,0.0231463135615464,,,,,,,,,0.94,
churn,20,xgb,shap,kernel,,,,,,,,0.0025776147842406,,,,,,,,,235.67526559829713,,,,,,,,,0.0067702159354889,,,,,,,,,0.0231463135615464,,,,,,,,,0.8267679999999998,
churn,20,xgb,shapiq,kernel,,,,,,,,0.0029292345046996,,,,,,,,,1270.089911675453,,,,,,,,,0.0012318885826087,,,,,,,,,0.0231463135615464,,,,,,,,,0.477952,
churn,32,nn,sage,permutation,25.44185061454773,0.0005983352661132,0.0141403913497924,0.0108525991439818,0.0254238843917846,0.0106205940246581,0.0533031940460204,,0.0273864984512328,4.628292965888977,14.525824737548827,13.493640398979188,13.473495745658877,12.604227805137636,10.992050790786744,2.522364854812622,,13.42255358695984,0.0025564847783007,0.0019631371176951,0.0007384682728506,0.0008545257506615,0.0009548238952727,0.0007830266797987,0.0617746678068113,,0.0043695364850322,0.0307244602782415,0.0225630694109811,0.0104969149212114,0.0108130846272239,0.0100870627366098,0.0107189397597038,0.9883084428355589,,0.0458912863631206,0.98,1.0,1.0,1.0,1.0,1.0,0.66,,0.8200000000000001
churn,32,nn,shap,kernel,24.466040825843812,0.0002600669860839,0.0148580789566039,0.0154174089431762,0.0148291587829589,0.0108489513397216,0.0535203456878661,,0.0231086015701293,165.5608200311661,270.05345966815946,265.1128812789917,264.1997496366501,265.9293101072311,174.38321759700776,247.7468406915665,,255.46421494483948,0.0081751599037857,0.0054599883606864,0.0031774501149319,0.0033091193568442,0.0033557439703919,0.0031559434922217,0.0316923032153299,,0.0073610666071659,0.0307244602782415,0.0225630694109811,0.0104969149212114,0.0108130846272239,0.0100870627366098,0.0107189397597038,0.9883084428355589,,0.0458912863631206,0.7752319999999999,0.8144959999999999,0.8827999999999999,0.884928,0.88256,0.8844,0.436816,,0.7389279999999999
churn,32,nn,shapiq,kernel,25.11534435749054,0.000209093093872,0.0127445220947265,0.015269374847412,0.0173374652862548,0.0114031314849852,0.0540320634841918,,0.0329469680786132,1423.3963664770126,1500.0705926656724,1542.9672588825226,1537.2035728693008,1542.8342532396316,1514.8629982233049,1541.9037910699844,,1350.3632514715196,0.0024253807001128,0.0018181130939568,0.001642174899951,0.0016425749544701,0.0016311844873773,0.0016717065820317,0.0076722258521402,,0.0020211586589562,0.0307244602782415,0.0225630694109811,0.0104969149212114,0.0108130846272239,0.0100870627366098,0.0107189397597038,0.9883084428355589,,0.0458912863631206,0.477904,0.643664,0.7030559999999999,0.6963199999999999,0.715136,0.687456,0.1708479999999999,,0.592208
churn,32,xgb,sage,permutation,25.357125449180604,0.0002279043197631,0.0145715951919555,0.0152443885803222,0.0177618265151977,0.0115181684494018,0.0592156410217284,,0.0390191078186034,14.40521137714386,11.968363666534424,12.45020158290863,13.383891177177428,14.869163107872009,13.579267168045044,4.5160455226898195,,9.049782347679136,0.0092951528438486,0.0061393546087804,0.0026175801570968,0.0023069232685317,0.00281859421648,0.0029381682674551,0.1362168369381015,,0.0066231658026503,0.0307244602782415,0.0225630694109811,0.0104969149212114,0.0108130846272239,0.0100870627366098,0.0103876670160766,0.9883084428355589,,0.0458912863631206,0.76,0.8800000000000001,0.98,0.94,0.98,0.98,0.6,,1.0
churn,32,xgb,shap,kernel,25.51083450317383,0.0002520322799682,0.0103400707244872,0.0099592685699462,0.0130447387695312,0.0132688522338866,0.0476016521453856,,0.0331740379333495,323.9925230741501,338.8526511192322,320.91470477581026,322.2018204689026,324.6856850862503,373.76091332435607,323.2593569517136,,320.25529425144197,0.0084430897821982,0.0059967286283903,0.0042746424027696,0.0039569403669683,0.0042917414402072,0.0040275669926976,0.0295550671481466,,0.0074613647377201,0.0307244602782415,0.0225630694109811,0.0104969149212114,0.0108130846272239,0.0100870627366098,0.0103876670160766,0.9883084428355589,,0.0458912863631206,0.6531199999999999,0.75128,0.8036159999999999,0.797792,0.79104,0.7990079999999999,0.399408,,0.713344
churn,32,xgb,shapiq,kernel,25.40224423408508,0.0002138853073119,0.0134745121002196,0.0138749361038207,0.0161543130874633,0.0122838735580443,0.0624116659164428,,0.0321218252182006,1872.2863203048703,1894.8602478027344,1959.105115509033,1950.031193971634,1947.72163271904,2080.1593202829363,1951.4414032459256,,1759.5635402679443,0.0012234844209461,0.0010787429535525,0.0010090794710422,0.0010383957646298,0.0010201827561352,0.0010191756263762,0.0036977105162232,,0.001281532950355,0.0307244602782415,0.0225630694109811,0.0104969149212114,0.0108130846272239,0.0100870627366098,0.0103876670160766,0.9883084428355589,,0.0458912863631206,0.4658559999999999,0.511312,0.550624,0.521936,0.539984,0.534096,0.1666399999999999,,0.444352
churn,40,nn,sage,permutation,,,,,,,,0.0017857789993285,,,,,,,,,10.0945951461792,,,,,,,,,0.0011581135692737,,,,,,,,,0.0123588604663746,,,,,,,,,1.0,
churn,40,nn,shap,kernel,,,,,,,,0.0021667003631591,,,,,,,,,225.8389274120331,,,,,,,,,0.0048587050119674,,,,,,,,,0.0123588604663746,,,,,,,,,0.874032,
churn,40,nn,shapiq,kernel,,,,,,,,0.0023056745529174,,,,,,,,,1669.3351215839386,,,,,,,,,0.0016844656087211,,,,,,,,,0.0123588604663746,,,,,,,,,0.6758719999999999,
churn,40,xgb,sage,permutation,,,,,,,,0.0021641969680785,,,,,,,,,12.321361088752749,,,,,,,,,0.0010231889787096,,,,,,,,,0.0117327690054912,,,,,,,,,0.98,
churn,40,xgb,shap,kernel,,,,,,,,0.0018228292465209,,,,,,,,,414.94657888412473,,,,,,,,,0.0057338897366592,,,,,,,,,0.0117327690054912,,,,,,,,,0.868336,
churn,40,xgb,shapiq,kernel,,,,,,,,0.0026372671127318,,,,,,,,,2194.8877136468886,,,,,,,,,0.0010352257634257,,,,,,,,,0.0117327690054912,,,,,,,,,0.541808,
churn,64,nn,sage,permutation,20.45301773548126,0.0002883434295653,0.0175382375717162,0.0169623374938964,0.0175367593765258,0.0109087705612182,0.0520110607147216,,0.0499309301376342,9.283626627922056,24.37609703540802,25.299247527122496,25.61984944343567,24.32009334564209,19.272737765312193,4.667168474197387,,27.688060235977172,0.0014547778926883,0.0009880762810581,0.0006643928201891,0.0006029602235767,0.0007111900042518,0.0005911605737543,0.0630472579106034,,0.002501519951078,0.0163805674194449,0.0108624275498934,0.0047237724261222,0.0048981020540071,0.0046503437793888,0.004863344806056,0.9883084428355589,,0.0287773072087688,1.0,1.0,1.0,1.0,1.0,1.0,0.64,,0.96
churn,64,nn,shap,kernel,19.620960903167724,0.0002635002136229,0.0140340089797973,0.0110368967056273,0.0167165756225585,0.011409831047058,0.0508502721786498,,0.0471041917800902,325.07079927921296,538.3837285518646,525.4896636009216,525.6131321668624,525.8260797977448,344.98917694091796,509.53257341384887,,518.3399835824966,0.0057780549775107,0.0042090224439689,0.0025882458608558,0.002446261994499,0.0027160155466786,0.0025449703505158,0.0316863336363586,,0.0062166479857324,0.0163805674194449,0.0108624275498934,0.0047237724261222,0.0048981020540071,0.0046503437793888,0.004863344806056,0.9883084428355589,,0.0287773072087688,0.8236319999999999,0.854112,0.908624,0.918784,0.904304,0.912944,0.4364,,0.7828159999999998
churn,64,nn,shapiq,kernel,20.219570517539974,0.0002090454101562,0.0126582860946654,0.0147188425064086,0.0193592786788939,0.0116265296936034,0.0557293653488158,,0.0753265619277953,2528.400722360611,2631.620137763023,2712.816599202156,2706.008339715004,2698.4745334863665,2659.1564683914185,2696.804404425621,,2373.431724524498,0.0019608694932568,0.0014960121056835,0.001342853485178,0.0013686293245579,0.0013447974739825,0.0013581652052466,0.0076698933256452,,0.0017611416556085,0.0163805674194449,0.0108624275498934,0.0047237724261222,0.0048981020540071,0.0046503437793888,0.004863344806056,0.9883084428355589,,0.0287773072087688,0.561824,0.728944,0.7836639999999999,0.769392,0.780864,0.775984,0.1721279999999999,,0.607024
churn,64,xgb,sage,permutation,20.13871819972992,0.0001969814300536,0.0142797946929931,0.0140581607818603,0.0195481300354003,0.0125354290008544,0.0568931341171264,,0.0727570533752441,25.419670343399048,23.74142196178436,21.103438115119936,22.249101161956787,21.874673342704774,22.68575451374054,8.10334358215332,,19.852241826057433,0.0061734787427963,0.0027723694076263,0.0017596728487236,0.0012758594581248,0.0016508513581098,0.0013967241179169,0.1368326775762373,,0.0047644846395449,0.0163805674194449,0.0108624275498934,0.0047237724261222,0.0048981020540071,0.0046503437793888,0.0047770190843674,0.9883084428355589,,0.0287773072087688,0.78,0.98,1.0,1.0,1.0,0.98,0.6,,1.0
churn,64,xgb,shap,kernel,20.63528287410736,0.0001894712448119,0.0103070497512816,0.0106527805328368,0.0131964683532714,0.0169578075408934,0.0480040550231933,,0.0742783784866332,591.4584727048874,624.4103249073029,595.0678899049759,597.7523558378219,597.0565058231354,688.5852096319198,596.4027184724807,,590.4321726322174,0.0067178319823638,0.0046020538461738,0.0030398805201035,0.0027651015998972,0.0030494242623524,0.002770603424562,0.0295532402927797,,0.0066871190936096,0.0163805674194449,0.0108624275498934,0.0047237724261222,0.0048981020540071,0.0046503437793888,0.0047770190843674,0.9883084428355589,,0.0287773072087688,0.6950879999999999,0.820384,0.8589279999999999,0.8667679999999999,0.8525279999999998,0.865024,0.3996,,0.726768
churn,64,xgb,shapiq,kernel,20.25182204246521,0.000224995613098,0.0208855152130126,0.018454623222351,0.0184307813644408,0.0132159709930419,0.0557822465896606,,0.0499986171722411,3391.430330967903,3421.7923670291902,3536.007686519623,3524.777136349678,3522.497877192497,3770.99025785923,3547.191195344925,,3189.318195915222,0.0009782103828989,0.0008532387457857,0.0008094842016178,0.0008183604914387,0.0007950993390882,0.0008116054832519,0.0037016204785467,,0.0010902515722186,0.0163805674194449,0.0108624275498934,0.0047237724261222,0.0048981020540071,0.0046503437793888,0.0047770190843674,0.9883084428355589,,0.0287773072087688,0.5232319999999999,0.591648,0.6240479999999999,0.61632,0.628656,0.61096,0.1665439999999999,,0.493424
churn,80,nn,sage,permutation,,,,,,,,0.0016133785247802,,,,,,,,,18.73020565509796,,,,,,,,,0.0011370264297663,,,,,,,,,0.0066599514378314,,,,,,,,,1.0,
churn,80,nn,shap,kernel,,,,,,,,0.0015403509140014,,,,,,,,,463.3188992023468,,,,,,,,,0.0044757389174314,,,,,,,,,0.0066599514378314,,,,,,,,,0.8826559999999999,
churn,80,nn,shapiq,kernel,,,,,,,,0.0015528440475463,,,,,,,,,2996.1905967235566,,,,,,,,,0.0014250122605455,,,,,,,,,0.0066599514378314,,,,,,,,,0.746656,
churn,80,xgb,sage,permutation,,,,,,,,0.0016162633895873,,,,,,,,,22.430278730392455,,,,,,,,,0.0007699274948885,,,,,,,,,0.0064888615789463,,,,,,,,,1.0,
churn,80,xgb,shap,kernel,,,,,,,,0.0021018743515014,,,,,,,,,776.7883898019791,,,,,,,,,0.0049453867247944,,,,,,,,,0.0064888615789463,,,,,,,,,0.879264,
churn,80,xgb,shapiq,kernel,,,,,,,,0.0031680822372435,,,,,,,,,4032.201210308075,,,,,,,,,0.0008347089325051,,,,,,,,,0.0064888615789463,,,,,,,,,0.61112,
churn,128,nn,sage,permutation,27.000919580459595,0.0002976655960082,0.0118518590927123,0.0145601987838744,0.0163596630096434,0.0110716581344603,0.0512425661087035,,0.094939374923706,17.7299836397171,51.01825876235962,47.37555105686188,51.04444606304169,48.05080492496491,39.26060130596161,8.216366696357728,,52.0595579624176,0.0011868481651537,0.0005526368036455,0.0005411569593835,0.0005108344168488,0.0004496721173812,0.0005238028177807,0.0835632128154838,,0.0020059744782014,0.0096625273152351,0.0058794009019301,0.0023417663128941,0.0023877251698215,0.0022600485323577,0.0023676452400004,0.9987512843972643,,0.0131927367674795,1.0,1.0,1.0,1.0,1.0,1.0,0.6,,1.0
churn,128,nn,shap,kernel,25.95351896286011,0.0004418849945067,0.0136491775512694,0.0113693952560424,0.0150712728500365,0.0118717193603515,0.0509910821914672,,0.093097162246704,598.7241650342942,1011.6558983325958,991.5527163982392,1019.0090210437776,976.6354809761048,645.0779470920563,989.2233722925188,,1002.5823669672012,0.0051273872986622,0.0034059333924238,0.0020827539755803,0.0020752359891349,0.0020192314503449,0.0020150197838541,0.0401461034061823,,0.0048823020175655,0.0096625273152351,0.0058794009019301,0.0023417663128941,0.0023877251698215,0.0022600485323577,0.0023676452400004,0.9987512843972643,,0.0131927367674795,0.8519840000000001,0.8941279999999999,0.930544,0.92896,0.931904,0.9308,0.452912,,0.8363679999999999
churn,128,nn,shapiq,kernel,26.59786887168884,0.0002250432968139,0.0167016983032226,0.0112792968749999,0.0236248016357421,0.0116477251052856,0.0700124025344848,,0.1419247150421142,4647.765900492668,4929.162619662285,5060.758074688912,5043.89804623127,5042.020240712166,4959.969617128372,5045.196628141403,,4407.520926046372,0.0017686241188832,0.0012941208648492,0.0011953775808781,0.0011905676201071,0.0011900363227011,0.0011813500722217,0.009091966186284,,0.0014168112697457,0.0096625273152351,0.0058794009019301,0.0023417663128941,0.0023877251698215,0.0022600485323577,0.0023676452400004,0.9987512843972643,,0.0131927367674795,0.584752,0.7831359999999999,0.823664,0.829312,0.8218079999999999,0.82864,0.1553279999999999,,0.727312
churn,128,xgb,sage,permutation,26.622358393669128,0.000331950187683,0.0149091005325316,0.0193506240844726,0.0210922956466674,0.014606213569641,0.0547464132308959,,0.1407329559326171,55.9402049779892,38.825668931007385,39.319524264335634,40.020035004615785,38.21834764480591,44.13964467048645,12.780421113967895,,35.24272749423981,0.0047794729979009,0.0010903507880545,0.0012084713330495,0.0009064918226343,0.0007159775265207,0.0008686690908741,0.1934125705876306,,0.0034170665186615,0.0096625273152351,0.0058794009019301,0.0023417663128941,0.0023877251698215,0.0022600485323577,0.0023705708222755,0.9987512843972643,,0.0131927367674795,0.78,0.98,1.0,1.0,1.0,1.0,0.6,,1.0
churn,128,xgb,shap,kernel,26.793501210212707,0.0002432823181151,0.0107038497924804,0.0095226287841796,0.0145498037338256,0.0136894226074218,0.04785897731781,,0.1491447925567626,1136.623725938797,1168.172257399559,1141.6362977027893,1148.8041937828064,1141.5038872480393,1315.3965306043624,1140.6169803857804,,1131.3227759361266,0.0063518618684747,0.0036246869950895,0.0023523811479134,0.0021927697815364,0.0020209660995106,0.0021842176865126,0.0387793475637395,,0.0045810189230396,0.0096625273152351,0.0058794009019301,0.0023417663128941,0.0023877251698215,0.0022600485323577,0.0023705708222755,0.9987512843972643,,0.0131927367674795,0.705024,0.859856,0.8862879999999999,0.899104,0.904192,0.894368,0.4441119999999999,,0.8367039999999999
churn,128,xgb,shapiq,kernel,26.73569691181183,0.0002508878707885,0.0168995141983031,0.0166828393936156,0.0263152599334716,0.0227087974548339,0.069403576850891,,0.1021434545516967,6420.077385878563,6524.925920414925,6694.442958879471,6692.457584357262,6688.090621805191,7156.253264832497,6717.058494114875,,6054.428252148628,0.0008604569898816,0.0007186760712809,0.0006844332414641,0.0006846864370358,0.0006811409719439,0.0006882550400448,0.0043580147231632,,0.0008454030675115,0.0096625273152351,0.0058794009019301,0.0023417663128941,0.0023877251698215,0.0022600485323577,0.0023705708222755,0.9987512843972643,,0.0131927367674795,0.5843200000000001,0.680112,0.6995039999999999,0.697216,0.697696,0.6946559999999999,0.1629599999999999,,0.555152
connect-4,32,nn,expected_gradients,na,1936.950695157051,0.0576068878173827,8.949460411071778,8.594620561599731,10.333052587509156,9.338255858421324,39.71009430885315,,2.6646191596984865,617.4502208948136,1052.9632600784305,1000.469969177246,1012.3748873233797,1015.0276344299316,613.1978641986847,1000.8207451820374,,563.2366466760635,0.0427334036678075,0.0440692819654941,0.0223106555640697,0.0190733764320611,0.0206893421709537,0.0222790025174617,0.208400323987007,,0.1056554466485976,0.0275440869051638,0.0243570158949627,0.0098147679180728,0.0102573384348878,0.0096986081210163,0.0099551887498518,1.2466803123528094,,0.2875837663953269,0.8432275390625001,0.8261718750000002,0.9236328125,0.93544921875,0.91552734375,0.915732421875,0.190869140625,,0.6521484375000001
connect-4,64,nn,expected_gradients,na,1980.393572807312,0.001259422302246,8.829616594314576,8.673460674285888,10.353048372268676,9.505932283401489,39.7668860912323,,3.852538371086121,914.7501786708832,1517.4925438404084,1482.139332675934,1490.461454963684,1494.5377923965457,936.1483386278152,1487.047429561615,,867.4453141212464,0.0339527631178497,0.0286242801696061,0.0134648526087402,0.0143051184713839,0.0138279693201184,0.013881524093449,0.208400323987007,,0.090518057346344,0.0161108011579357,0.0115558498567726,0.0041025761392719,0.004014615301064,0.0038335989277561,0.0040374712656348,1.2466803123528092,,0.2292673834928786,0.8657812500000001,0.893408203125,0.9515234375,0.952001953125,0.952490234375,0.951123046875,0.190869140625,,0.6821777343750001
connect-4,128,nn,expected_gradients,na,1936.7657091140748,0.0023128509521484,8.857772827148438,8.506116485595703,10.44737629890442,9.373956179618837,39.58031587600708,,8.125264406204224,1685.268436908722,2522.9676808834074,2553.0618247509,2564.5879110336305,2555.984281539917,1731.4558337926865,2557.0627394199373,,1614.1560477256776,0.0238283896818756,0.0211729586124419,0.0099631506949662,0.0097297446802258,0.0090208975598215,0.0095651337876915,0.208400323987007,,0.0846707597374916,0.0088912018337298,0.0057600277693323,0.0016194259667266,0.0016948405888155,0.0015685925467498,0.0016139563898114,1.2466803123528092,,0.1800381763429862,0.9057177734375002,0.917529296875,0.9628125,0.965244140625,0.966357421875,0.9647509765625,0.190869140625,,0.70185546875
connect-4,256,nn,expected_gradients,na,2025.859163880348,0.0040457725524901,8.818696022033691,8.735900640487671,10.217148160934448,9.450333619117735,40.07625861167908,,14.462151384353636,2582.975623345375,3348.6402575016023,3523.9290030479433,3513.714737701416,3503.380711507797,2636.2948014497756,3600.3159087657928,,2414.6669298171996,0.0174488409422337,0.0151292454451322,0.0064754308201372,0.0062067524529993,0.0061948501504957,0.0061722884420305,0.208400323987007,,0.0722065940499305,0.0057880740915556,0.0027662950240908,0.0006475446224262,0.0006696644859279,0.0006377693067504,0.0006555636718336,1.2466803123528092,,0.1534012524043503,0.9308447265625,0.9398046875,0.973759765625,0.9753125,0.97708984375,0.97599609375,0.190869140625,,0.73896484375
connect-4,512,nn,expected_gradients,na,1979.1045350551608,0.0099730014801025,9.053193521499631,8.629189682006835,10.359304857254028,9.423368883132934,39.58239908218384,,29.406123065948485,3939.701656937599,4468.417603302002,4986.914981651306,4925.827309083938,4926.15576877594,4089.2563732624058,5222.319834804535,,3628.250026631355,0.012781702261418,0.0114881984889506,0.0042504014447331,0.0042257130146026,0.0043214446865021,0.0042907783295958,0.208400323987007,,0.0637178122997284,0.0049566368797329,0.0015293774212145,0.0002765631325501,0.0002793014934137,0.0002635061313871,0.0002765856628154,1.2466803123528092,,0.1251240932977219,0.9509375,0.952470703125,0.983056640625,0.98287109375,0.982578125,0.9825927734375,0.190869140625,,0.7610839843750001
cps88wages,16,nn,sage,permutation,19.55273871421814,0.0001505374908446,0.2598431587219237,0.2683617830276489,0.3466573476791381,0.2518116950988769,0.3258868217468261,,0.0236878156661986,1.5637485027313232,1.090892767906189,1.768754506111145,1.2745203256607056,1.381609034538269,1.6210908889770508,0.1383241415023803,,1.681947922706604,0.0023953875865711,0.0041341558331342,0.0010886991081735,0.0009139709548336,0.001122331886182,0.001037672003523,0.1969437152205334,,0.001065224027901,0.0410709591854919,0.038378707070864,0.0050983253128406,0.0048683915716657,0.0049125732781092,0.0054071600841005,1.2623788511611866,,0.0079482399348768,0.96,0.94,1.0,1.0,1.0,1.0,1.0,,1.0
cps88wages,16,nn,shap,kernel,19.6944833278656,0.0001446485519408,0.2780493974685668,0.2676398277282714,0.3574985980987548,0.251982045173645,0.3529234647750854,,0.0194368124008178,13.714471030235291,11.878826975822449,13.902405858039856,13.946391415596008,13.904903888702393,15.75212264060974,11.310448336601258,,13.974295258522034,0.0294726442762354,0.0326138509352876,0.007839542177562,0.0066196665466819,0.0063005366526857,0.0101868756738048,0.2036155679045967,,0.0096405788511368,0.0410709591854919,0.038378707070864,0.0050983253128406,0.0048683915716657,0.0049125732781092,0.0054071600841005,1.2623788511611866,,0.0079482399348768,0.8915380859375001,0.8881640625000001,0.977685546875,0.979052734375,0.971435546875,0.97197265625,0.8190429687500004,,0.983984375
