dataset,size,model,explainer,strategy,compression_time_arfpy_Not needed,compression_time_iid_Not needed,compression_time_kernel_thinning_gaussian,compression_time_kernel_thinning_inverse_multiquadric,compression_time_kernel_thinning_matern,compression_time_kernel_thinning_predictions,compression_time_kernel_thinning_sobolev,compression_time_kernel_thinning_stratified,compression_time_stein_thinning_Not needed,explanation_time_arfpy_Not needed,explanation_time_iid_Not needed,explanation_time_kernel_thinning_gaussian,explanation_time_kernel_thinning_inverse_multiquadric,explanation_time_kernel_thinning_matern,explanation_time_kernel_thinning_predictions,explanation_time_kernel_thinning_sobolev,explanation_time_kernel_thinning_stratified,explanation_time_stein_thinning_Not needed,mae_arfpy_Not needed,mae_iid_Not needed,mae_kernel_thinning_gaussian,mae_kernel_thinning_inverse_multiquadric,mae_kernel_thinning_matern,mae_kernel_thinning_predictions,mae_kernel_thinning_sobolev,mae_kernel_thinning_stratified,mae_stein_thinning_Not needed,mmd_arfpy_Not needed,mmd_iid_Not needed,mmd_kernel_thinning_gaussian,mmd_kernel_thinning_inverse_multiquadric,mmd_kernel_thinning_matern,mmd_kernel_thinning_predictions,mmd_kernel_thinning_sobolev,mmd_kernel_thinning_stratified,mmd_stein_thinning_Not needed,top_k_arfpy_Not needed,top_k_iid_Not needed,top_k_kernel_thinning_gaussian,top_k_kernel_thinning_inverse_multiquadric,top_k_kernel_thinning_matern,top_k_kernel_thinning_predictions,top_k_kernel_thinning_sobolev,top_k_kernel_thinning_stratified,top_k_stein_thinning_Not needed
PhishingWebsites,4,nn,shap,kernel,,,,,,,,0.0031565189361571,,,,,,,,,120.78204588890075,,,,,,,,,0.0087983058539612,,,,,,,,,0.1403811340664497,,,,,,,,,0.795493965131873,
PhishingWebsites,4,nn,shapiq,kernel,,,,,,,,0.0034836053848265,,,,,,,,,1220.6784902095794,,,,,,,,,0.0038669997665805,,,,,,,,,0.1403811340664497,,,,,,,,,0.4847295485024586,
PhishingWebsites,4,xgb,sage,permutation,,,,,,,,0.0039205789566039,,,,,,,,,0.617927360534668,,,,,,,,,0.0041457105222291,,,,,,,,,0.1398995309027646,,,,,,,,,0.8800000000000001,
PhishingWebsites,4,xgb,shap,kernel,,,,,,,,0.0042425870895385,,,,,,,,,168.7390417098999,,,,,,,,,0.0092896581005925,,,,,,,,,0.1398995309027646,,,,,,,,,0.7576396960214573,
PhishingWebsites,4,xgb,shapiq,kernel,,,,,,,,0.0044256448745727,,,,,,,,,1291.349006772041,,,,,,,,,0.0039286900311829,,,,,,,,,0.1398995309027646,,,,,,,,,0.4279660259275816,
PhishingWebsites,8,nn,sage,permutation,45.79014453887939,0.0001964807510375,0.0135619640350341,0.0111450672149657,0.0154236555099486,0.0131919860839843,0.0512004137039184,0.0031575679779052,0.0314354419708251,0.7801497459411622,0.4434448480606079,0.9708526372909546,0.5027498960494995,0.5034438371658325,0.8708841800689697,0.4860138654708862,0.4017091035842896,0.8928189039230346,0.0051395807623037,0.0046325869410667,0.0020942313637397,0.0022847669392322,0.0021950283527165,0.0020503206873821,0.2458610254651171,0.0023658622800332,0.0047469507897246,0.1047195082386613,0.0886749811451477,0.0509809577019398,0.0494600414258605,0.0509809577019398,0.0509809577019398,1.1717166568364807,0.0609193065178399,0.0984965238120375,0.8800000000000001,0.9,0.9,0.8,0.8800000000000001,0.8400000000000001,0.6799999999999999,0.94,1.0
PhishingWebsites,8,nn,shap,kernel,46.51771309375763,0.0002423763275146,0.012968611717224,0.0116252183914183,0.0158420801162719,0.0122714757919311,0.0571674585342406,0.0031869649887084,0.0163646459579467,143.12302515506744,172.5798576593399,169.94552912712098,168.3540967464447,168.6939556121826,155.21005239486695,158.15994172096254,154.95306525230407,145.78354358673096,0.0105334118530983,0.0088147467136281,0.0045584888097299,0.0044825467541137,0.0045678250500664,0.0045580488992293,0.027151541781808,0.0057869432609428,0.0066470227583071,0.1047195082386613,0.0886749811451477,0.0509809577019398,0.0494600414258605,0.0509809577019398,0.0509809577019398,1.1717166568364807,0.0609193065178399,0.0984965238120375,0.7481448368350468,0.8006616003576218,0.8685382208314707,0.857299955297273,0.8691104157353597,0.8690835940992401,0.375860527492177,0.8666607063030843,0.8639696021457308
PhishingWebsites,8,nn,shapiq,kernel,46.50281174182892,0.0002317190170287,0.0152123928070067,0.0149342536926269,0.0225514411926269,0.0135401248931884,0.057630157470703,0.003199553489685,0.0190597534179687,1457.2265727758409,1521.4539522647858,1510.2163922071456,1502.9563230991364,1506.2686595916748,1481.1176283597947,1516.049246263504,1470.0354090213775,1370.8388863563537,0.0038552175201594,0.0036049091730348,0.0033634715286589,0.0033505224408283,0.0033657130812057,0.0033653198265586,0.0077859134355323,0.0033966676501326,0.0034925276405306,0.1047195082386613,0.0886749811451477,0.0509809577019398,0.0494600414258605,0.0509809577019398,0.0509809577019398,1.1717166568364807,0.0609193065178399,0.0984965238120375,0.4356548949485918,0.4946893160482789,0.5266249441215913,0.5243272239606616,0.5266160035762182,0.5269021010281627,0.1559678140366562,0.5369870362092087,0.5412874385337505
PhishingWebsites,8,xgb,sage,permutation,45.62889568805694,0.0001745223999022,0.012334108352661,0.011460256576538,0.0151005744934081,0.0155756711959838,0.0506966829299926,0.0032582998275756,0.0154933691024779,0.8445049047470092,0.743322229385376,0.9305091619491576,0.7485755681991577,0.6922034740447998,3.5730190515518188,0.6915794372558594,0.7098979949951172,0.8826208591461182,0.0318412099009888,0.0045946913093532,0.0024652821289753,0.0023302105739866,0.0025521168978367,0.0025593339735509,0.2041056695469937,0.0028486607670725,0.0048725031132793,0.1047195082386613,0.0886749811451477,0.0509809577019398,0.0494600414258605,0.0509809577019398,0.0522280118004849,1.1717166568364807,0.0610293300003666,0.0984965238120375,0.72,0.8800000000000001,0.96,0.8400000000000001,0.86,1.0,0.6599999999999999,0.9,0.8200000000000001
PhishingWebsites,8,xgb,shap,kernel,46.56824681758881,0.0001909017562865,0.0159630775451659,0.0195277214050292,0.0234184980392455,0.0178316593170165,0.0548160791397094,0.0035183191299438,0.033570384979248,242.74594061374663,271.22254519462587,265.6276298999786,265.71784219741824,266.30415358543394,275.9227205753326,256.42139225006105,248.19548630714417,226.4358004570007,0.0141833568662868,0.0089278213465145,0.0046207356755839,0.0043678517344248,0.0046210391667195,0.0057889982127043,0.0307787984054156,0.0064314759238593,0.0071268422222001,0.1047195082386613,0.0886749811451477,0.0509809577019398,0.0494600414258605,0.0509809577019398,0.0522280118004849,1.1717166568364807,0.0610293300003666,0.0984965238120375,0.7094590970049173,0.7689584264640142,0.8494322753687975,0.8469289226642825,0.8487796155565489,0.8143048725972284,0.4289316048278945,0.8154313813142601,0.7945909700491729
PhishingWebsites,8,xgb,shapiq,kernel,47.72772195339203,0.0001921176910399,0.0139003992080688,0.0140049695968627,0.0171602249145507,0.0538455486297606,0.0506439447402953,0.0044638872146606,0.0542866230010985,1667.4555807590484,1588.1494213819503,1584.2385064840316,1583.915298819542,1584.2947088479996,1791.206929898262,1585.3684678792954,1634.9623720645905,1728.7432574510574,0.0036460906690092,0.0033370314106475,0.0030911818851216,0.003091248359881,0.0030932362412888,0.0039990776815235,0.0075709186333056,0.0032138745122243,0.0030965319987331,0.1047195082386613,0.0886749811451477,0.0509809577019398,0.0494600414258605,0.0509809577019398,0.0522280118004849,1.1717166568364807,0.0610293300003666,0.0984965238120375,0.3913902548055431,0.4695395619132766,0.5326329906124274,0.5318372820742066,0.5307107733571748,0.4255967814036656,0.1658024139472507,0.5020116227089853,0.5182208314707197
PhishingWebsites,16,nn,sage,permutation,53.86165633201599,0.0001874685287475,0.0137028455734252,0.0121591567993163,0.0163569688796996,0.0131204843521117,0.0527893781661986,0.0031185626983642,0.028415822982788,0.6138014316558837,0.9012282133102416,0.9756053447723388,0.957774019241333,0.944559407234192,0.8398556709289551,0.9349012613296508,0.9598489999771118,0.823296070098877,0.0028876604844936,0.0032416150177271,0.0019064827416295,0.0021483703369245,0.001608616801743,0.0018658439417373,0.2471397590683717,0.0018143480221172,0.0038136605232504,0.0534633223593166,0.0499379091505645,0.0231367383345657,0.0244361799228289,0.0218422644230988,0.0231367383345657,1.1717166568364807,0.026303491239697,0.0403220498646434,0.9,0.94,0.8,0.94,0.9,0.8,0.7,0.92,1.0
PhishingWebsites,16,nn,shap,kernel,54.72713477611542,0.0002434730529784,0.0178363323211669,0.0114864110946654,0.0158059358596801,0.0121936082839965,0.05210382938385,0.0031417369842528,0.0255580186843871,197.8899581193924,260.75980751514436,240.62245137691497,238.2909379720688,237.83492879867555,216.13209590911865,219.83671400547027,226.04767463207244,214.9810141324997,0.0072393587212424,0.0069174173992501,0.003600854912376,0.0039625823957913,0.0026827411879766,0.0036055233201213,0.0271579590956683,0.0040669878994244,0.0053123796739488,0.0534633223593166,0.0499379091505645,0.0231367383345657,0.0244361799228289,0.0218422644230988,0.0231367383345657,1.1717166568364807,0.026303491239697,0.0403220498646434,0.8203933839964238,0.8281627179257935,0.9050245864997764,0.8560572194903889,0.917568171658471,0.9063388466696468,0.3765668305766652,0.8851765757711221,0.89045149754135
PhishingWebsites,16,nn,shapiq,kernel,54.75804834365845,0.0002358436584472,0.0144974708557128,0.0129350185394286,0.0160974025726317,0.0137663841247558,0.053071641921997,0.0033655881881713,0.0475958347320556,1963.4446955680849,2064.917531657219,2027.5822117090224,2025.5352187871931,2018.278932952881,1998.518806695938,2025.897660589218,1969.4193131685256,1846.7554168224335,0.0032053022484855,0.0031411095891062,0.0028702530623345,0.0028995254162521,0.002800916053172,0.0028690008905819,0.0077842019932038,0.0029060607095631,0.0032647177288007,0.0534633223593166,0.0499379091505645,0.0231367383345657,0.0244361799228289,0.0218422644230988,0.0231367383345657,1.1717166568364807,0.026303491239697,0.0403220498646434,0.5265623603039785,0.5501654000894055,0.6186320965578901,0.6082968261063926,0.6452659812248547,0.6176575771122038,0.1566741171211443,0.6189628967367009,0.5736969155118462
PhishingWebsites,16,xgb,sage,permutation,53.77748281955719,0.0001730442047118,0.0123035669326781,0.0113218545913695,0.0155543088912963,0.0145619869232177,0.0511080265045165,0.003597593307495,0.0333323001861571,1.2675646543502808,1.3721718788146973,1.3523678302764892,1.2561920881271362,1.3199994087219238,1.324388527870178,1.2938891172409055,1.38295476436615,1.333977508544922,0.0100550423329481,0.0030463196891725,0.0022041107314524,0.002220915958887,0.0016961293985469,0.0019083291499981,0.2057816089529881,0.0017813853949129,0.003992494405309,0.0534633223593166,0.0499379091505645,0.0231367383345657,0.0244361799228289,0.0218422644230988,0.0215850312911946,1.1717166568364807,0.0263117516029495,0.0403220498646434,0.8,0.94,1.0,0.9,1.0,0.8200000000000001,0.6799999999999999,0.92,0.8400000000000001
PhishingWebsites,16,xgb,shap,kernel,54.80716161727905,0.0002665281295775,0.0134894132614135,0.013423991203308,0.0198190927505492,0.0145657300949096,0.0544213771820068,0.0032383441925048,0.0359690904617309,381.7993005037307,425.5963658809662,412.69976823329927,418.7725355386734,417.6285791158677,433.47193613052366,404.19623055458067,392.69507894515993,369.2748627662658,0.0115740873575398,0.0068853586334133,0.0038714243199824,0.0044880521901781,0.0036492431583095,0.0040052714242709,0.0307784322504953,0.0047504836720092,0.0057394767914169,0.0534633223593166,0.0499379091505645,0.0231367383345657,0.0244361799228289,0.0218422644230988,0.0215850312911946,1.1717166568364807,0.0263117516029495,0.0403220498646434,0.7574877067501118,0.80998658918194,0.8603308001788108,0.8129280286097451,0.8518104604380866,0.8581761287438534,0.4294948591864103,0.8475100581135449,0.8288332588287884
PhishingWebsites,16,xgb,shapiq,kernel,55.438452529907224,0.0006064414978026,0.0125495433807372,0.0119240045547484,0.0149349927902221,0.0191784381866454,0.0495635509490966,0.0046928882598876,0.0673739910125732,2375.7015614032744,2260.95359108448,2253.7669241189956,2255.86982691288,2255.9030961275103,2543.593475151062,2255.8481792926787,2324.1431287765504,2467.856091117859,0.0032897454574682,0.0029427051315555,0.0026949574639998,0.0027041873262198,0.0026067015076729,0.0026272164527899,0.0075704150563022,0.0027669607889257,0.0028409418241386,0.0534633223593166,0.0499379091505645,0.0231367383345657,0.0244361799228289,0.0218422644230988,0.0215850312911946,1.1717166568364807,0.0263117516029495,0.0403220498646434,0.4539472507822976,0.5253285650424676,0.603272239606616,0.588413053196245,0.6134286991506481,0.6019222172552525,0.1654984354045596,0.5741886455073759,0.5625301743406348
PhishingWebsites,32,nn,sage,permutation,50.78929743766785,0.0001948595046996,0.0179905414581298,0.0141283988952636,0.0163772344589233,0.0133335590362548,0.0549104928970336,0.0031403064727782,0.0520797491073608,1.1450133562088012,1.6860334634780885,1.845890259742737,1.8788629293441772,1.821864366531372,1.6636274099349977,1.7763076305389405,1.929085111618042,1.5513492822647097,0.0016404824044649,0.0018168549473324,0.0013493655224206,0.0013372140555003,0.00120614195591,0.0012451534651977,0.2461291184388168,0.0012290840216574,0.0022976835749647,0.027249956363244,0.0246237851141972,0.0104636913112508,0.0105091034962894,0.0102344507983228,0.0104753245134351,1.1717166568364807,0.0125397283719593,0.0248350384011372,0.96,0.98,0.96,0.96,0.94,0.96,0.74,0.96,0.98
PhishingWebsites,32,nn,shap,kernel,51.419610548019406,0.0003045082092284,0.0143665075302123,0.0137895822525023,0.0160444974899291,0.012405490875244,0.0534269332885741,0.0037261724472045,0.0564596891403197,325.9487993001938,484.7753087997437,412.45531899929045,406.70292766094207,413.06458551883696,360.4867499828339,385.6885846614838,381.49711594581606,354.00422670841215,0.0050937623443463,0.0048699494614441,0.0029933780348476,0.0030095995170319,0.0030401404873312,0.0028722281776099,0.0271242639923318,0.0031464811513454,0.0055789915559361,0.027249956363244,0.0246237851141972,0.0104636913112508,0.0105091034962894,0.0102344507983228,0.0104753245134351,1.1717166568364807,0.0125397283719593,0.0248350384011372,0.8670630308448815,0.8661600357621815,0.9133750558784084,0.9164684845775593,0.9185873938310236,0.916897630755476,0.375592311130979,0.9028430934286992,0.8867858739383102
PhishingWebsites,32,nn,shapiq,kernel,51.59638931751251,0.0002377748489379,0.0142202377319335,0.0148761987686156,0.0158227920532226,0.0124476671218871,0.0519410610198974,0.0032955408096312,0.0904330253601073,2961.3375549077987,3067.141119980812,3055.6610338687897,3049.003925728798,3032.771127796173,3014.7492928743363,3023.290065431595,2972.187262415886,2796.2198107004165,0.0028777922183259,0.0027622205543281,0.0026946756666408,0.002678892020579,0.0026604395621529,0.0026900801342095,0.0077920696693412,0.0026484592019453,0.0029857037862879,0.027249956363244,0.0246237851141972,0.0104636913112508,0.0105091034962894,0.0102344507983228,0.0104753245134351,1.1717166568364807,0.0125397283719593,0.0248350384011372,0.5727402771569066,0.6387215020116227,0.6736611533303531,0.6736343316942334,0.6721412606168976,0.6687974966472955,0.1565668305766651,0.6805274921770227,0.6053375055878408
PhishingWebsites,32,xgb,sage,permutation,50.49972460269928,0.0001734256744384,0.0123471021652221,0.0115193605422973,0.0181068420410155,0.014647603034973,0.0509819746017455,0.0039867639541625,0.0568242073059081,2.108552026748657,2.325429368019104,2.3473562479019163,2.2808884143829347,2.159837794303894,2.46029155254364,2.306769108772278,2.40031099319458,2.505416917800903,0.007373621908336,0.0019531727364763,0.0014837676155493,0.0014586064567199,0.0015861463457292,0.0012863188626546,0.2048444278806669,0.0012163577134968,0.0027772345012227,0.027249956363244,0.0246237851141972,0.0104636913112508,0.0105091034962894,0.0102344507983228,0.0103225972207817,1.1717166568364807,0.0123961534276367,0.0248350384011372,0.76,0.98,0.94,0.96,0.94,0.98,0.72,0.96,0.8400000000000001
PhishingWebsites,32,xgb,shap,kernel,51.75429718494415,0.0002148628234862,0.0130914211273192,0.0122179031372069,0.0223988533020019,0.0177438020706176,0.0558700799942016,0.003878879547119,0.0628203392028808,656.4156350135803,740.9837487697602,710.9087532520294,720.7385010480881,719.7506768941879,747.0258640527725,695.0975022792816,675.3367082118988,638.2095555543899,0.0107323361053087,0.0049516418773042,0.0035635712333984,0.003461398317824,0.0035707121139661,0.0031848594669277,0.0307681811422667,0.0035263781005743,0.0061106612412042,0.027249956363244,0.0246237851141972,0.0104636913112508,0.0105091034962894,0.0102344507983228,0.0103225972207817,1.1717166568364807,0.0123961534276367,0.0248350384011372,0.7605096110862762,0.8526508717031739,0.8797943674564147,0.8816182387125615,0.881770227983907,0.8850067054090299,0.4286186857398301,0.8805632543585158,0.8482253017434063
PhishingWebsites,32,xgb,shapiq,kernel,53.021789860725406,0.0004320859909057,0.012397265434265,0.0109451532363891,0.0153219461441039,0.0380589723587035,0.0497354269027709,0.0050930976867675,0.0957130193710326,3792.596009039879,3611.242655277252,3593.830000281334,3596.9719681978227,3595.6559184789658,4045.569205236435,3592.3538189888,3700.4821544647216,3920.2359560728073,0.0029331759244155,0.0026051502656814,0.0024784991039759,0.0024549564690225,0.0024803652592213,0.0024354588581149,0.0075740105522716,0.002417115385237,0.002545547271567,0.027249956363244,0.0246237851141972,0.0104636913112508,0.0105091034962894,0.0102344507983228,0.0103225972207817,1.1717166568364807,0.0123961534276367,0.0248350384011372,0.5068663388466697,0.613321412606169,0.6471881984801072,0.6473223066607063,0.6437729101475189,0.6489763075547608,0.166079570853822,0.6561645060348681,0.6096110862762629
PhishingWebsites,64,nn,sage,permutation,47.411951541900635,0.0003839492797851,0.0131666183471679,0.0120098114013671,0.016625952720642,0.0134044408798217,0.0519029617309569,0.003188920021057,0.1279392004013061,2.097317409515381,3.081654095649719,3.520992088317871,3.600124955177307,3.4551796436309816,3.193819546699524,3.4867226839065553,3.558936858177185,2.9602745294570925,0.0014783695261781,0.0016166101849769,0.0010541441938554,0.001196225352064,0.0009404378830376,0.0011137457817371,0.246118615948699,0.000967403642231,0.0015463897709254,0.0123806422843971,0.0117210333305015,0.0049861784080386,0.005060216829149,0.0048962126232318,0.0050266996814486,1.1717166568364807,0.0063123814995672,0.0112146607415928,0.96,0.96,0.96,0.98,0.98,0.98,0.72,0.96,1.0
PhishingWebsites,64,nn,shap,kernel,48.14580137729645,0.0002325773239135,0.014273428916931,0.0120727539062499,0.0187695264816283,0.0123283386230468,0.0528689861297607,0.0031503438949584,0.1199659585952758,634.8538967132569,884.1598518610001,785.1007740259171,776.9096964597702,784.9707855939865,708.1317824602127,749.9057461500167,740.3488434314728,688.977053642273,0.0041875396079918,0.0040115522157694,0.0025294220396996,0.0024399059211143,0.0024709472414443,0.0024051253325209,0.0271375674602269,0.0026863163297666,0.0037490571833687,0.0123806422843971,0.0117210333305015,0.0049861784080386,0.005060216829149,0.0048962126232318,0.0050266996814486,1.1717166568364807,0.0063123814995672,0.0112146607415928,0.8955297273133661,0.895628073312472,0.9260885113991952,0.9270630308448816,0.9271524362986142,0.9285292802860974,0.3760214573088958,0.9230129637907912,0.9102279839070184
PhishingWebsites,64,nn,shapiq,kernel,48.20361413955688,0.000281262397766,0.0142876386642455,0.0123049020767211,0.0157460927963256,0.0126117944717406,0.0519170522689819,0.0035280942916869,0.1390111207962035,4936.164487433433,5067.538553857803,5091.387626194954,5081.242802500725,5076.143280220032,4979.6968107938765,5061.502669215202,4975.048639273644,4695.925769591331,0.002652618872449,0.0025943668112854,0.0025027842594339,0.0025133132503089,0.0025076955491669,0.0025148166723146,0.0077883987805441,0.0025043952638794,0.0027559234197911,0.0123806422843971,0.0117210333305015,0.0049861784080386,0.005060216829149,0.0048962126232318,0.0050266996814486,1.1717166568364807,0.0063123814995672,0.0112146607415928,0.6056236030397855,0.6771926687527939,0.7100938757264192,0.7044881537773804,0.709584264640143,0.7115780062583817,0.1561019222172552,0.709351810460438,0.6519535091640589
PhishingWebsites,64,xgb,sage,permutation,47.264360022544864,0.0001795768737792,0.012437868118286,0.011383819580078,0.0151206970214843,0.0150601625442504,0.0531037807464599,0.0039162158966063,0.1239908218383788,4.022143292427063,4.254787015914917,4.389110684394836,4.309087157249451,4.302103161811829,4.688356351852417,4.524579739570617,4.432564401626587,4.623978781700134,0.0078776839604648,0.0016654723433475,0.0011914526577127,0.0012581230686118,0.0010748041440996,0.0011789655318758,0.2043101265385828,0.0012155000933094,0.0017230097218271,0.0123806422843971,0.0117210333305015,0.0049861784080386,0.005060216829149,0.0048962126232318,0.0050189250603847,1.1717166568364807,0.0063475431086447,0.0112146607415928,0.76,0.98,0.96,0.98,0.96,0.96,0.6599999999999999,0.94,0.96
PhishingWebsites,64,xgb,shap,kernel,48.370065975189206,0.0002021551132201,0.0149331808090209,0.0172320365905761,0.019864797592163,0.0168500900268554,0.0654214859008788,0.0032552957534789,0.1329987287521362,1212.5458344936371,1330.4971952438354,1309.1367852687836,1316.2136390447615,1298.5008625984192,1371.714784049988,1280.7396517276763,1236.923370885849,1173.760478925705,0.0110360926129456,0.0041445655994026,0.0026843192462538,0.0027635537443474,0.0028042813447807,0.0026206284560906,0.0307700496564439,0.0030228471135523,0.0041341362013755,0.0123806422843971,0.0117210333305015,0.0049861784080386,0.005060216829149,0.0048962126232318,0.0050189250603847,1.1717166568364807,0.0063475431086447,0.0112146607415928,0.7931962449709432,0.8761555654894948,0.9047563701385783,0.90681269557443,0.9044523915958872,0.9091908806437192,0.4289763075547608,0.8994099240053643,0.8860080464908359
