size,explainer,strategy,method,kernel,g,num_bins,target_size,model_name,data_modification_method,dataset_name,Group,dataset_id,name,n_features_before_preprocessing,n_classes,n_samples_train,n_samples_test,n_features_after_preprocessing,f1_ann,roc_auc_ann,f1_xgboost,roc_auc_xgboost,task,mse_ann_baseline,mse_ann,improvement_ann_percent,mse_xgboost_baseline,mse_xgboost,improvement_xgboost_percent,compression_coefficient,explainer_total,method_total,mae_mean,mae_std,top_k_mean,top_k_std,explanation_time_mean,explanation_time_std,mmd_mean,mmd_std,compression_time_mean,compression_time_std,unique_samples_mean,unique_samples_std
4,expected_gradients,na,kernel_thinning,no info,no info,no info,4.0,nn,stratified,spambase,large,44,spambase,57,2.0,3190,1097,57,0.9291338582677166,0.979673398635263,0.9395973154362416,0.9908289538850978,classification,no info,no info,no info,no info,no info,no info,0.125,expected_gradients,kt_stratified,0.056594457104802084,0.006270975526728374,0.6421877848678214,0.041529974993718764,28.60681312084198,1.4284803896085863,0.11812325132564865,0.00856590828390245,0.00137066841125483,0.00012961972254267828,4.0,0.0
4,sage,permutation,kernel_thinning,no info,no info,no info,2.0,nn,stratified,PhishingWebsites,small,4534,PhishingWebsites,30,2.0,4944,2237,30,0.9464812473662032,0.9882062092571584,0.9732711073398388,0.9962762564980224,classification,no info,no info,no info,no info,no info,no info,0.125,sage_permutation,kt_stratified,0.00401096854196302,0.0013682591580100529,0.9199999999999999,0.10327955589886441,0.5950133323669433,1.1618632519009604,0.14038113406644978,0.008716793928239628,0.0031154394149779897,0.00011040399017078475,4.0,0.0
4,sage,permutation,kernel_thinning,no info,no info,no info,2.0,xgboost,stratified,PhishingWebsites,small,4534,PhishingWebsites,30,2.0,4944,2237,30,0.9464812473662032,0.9882062092571584,0.9732711073398388,0.9962762564980224,classification,no info,no info,no info,no info,no info,no info,0.125,sage_permutation,kt_stratified,0.00414571052222917,0.0010147001356901693,0.8800000000000001,0.10327955589886441,0.617927360534668,0.47189030100481094,0.1398995309027646,0.009643015906955954,0.00392057895660394,0.0014404309324637695,4.0,0.0
4,sage,permutation,kernel_thinning,no info,no info,no info,4.0,nn,stratified,phoneme,small,1489,phoneme,5,2.0,4046,1351,5,0.7390180878552972,0.9252006005073252,0.8060836501901141,0.9525029766526892,classification,no info,no info,no info,no info,no info,no info,0.125,sage_permutation,kt_stratified,0.01377846040472434,0.006805932244992188,1.0,0.0,0.8109062433242797,0.6772072936288626,0.09977420896761773,0.02018563477388036,0.00103447437286372,5.230913647122279e-05,4.0,0.0
4,sage,permutation,kernel_thinning,no info,no info,no info,4.0,xgboost,stratified,phoneme,small,1489,phoneme,5,2.0,4046,1351,5,0.7390180878552972,0.9252006005073252,0.8060836501901141,0.9525029766526892,classification,no info,no info,no info,no info,no info,no info,0.125,sage_permutation,kt_stratified,0.02218573343919637,0.0078054340187617465,1.0,0.0,2.8559862852096556,1.960723535382992,0.10760606556245536,0.014344299587571772,0.00099973678588863,2.3767514350343043e-05,4.0,0.0
4,shap,kernel,kernel_thinning,no info,no info,no info,2.0,nn,stratified,PhishingWebsites,small,4534,PhishingWebsites,30,2.0,4944,2237,30,0.9464812473662032,0.9882062092571584,0.9732711073398388,0.9962762564980224,classification,no info,no info,no info,no info,no info,no info,0.125,shap_kernel,kt_stratified,0.00879830585396129,0.0018051464654561431,0.795493965131873,0.04641480205461829,120.78204588890075,4.703384403713198,0.14038113406644978,0.008716793928239628,0.00315651893615718,9.482056063671394e-05,4.0,0.0
4,shap,kernel,kernel_thinning,no info,no info,no info,2.0,xgboost,stratified,PhishingWebsites,small,4534,PhishingWebsites,30,2.0,4944,2237,30,0.9464812473662032,0.9882062092571584,0.9732711073398388,0.9962762564980224,classification,no info,no info,no info,no info,no info,no info,0.125,shap_kernel,kt_stratified,0.0092896581005925,0.00179888923420631,0.7576396960214573,0.04406351312013522,168.7390417098999,2.9978337203240675,0.1398995309027646,0.009643015906955954,0.00424258708953853,0.0021969281758887457,4.0,0.0
4,shap,kernel,kernel_thinning,no info,no info,no info,4.0,nn,stratified,phoneme,small,1489,phoneme,5,2.0,4046,1351,5,0.7390180878552972,0.9252006005073252,0.8060836501901141,0.9525029766526892,classification,no info,no info,no info,no info,no info,no info,0.125,shap_kernel,kt_stratified,0.04529128006276264,0.009740666094467259,1.0,0.0,5.1211730480194095,0.37011869029764916,0.09977420896761773,0.02018563477388036,0.00101110935211176,6.792846624430185e-05,4.0,0.0
4,shap,kernel,kernel_thinning,no info,no info,no info,4.0,xgboost,stratified,phoneme,small,1489,phoneme,5,2.0,4046,1351,5,0.7390180878552972,0.9252006005073252,0.8060836501901141,0.9525029766526892,classification,no info,no info,no info,no info,no info,no info,0.125,shap_kernel,kt_stratified,0.056209369025816844,0.010747919710063416,1.0,0.0,6.2748167514801025,0.13851415146152357,0.10760606556245536,0.014344299587571772,0.0010233640670775901,6.168855685019563e-05,4.0,0.0
4,shapiq,kernel,kernel_thinning,no info,no info,no info,2.0,nn,stratified,PhishingWebsites,small,4534,PhishingWebsites,30,2.0,4944,2237,30,0.9464812473662032,0.9882062092571584,0.9732711073398388,0.9962762564980224,classification,no info,no info,no info,no info,no info,no info,0.125,shapiq_kernel,kt_stratified,0.0038669997665805996,0.00023927570251660202,0.48472954850245864,0.04270503904390938,1220.6784902095794,12.363733883902755,0.14038113406644978,0.008716793928239628,0.0034836053848265997,0.0010325539674035371,4.0,0.0
4,shapiq,kernel,kernel_thinning,no info,no info,no info,2.0,xgboost,stratified,PhishingWebsites,small,4534,PhishingWebsites,30,2.0,4944,2237,30,0.9464812473662032,0.9882062092571584,0.9732711073398388,0.9962762564980224,classification,no info,no info,no info,no info,no info,no info,0.125,shapiq_kernel,kt_stratified,0.00392869003118292,0.0003623028154685573,0.4279660259275816,0.04264120089401656,1291.3490067720413,21.020900448418097,0.1398995309027646,0.009643015906955954,0.0044256448745727105,0.0019154527088546453,4.0,0.0
4,shapiq,kernel,kernel_thinning,no info,no info,no info,4.0,nn,stratified,phoneme,small,1489,phoneme,5,2.0,4046,1351,5,0.7390180878552972,0.9252006005073252,0.8060836501901141,0.9525029766526892,classification,no info,no info,no info,no info,no info,no info,0.125,shapiq_kernel,kt_stratified,0.02410674529004739,0.001552137748020288,0.6360621761658031,0.01827503697110556,3.3718725204467774,0.07823292137113712,0.09977420896761773,0.02018563477388036,0.00099513530731197,3.1198427226872425e-05,4.0,0.0
4,shapiq,kernel,kernel_thinning,no info,no info,no info,4.0,xgboost,stratified,phoneme,small,1489,phoneme,5,2.0,4046,1351,5,0.7390180878552972,0.9252006005073252,0.8060836501901141,0.9525029766526892,classification,no info,no info,no info,no info,no info,no info,0.125,shapiq_kernel,kt_stratified,0.02527008246304941,0.0024860653198858877,0.6056994818652849,0.019723192956637648,5.398863458633423,0.09818833750710569,0.10760606556245536,0.014344299587571772,0.00102512836456295,5.3290099254221554e-05,4.0,0.0
5,sage,permutation,kernel_thinning,no info,no info,no info,4.0,nn,stratified,bank-marketing,small,1461,bank-marketing,16,2.0,33908,11303,16,0.5270567531896172,0.9185136369980046,0.5512660855126609,0.9318504165733557,classification,no info,no info,no info,no info,no info,no info,0.078125,sage_permutation,kt_stratified,0.00144862460914861,0.0005683983871159132,0.96,0.08432740427115676,1.2092843532562256,1.5770353082996835,0.09055600513328572,0.008512906028644006,0.0058537483215331506,0.0005383684997490493,5.0,0.0
5,sage,permutation,kernel_thinning,no info,no info,no info,4.0,nn,stratified,churn,small,40701,churn,20,2.0,3750,1250,20,0.793002915451895,0.921620789842939,0.8271604938271605,0.9280837102066152,classification,no info,no info,no info,no info,no info,no info,0.15625,sage_permutation,kt_stratified,0.00451989126180346,0.0008129059639198167,0.9800000000000001,0.06324555320336758,1.928641104698181,1.3203129123063935,0.10483414038568124,0.008451087293580316,0.00178501605987543,5.1875442709525e-05,5.0,0.0
5,sage,permutation,kernel_thinning,no info,no info,no info,4.0,nn,stratified,jm1,small,1053,jm1,21,2.0,6820,2420,21,0.209375,0.6945319972231567,0.3366834170854271,0.6775009630523321,classification,no info,no info,no info,no info,no info,no info,0.15625,sage_permutation,kt_stratified,0.001686348294534,0.000781114576775466,0.72,0.10327955589886448,1.41302490234375,1.3565343347914929,0.03564613040547639,0.014222732082895102,0.0018192291259765201,8.563592087543032e-05,5.0,0.0
5,sage,permutation,kernel_thinning,no info,no info,no info,4.0,nn,stratified,wilt,small,40983,wilt,5,2.0,3624,1206,5,0.8873239436619719,0.997132796780684,0.8208955223880597,0.99307092555332,classification,no info,no info,no info,no info,no info,no info,0.15625,sage_permutation,kt_stratified,0.10968640494160084,0.04234102347626233,1.0,0.0,0.583173680305481,1.3514579428681284,0.04173758096264463,0.005712910040526281,0.0014469623565673301,5.9757249238714835e-05,5.0,0.0
5,sage,permutation,kernel_thinning,no info,no info,no info,4.0,xgboost,stratified,churn,small,40701,churn,20,2.0,3750,1250,20,0.793002915451895,0.921620789842939,0.8271604938271605,0.9280837102066152,classification,no info,no info,no info,no info,no info,no info,0.15625,sage_permutation,kt_stratified,0.01564074863200107,0.00571898125063088,0.82,0.11352924243950933,3.6923860788345335,1.8459104538972255,0.10425770854519509,0.006377880643472012,0.00179307460784907,4.769524461400359e-05,5.0,0.0
5,sage,permutation,kernel_thinning,no info,no info,no info,4.0,xgboost,stratified,wilt,small,40983,wilt,5,2.0,3624,1206,5,0.8873239436619719,0.997132796780684,0.8208955223880597,0.99307092555332,classification,no info,no info,no info,no info,no info,no info,0.15625,sage_permutation,kt_stratified,0.02181735855939475,0.01149007255048221,1.0,0.0,0.7567338228225708,0.45706267905251163,0.04446634475370141,0.007139880902565188,0.00144720077514644,3.0340943500738872e-05,5.0,0.0
5,shap,kernel,kernel_thinning,no info,no info,no info,4.0,nn,stratified,bank-marketing,small,1461,bank-marketing,16,2.0,33908,11303,16,0.5270567531896172,0.9185136369980046,0.5512660855126609,0.9318504165733557,classification,no info,no info,no info,no info,no info,no info,0.078125,shap_kernel,kt_stratified,0.00832097865316004,0.0012817292070705151,0.6674951171875001,0.051222635060400735,218.27843778133393,3.1004107611557123,0.09055600513328572,0.008512906028644006,0.00588049888610837,0.00012050062753756328,5.0,0.0
5,shap,kernel,kernel_thinning,no info,no info,no info,4.0,nn,stratified,churn,small,40701,churn,20,2.0,3750,1250,20,0.793002915451895,0.921620789842939,0.8271604938271605,0.9280837102066152,classification,no info,no info,no info,no info,no info,no info,0.15625,shap_kernel,kt_stratified,0.011853786875406839,0.0021541275613679777,0.631648,0.04424576534665337,66.45059359073639,1.5318732955262155,0.10483414038568124,0.008451087293580316,0.0019519805908202602,0.0007823739956383677,5.0,0.0
5,shap,kernel,kernel_thinning,no info,no info,no info,4.0,nn,stratified,jm1,small,1053,jm1,21,2.0,6820,2420,21,0.209375,0.6945319972231567,0.3366834170854271,0.6775009630523321,classification,no info,no info,no info,no info,no info,no info,0.15625,shap_kernel,kt_stratified,0.00528873234113318,0.0017941715511967592,0.7449421487603305,0.07128633269406469,120.88237490653992,1.7767763467670943,0.03564613040547639,0.014222732082895102,0.00195813179016108,7.027629999194845e-05,5.0,0.0
5,shap,kernel,kernel_thinning,no info,no info,no info,4.0,nn,stratified,wilt,small,40983,wilt,5,2.0,3624,1206,5,0.8873239436619719,0.997132796780684,0.8208955223880597,0.99307092555332,classification,no info,no info,no info,no info,no info,no info,0.15625,shap_kernel,kt_stratified,0.03912310038277729,0.0030016505593279397,1.0,0.0,4.8444061279296875,0.172948068556605,0.04173758096264463,0.005712910040526281,0.00155284404754634,6.516226400416983e-05,5.0,0.0
5,shap,kernel,kernel_thinning,no info,no info,no info,4.0,xgboost,stratified,churn,small,40701,churn,20,2.0,3750,1250,20,0.793002915451895,0.921620789842939,0.8271604938271605,0.9280837102066152,classification,no info,no info,no info,no info,no info,no info,0.15625,shap_kernel,kt_stratified,0.01411084093748417,0.001882635923392556,0.5622879999999999,0.03132397477261714,99.54261293411255,0.7201816372690271,0.10425770854519509,0.006377880643472012,0.00182209014892574,6.338599052277093e-05,5.0,0.0
5,shap,kernel,kernel_thinning,no info,no info,no info,4.0,xgboost,stratified,wilt,small,40983,wilt,5,2.0,3624,1206,5,0.8873239436619719,0.997132796780684,0.8208955223880597,0.99307092555332,classification,no info,no info,no info,no info,no info,no info,0.15625,shap_kernel,kt_stratified,0.03606956475884791,0.005052960725707711,1.0,0.0,5.263145303726196,0.0680441946671531,0.04446634475370141,0.007139880902565188,0.00144383907318111,4.289745175633774e-05,5.0,0.0
5,shapiq,kernel,kernel_thinning,no info,no info,no info,4.0,nn,stratified,bank-marketing,small,1461,bank-marketing,16,2.0,33908,11303,16,0.5270567531896172,0.9185136369980046,0.5512660855126609,0.9318504165733557,classification,no info,no info,no info,no info,no info,no info,0.078125,shapiq_kernel,kt_stratified,0.00236966968309151,0.0003511590022182823,0.4926953125,0.04745913571468438,1774.1657141923904,31.27933785936216,0.09055600513328572,0.008512906028644006,0.0064751625061034695,0.0011655261998902388,5.0,0.0
5,shapiq,kernel,kernel_thinning,no info,no info,no info,4.0,nn,stratified,churn,small,40701,churn,20,2.0,3750,1250,20,0.793002915451895,0.921620789842939,0.8271604938271605,0.9280837102066152,classification,no info,no info,no info,no info,no info,no info,0.15625,shapiq_kernel,kt_stratified,0.00349389120628144,0.0002778104663858124,0.430096,0.0527818662463203,507.7065508127213,13.664526161095036,0.10483414038568124,0.008451087293580316,0.00173580646514888,4.4860616663670615e-05,5.0,0.0
5,shapiq,kernel,kernel_thinning,no info,no info,no info,4.0,nn,stratified,jm1,small,1053,jm1,21,2.0,6820,2420,21,0.209375,0.6945319972231567,0.3366834170854271,0.6775009630523321,classification,no info,no info,no info,no info,no info,no info,0.15625,shapiq_kernel,kt_stratified,0.00174169093179612,0.00024141103456900396,0.5300165289256198,0.06830742583094812,1043.2374471902847,14.323654480010928,0.03564613040547639,0.014222732082895102,0.0017789840698241798,2.8905886185082278e-05,5.0,0.0
5,shapiq,kernel,kernel_thinning,no info,no info,no info,4.0,nn,stratified,wilt,small,40983,wilt,5,2.0,3624,1206,5,0.8873239436619719,0.997132796780684,0.8208955223880597,0.99307092555332,classification,no info,no info,no info,no info,no info,no info,0.15625,shapiq_kernel,kt_stratified,0.01115887098593905,0.0008322955102158573,0.6614096185737977,0.016411310985978964,3.3501476287841796,0.129679023757755,0.04173758096264463,0.005712910040526281,0.00142781734466548,2.851050489614867e-05,5.0,0.0
5,shapiq,kernel,kernel_thinning,no info,no info,no info,4.0,xgboost,stratified,churn,small,40701,churn,20,2.0,3750,1250,20,0.793002915451895,0.921620789842939,0.8271604938271605,0.9280837102066152,classification,no info,no info,no info,no info,no info,no info,0.15625,shapiq_kernel,kt_stratified,0.00202659756015857,0.0005289378706235643,0.347968,0.03277443339623806,576.0683142423629,17.568985363336516,0.10425770854519509,0.006377880643472012,0.00173981189727779,5.2513708899075275e-05,5.0,0.0
5,shapiq,kernel,kernel_thinning,no info,no info,no info,4.0,xgboost,stratified,wilt,small,40983,wilt,5,2.0,3624,1206,5,0.8873239436619719,0.997132796780684,0.8208955223880597,0.99307092555332,classification,no info,no info,no info,no info,no info,no info,0.15625,shapiq_kernel,kt_stratified,0.008733721555204679,0.0006456009097482193,0.689021558872305,0.016042922660675148,5.149181127548218,0.0878674293396299,0.04446634475370141,0.007139880902565188,0.0015313863754271898,3.0822859886257587e-05,5.0,0.0
6,expected_gradients,na,kernel_thinning,no info,no info,no info,2.0,nn,stratified,har,large,1478,har,561,6.0,7724,2575,561,0.9731786138460417,0.9988643271557596,0.9914459375720288,0.999893475304936,classification,no info,no info,no info,no info,no info,no info,0.1875,expected_gradients,kt_stratified,0.00815984201617535,0.0003064464621577416,0.8007689320388349,0.01382177331836435,221.98954012393952,10.9277335194566,0.06800190287704674,0.0034034002102990477,0.01142420768737789,0.0024991632731521797,6.0,0.0
6,expected_gradients,na,kernel_thinning,no info,no info,no info,4.0,nn,stratified,nomao,large,1486,nomao,118,2.0,24319,8335,118,0.9729091062536924,0.9917894713422952,0.9785371601717028,0.9948552097228254,classification,no info,no info,no info,no info,no info,no info,0.09375,expected_gradients,kt_stratified,0.02651362325996155,0.0019857976885867016,0.8579492187500002,0.013215821110286229,188.47256605625154,25.45364863739505,0.05753558673294664,0.007263799288920443,0.014814901351928662,0.0029082098885815015,6.0,0.0
6,sage,permutation,kernel_thinning,no info,no info,no info,4.0,nn,stratified,adult,small,1590,adult,14,2.0,36600,12209,14,0.6712660824165579,0.9113063528634022,0.7083179297597042,0.9263513778939948,classification,no info,no info,no info,no info,no info,no info,0.09375,sage_permutation,kt_stratified,0.0026937505102442,0.0004928410314648442,1.0,0.0,0.7875120401382446,1.2252536980184716,0.0586704529777326,0.005936956576201459,0.0061770677566528,7.011553569149491e-05,6.0,0.0
6,sage,permutation,kernel_thinning,no info,no info,no info,4.0,nn,stratified,wall-robot-navigation,small,1497,wall-robot-navigation,24,4.0,4092,1364,24,0.8936266170727131,0.9687619830166454,0.996334189261342,0.9999599366439056,classification,no info,no info,no info,no info,no info,no info,0.1875,sage_permutation,kt_stratified,0.02180440317199132,0.0051609401819813746,0.4800000000000001,0.16865480854231357,0.99904465675354,1.5306358567149163,0.1044349662808407,0.01375718703229929,0.0018172025680541297,2.965550817880807e-05,6.0,0.0
6,sage,permutation,kernel_thinning,no info,no info,no info,4.0,xgboost,stratified,adult,small,1590,adult,14,2.0,36600,12209,14,0.6712660824165579,0.9113063528634022,0.7083179297597042,0.9263513778939948,classification,no info,no info,no info,no info,no info,no info,0.09375,sage_permutation,kt_stratified,0.00370768145993473,0.0015603869105665117,1.0,0.0,1.220208501815796,0.839479821992971,0.059692439378258924,0.005820770056341152,0.00617880821228021,7.318702208048005e-05,6.0,0.0
6,sage,permutation,kernel_thinning,no info,no info,no info,4.0,xgboost,stratified,bank-marketing,small,1461,bank-marketing,16,2.0,33908,11303,16,0.5270567531896172,0.9185136369980046,0.5512660855126609,0.9318504165733557,classification,no info,no info,no info,no info,no info,no info,0.09375,sage_permutation,kt_stratified,0.00630067949152968,0.002070280291254185,0.8400000000000001,0.12649110640673517,1.4674813985824584,0.6279590653166903,0.0726152260019106,0.006422531603367565,0.006375455856323179,0.00010679142863228036,6.0,0.0
6,sage,permutation,kernel_thinning,no info,no info,no info,4.0,xgboost,stratified,jm1,small,1053,jm1,21,2.0,6820,2420,21,0.209375,0.6945319972231567,0.3366834170854271,0.6775009630523321,classification,no info,no info,no info,no info,no info,no info,0.1875,sage_permutation,kt_stratified,0.0032665695053557,0.0006816070174891589,0.4,0.1333333333333333,21.794464230537415,11.01333756627522,0.025320542366984278,0.00514819619122588,0.00213637351989741,7.14236168565728e-05,6.0,0.0
6,sage,permutation,kernel_thinning,no info,no info,no info,4.0,xgboost,stratified,wall-robot-navigation,small,1497,wall-robot-navigation,24,4.0,4092,1364,24,0.8936266170727131,0.9687619830166454,0.996334189261342,0.9999599366439056,classification,no info,no info,no info,no info,no info,no info,0.1875,sage_permutation,kt_stratified,0.025365867916634078,0.005517126682969896,0.76,0.08432740427115681,1.0174647569656372,0.48768800947994356,0.10751207220072549,0.016005540581694285,0.00188636779785151,4.430210982059615e-05,6.0,0.0
6,shap,kernel,kernel_thinning,no info,no info,no info,4.0,nn,stratified,adult,small,1590,adult,14,2.0,36600,12209,14,0.6712660824165579,0.9113063528634022,0.7083179297597042,0.9263513778939948,classification,no info,no info,no info,no info,no info,no info,0.09375,shap_kernel,kt_stratified,0.00973342733975433,0.0016618419568479727,0.8649560546875001,0.03330437713827624,213.99533107280732,15.947340888980362,0.0586704529777326,0.005936956576201459,0.00640561580657954,0.00034633372203801943,6.0,0.0
6,shap,kernel,kernel_thinning,no info,no info,no info,4.0,nn,stratified,wall-robot-navigation,small,1497,wall-robot-navigation,24,4.0,4092,1364,24,0.8936266170727131,0.9687619830166454,0.996334189261342,0.9999599366439056,classification,no info,no info,no info,no info,no info,no info,0.1875,shap_kernel,kt_stratified,0.013667524096290221,0.0011493857907838453,0.7569794721407623,0.015542245335887741,93.55089845657349,1.1597856942507625,0.1044349662808407,0.01375718703229929,0.0018290758132934002,2.9630707308051714e-05,6.0,0.0
6,shap,kernel,kernel_thinning,no info,no info,no info,4.0,xgboost,stratified,adult,small,1590,adult,14,2.0,36600,12209,14,0.6712660824165579,0.9113063528634022,0.7083179297597042,0.9263513778939948,classification,no info,no info,no info,no info,no info,no info,0.09375,shap_kernel,kt_stratified,0.01266909623059928,0.001994349203075296,0.8307861328125001,0.025093858747403705,354.00096917152405,20.320944121462315,0.059692439378258924,0.005820770056341152,0.006755352020263619,0.0011526558804946649,6.0,0.0
6,shap,kernel,kernel_thinning,no info,no info,no info,4.0,xgboost,stratified,bank-marketing,small,1461,bank-marketing,16,2.0,33908,11303,16,0.5270567531896172,0.9185136369980046,0.5512660855126609,0.9318504165733557,classification,no info,no info,no info,no info,no info,no info,0.09375,shap_kernel,kt_stratified,0.01458560025976538,0.0021122083465986343,0.6486767578125,0.033365738138013384,392.4408143758774,3.9153045617907773,0.0726152260019106,0.006422531603367565,0.0070223093032836595,0.0012792247100332588,6.0,0.0
6,shap,kernel,kernel_thinning,no info,no info,no info,4.0,xgboost,stratified,jm1,small,1053,jm1,21,2.0,6820,2420,21,0.209375,0.6945319972231567,0.3366834170854271,0.6775009630523321,classification,no info,no info,no info,no info,no info,no info,0.1875,shap_kernel,kt_stratified,0.01179540409344146,0.001402909177362332,0.6959504132231404,0.021465730196612024,226.1420670747757,4.8081503705065725,0.025320542366984278,0.00514819619122588,0.00239796638488765,0.0009254213371935612,6.0,0.0
6,shap,kernel,kernel_thinning,no info,no info,no info,4.0,xgboost,stratified,wall-robot-navigation,small,1497,wall-robot-navigation,24,4.0,4092,1364,24,0.8936266170727131,0.9687619830166454,0.996334189261342,0.9999599366439056,classification,no info,no info,no info,no info,no info,no info,0.1875,shap_kernel,kt_stratified,0.01063492153441453,0.0020928857587316965,0.6719501466275659,0.050723062658731735,157.89850192070008,0.65732537390263,0.10751207220072549,0.016005540581694285,0.00189950466156001,4.050441713729435e-05,6.0,0.0
