size,explainer,strategy,method,kernel,g,num_bins,target_size,model_name,data_modification_method,dataset_name,Group,dataset_id,name,n_features_before_preprocessing,n_classes,n_samples_train,n_samples_test,n_features_after_preprocessing,f1_ann,roc_auc_ann,f1_xgboost,roc_auc_xgboost,task,mse_ann_baseline,mse_ann,improvement_ann_percent,mse_xgboost_baseline,mse_xgboost,improvement_xgboost_percent,compression_coefficient,explainer_total,method_total,mae_mean,mae_std,top_k_mean,top_k_std,explanation_time_mean,explanation_time_std,mmd_mean,mmd_std,compression_time_mean,compression_time_std,unique_samples_mean,unique_samples_std
16,shapiq,kernel,iid,no info,no info,no info,16.0,xgboost,none,kin8nm,small,44980,kin8nm,8,no info,6144,2048,8,no info,no info,no info,no info,regression,0.9502,0.0799,91.59,0.9502,0.2067,78.25,0.5,shapiq_kernel,iid,0.031296753627018496,0.0035669882101572446,0.6810644531250001,0.03307321943810312,114.06603922843934,0.7854582483457762,0.046401455105051795,0.007753701071741934,0.00021605491638179,7.894499631965166e-06,16.0,0.0
16,shapiq,kernel,iid,no info,no info,no info,16.0,xgboost,none,kings_county,small,44989,kings_county,21,no info,16209,5404,21,no info,no info,no info,no info,regression,0.927,0.112,87.92,0.927,0.0988,89.34,0.25,shapiq_kernel,iid,0.00510217860415404,0.0004257813804288634,0.6040771484375,0.030492209507885934,3632.8243775367737,5.625247940379025,0.05151382432680057,0.011109273809558255,0.0002513170242309,3.166421541867477e-05,16.0,0.0
16,shapiq,kernel,iid,no info,no info,no info,16.0,xgboost,none,miami_housing,small,44983,miami_housing,15,no info,10449,3483,15,no info,no info,no info,no info,regression,1.0066,0.0868,91.38,1.0066,0.0832,91.73,0.5,shapiq_kernel,iid,0.00821840725636512,0.0015816284841543011,0.6032098765432099,0.026252199661157927,2978.7941123008727,52.91391130674887,0.04756103408380917,0.01846692035097271,0.00026421546936031,8.241529440982431e-05,16.0,0.0
16,shapiq,kernel,iid,no info,no info,no info,16.0,xgboost,none,naval_propulsion_plant,small,44969,naval_propulsion_plant,14,no info,8950,2984,14,no info,no info,no info,no info,regression,1.0002,0.0009,99.91,1.0002,0.0054,99.46,0.5,shapiq_kernel,iid,0.00954015630599456,0.0016876733414951316,0.7921313672922252,0.06539680090933508,2457.7360293388365,18.316741325170284,0.03167786757684965,0.017515243011040942,0.00020916461944575,3.90369602832252e-05,16.0,0.0
16,shapiq,kernel,iid,no info,no info,no info,16.0,xgboost,none,pendigits,small,32,pendigits,16,10.0,8244,2748,16,0.9952696383827734,0.9993380200536052,0.9905348264157636,0.9996221032412588,classification,no info,no info,no info,no info,no info,no info,0.5,shapiq_kernel,iid,0.00564711095601326,0.0003309444631548516,0.6704294032023289,0.030382324436380743,4798.65696208477,10.178445069606875,0.04338286089156521,0.011955017961470048,0.00026476383209225,4.659621247104252e-05,16.0,0.0
16,shapiq,kernel,iid,no info,no info,no info,16.0,xgboost,none,phoneme,small,1489,phoneme,5,2.0,4046,1351,5,0.7390180878552972,0.9252006005073252,0.8060836501901141,0.9525029766526892,classification,no info,no info,no info,no info,no info,no info,0.5,shapiq_kernel,iid,0.01291869715211216,0.0011963760495556446,0.6988452997779422,0.017771477964110122,17.478438425064088,0.1113310506075949,0.04117164934814899,0.013859284641709182,0.00018131732940668,1.1360033039256064e-05,16.0,0.0
16,shapiq,kernel,iid,no info,no info,no info,16.0,xgboost,none,physiochemical_protein,small,44963,physiochemical_protein,9,no info,33276,11313,9,no info,no info,no info,no info,regression,1.0032,0.4333,56.81,1.0032,0.3814,61.98,0.25,shapiq_kernel,iid,0.04920700557193533,0.014933639907544975,0.8102587890625002,0.04188141762566879,414.00771553516387,8.059774433432322,0.04124791337850909,0.03379094288323898,0.00021533966064450004,2.1374151373699283e-05,16.0,0.0
16,shapiq,kernel,iid,no info,no info,no info,16.0,xgboost,none,sarcos,small,44976,sarcos,21,no info,34231,11943,21,no info,no info,no info,no info,regression,1.0382,0.0152,98.54,1.0382,0.0202,98.05,0.25,shapiq_kernel,iid,0.0054487026354989605,0.0006414575124211288,0.68724609375,0.03878574103999277,3659.1305436849593,3.3512510200529917,0.0551006383237417,0.01682748972287533,0.00025076866149897003,1.9256324744382582e-05,16.0,0.0
16,shapiq,kernel,iid,no info,no info,no info,16.0,xgboost,none,wall-robot-navigation,small,1497,wall-robot-navigation,24,4.0,4092,1364,24,0.8936266170727131,0.9687619830166454,0.996334189261342,0.9999599366439056,classification,no info,no info,no info,no info,no info,no info,0.5,shapiq_kernel,iid,0.00118086107000849,8.232749636537399e-05,0.6611876832844574,0.08353934769110749,1374.023288655281,4.916006215788868,0.05450099217051631,0.012252304108280576,0.000221037864685,3.822775902608152e-05,16.0,0.0
16,shapiq,kernel,iid,no info,no info,no info,16.0,xgboost,none,white_wine,small,44971,white_wine,11,no info,3129,1163,11,no info,no info,no info,no info,regression,0.9906,0.6204,37.37,0.9906,0.4895,50.59,0.5,shapiq_kernel,iid,0.020614956185941717,0.0020330062935890003,0.6490799656061909,0.031026549951889724,425.6483429670334,2.695907141216379,0.04886039360765518,0.014565195056977804,0.00017156600952145,3.963221553492586e-05,16.0,0.0
16,shapiq,kernel,iid,no info,no info,no info,16.0,xgboost,none,wilt,small,40983,wilt,5,2.0,3624,1206,5,0.8873239436619719,0.997132796780684,0.8208955223880597,0.99307092555332,classification,no info,no info,no info,no info,no info,no info,0.5,shapiq_kernel,iid,0.00557715051609007,0.00037106140777435026,0.6994029850746268,0.030952499170758086,14.265149188041686,0.15868868638213776,0.05023182113672949,0.019067011146160533,0.00014650821685786,7.897259296343849e-06,16.0,0.0
16,shapiq,kernel,influence,no info,no info,no info,16.0,nn,none,PhishingWebsites,small,4534,PhishingWebsites,30,2.0,4944,2237,30,0.9464812473662032,0.9882062092571584,0.9732711073398388,0.9962762564980224,classification,no info,no info,no info,no info,no info,no info,0.5,shapiq_kernel,influence,0.0030694751150751698,0.00011766863232594575,0.5900581135449262,0.037767729903316206,1927.5473202228545,9.189233048342816,0.04549943530563047,0.0064262204542173415,150.82186393737794,4.2825580776723795,16.0,0.0
16,shapiq,kernel,influence,no info,no info,no info,16.0,nn,none,churn,small,40701,churn,20,2.0,3750,1250,20,0.793002915451895,0.921620789842939,0.8271604938271605,0.9280837102066152,classification,no info,no info,no info,no info,no info,no info,0.5,shapiq_kernel,influence,0.0022575755678428803,0.0001704589490476415,0.53616,0.05064690140790674,918.6991328239441,17.072203517207434,0.04759905631178857,0.006982481080146048,37.71622655391693,0.997548529205589,16.0,0.0
16,shapiq,kernel,influence,no info,no info,no info,16.0,nn,none,jm1,small,1053,jm1,21,2.0,6820,2420,21,0.209375,0.6945319972231567,0.3366834170854271,0.6775009630523321,classification,no info,no info,no info,no info,no info,no info,0.5,shapiq_kernel,influence,0.00145192448716361,0.00020721307326058982,0.6040826446280991,0.07210477602628311,1682.3245480537414,4.476663741585441,0.027522618470792282,0.011053144278191014,217.5438338279724,7.272831647640487,16.0,0.0
16,shapiq,kernel,influence,no info,no info,no info,16.0,nn,none,letter,small,6,letter,16,26.0,14166,4894,16,0.9423527337317892,0.9992910540892866,0.9605980795734068,0.9995626559908836,classification,no info,no info,no info,no info,no info,no info,0.25,shapiq_kernel,influence,0.00727156427441597,0.00022740030179321902,0.4988525390625,0.02212185612604511,2992.0325437307356,21.628774353635013,0.048247489419731324,0.006913772706751915,1459.4436004161835,58.91197422183051,16.0,0.0
16,shapiq,kernel,influence,no info,no info,no info,16.0,nn,none,wall-robot-navigation,small,1497,wall-robot-navigation,24,4.0,4092,1364,24,0.8936266170727131,0.9687619830166454,0.996334189261342,0.9999599366439056,classification,no info,no info,no info,no info,no info,no info,0.5,shapiq_kernel,influence,0.00536007694900692,0.00020303236995184131,0.49316715542521994,0.026979312762502605,990.6735279798507,6.497237662138921,0.05081954679457109,0.005087249018426316,57.902837777137755,2.87320614667215,16.0,0.0
16,shapiq,kernel,influence,no info,no info,no info,16.0,nn,none,wilt,small,40983,wilt,5,2.0,3624,1206,5,0.8873239436619719,0.997132796780684,0.8208955223880597,0.99307092555332,classification,no info,no info,no info,no info,no info,no info,0.5,shapiq_kernel,influence,0.006587895766023271,0.0009402655616869573,0.6743283582089552,0.01323027901793451,7.732976794242859,0.1761295697283904,0.04250074644064528,0.018239195186723473,47.71591720581055,9.669310453921662,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,PhishingWebsites,small,4534,PhishingWebsites,30,2.0,4944,2237,30,0.9464812473662032,0.9882062092571584,0.9732711073398388,0.9962762564980224,classification,no info,no info,no info,no info,no info,no info,0.5,shapiq_kernel,kt_gaussian,0.00287025306233458,1.4733945198725435e-06,0.6186320965578901,0.003125413704035459,2027.5822117090224,23.776810810928556,0.0231367383345657,0.0,0.014497470855712829,0.0038977125313637458,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,abalone,small,44956,abalone,8,no info,3132,1045,8,no info,no info,no info,no info,regression,1.083,0.4847,55.24,1.083,0.605,44.14,0.5,shapiq_kernel,kt_gaussian,0.00478439521321274,0.00016774929805922058,0.9488038277511961,0.0033287133264930727,33.42199783325195,0.7683800239775481,0.0029213680502278303,6.326777280672029e-05,0.00979421138763422,0.00024577070072604563,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,adult,small,1590,adult,14,2.0,36600,12209,14,0.6712660824165579,0.9113063528634022,0.7083179297597042,0.9263513778939948,classification,no info,no info,no info,no info,no info,no info,0.25,shapiq_kernel,kt_gaussian,0.00172223249730394,8.706665663097891e-07,0.7394287109375001,0.0008338195653817024,2871.78394138813,115.2661223796038,0.0148678820425035,0.0,0.264963674545288,0.007065213274895108,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,bank-marketing,small,1461,bank-marketing,16,2.0,33908,11303,16,0.5270567531896172,0.9185136369980046,0.5512660855126609,0.9318504165733557,classification,no info,no info,no info,no info,no info,no info,0.25,shapiq_kernel,kt_gaussian,0.00122271629383391,8.126959335155934e-07,0.6609814453125,0.0008732972304086401,2899.817353248596,120.894001337668,0.0157075919823055,0.0,0.26061730384826653,0.015982391952872398,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,brazilian_houses,small,44990,brazilian_houses,9,no info,7807,2635,9,no info,no info,no info,no info,regression,0.2036,0.026,87.23,0.2036,0.162,20.43,0.5,shapiq_kernel,kt_gaussian,0.0015309398992062,0.0,0.766831119544592,0.0,160.80601346492767,1.640062699897683,0.0060442332697416,0.0,0.01084208488464352,0.0002509819093910265,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,california_housing,small,44977,california_housing,8,no info,15480,5160,8,no info,no info,no info,no info,regression,0.9821,0.2105,78.57,0.9821,0.1628,83.42,0.25,shapiq_kernel,kt_gaussian,0.01652283922595802,0.00019349970591304462,0.9069140625,0.0023114500669377436,125.96321635246277,2.6914769976219475,0.00588899684954323,1.3661804985144566e-05,0.25321149826049805,0.008392846855383268,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,churn,small,40701,churn,20,2.0,3750,1250,20,0.793002915451895,0.921620789842939,0.8271604938271605,0.9280837102066152,classification,no info,no info,no info,no info,no info,no info,0.5,shapiq_kernel,kt_gaussian,0.00197955413020014,2.6785464592054368e-06,0.617552,0.002208090175292258,957.3997388839722,28.320524971460262,0.0252871644366651,0.0,0.0121747493743896,0.0004985752158488626,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,cps88wages,small,44984,cps88wages,6,no info,19857,6872,6,no info,no info,no info,no info,regression,0.7557,0.5099,32.53,0.7557,0.6487,14.16,0.25,shapiq_kernel,kt_gaussian,0.0030776390618015,0.0,0.8490234375,0.0,44.95253574848175,0.6782492365549428,0.0050983253128406,0.0,0.25390510559082025,0.013111280847724848,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,cpu_activity,small,44978,cpu_activity,21,no info,6144,2048,21,no info,no info,no info,no info,regression,1.1286,0.0217,98.08,1.1286,0.0256,97.73,0.5,shapiq_kernel,kt_gaussian,0.0021131193852017604,6.198792330166178e-06,0.777314453125,0.0037690336594077612,1526.101332616806,36.798879530954494,0.010828095755644779,2.9677198462220827e-05,0.01262032985687252,0.0007961038789557642,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,diamonds,small,44979,diamonds,9,no info,40364,13474,9,no info,no info,no info,no info,regression,1.0207,0.0231,97.74,1.0207,0.0194,98.1,0.25,shapiq_kernel,kt_gaussian,0.0053592842124305,0.0,0.8992675781250001,0.0,250.02065479755402,4.610964240017472,0.0105222360897103,0.0,0.25618205070495603,0.009142265338220714,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,electricity,small,151,electricity,8,2.0,33984,11328,8,0.7791288967499447,0.9039407530576442,0.9040008356836936,0.9766566503575088,classification,no info,no info,no info,no info,no info,no info,0.25,shapiq_kernel,kt_gaussian,0.007581802521387999,0.0,0.67041015625,0.0,140.20207107067108,0.26285548342856246,0.0069716500690765,0.0,0.24141674041748043,0.0024485905571034333,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,fifa,small,45012,fifa,28,no info,14383,4795,28,no info,no info,no info,no info,regression,0.8187,0.2063,74.8,0.8187,0.2434,70.27,0.25,shapiq_kernel,kt_gaussian,0.00326746008773997,3.2962442564483527e-06,0.7681689453125,0.001469078442078746,3005.541206908226,61.568064987453276,0.011481061530897,0.0,0.3053791522979736,0.056160464784879946,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,grid_stability,small,44973,grid_stability,12,no info,7500,2500,12,no info,no info,no info,no info,regression,0.9784,0.0406,95.85,0.9784,0.0671,93.14,0.5,shapiq_kernel,kt_gaussian,0.0078543565301063,0.0,0.81824,0.0,1124.5954821109772,7.213986947465165,0.0236844773479039,0.0,0.0110427856445312,0.00037021315412365583,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,health_insurance,small,44993,health_insurance,11,no info,16077,5486,11,no info,no info,no info,no info,regression,1.0185,0.6291,38.23,1.0185,0.707,30.58,0.25,shapiq_kernel,kt_gaussian,0.0026807692005545,0.0,0.8898437500000002,0.0,960.7572612762451,10.230927534632459,0.0160108376443749,0.0,0.2644545793533325,0.012523720512050618,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,jm1,small,1053,jm1,21,2.0,6820,2420,21,0.209375,0.6945319972231567,0.3366834170854271,0.6775009630523321,classification,no info,no info,no info,no info,no info,no info,0.5,shapiq_kernel,kt_gaussian,0.0010683899040802099,1.6306282625410583e-06,0.7205702479338842,0.0015146255034837763,1846.4067385911942,63.03627771667923,0.0062117898302498,0.0,0.017470884323120082,0.011051259098646644,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,jungle_chess_2pcs_raw_endgame_complete,small,41027,jungle_chess_2pcs_raw_endgame_complete,6,3.0,33614,11205,6,0.875528547229587,0.9777564438841004,0.8721839144579328,0.9783859687090716,classification,no info,no info,no info,no info,no info,no info,0.25,shapiq_kernel,kt_gaussian,0.0100196062977106,0.0,0.67431640625,0.0,47.555438017845155,1.2242415027934186,0.011654851101412,0.0,0.24823184013366695,0.010233357101569215,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,kin8nm,small,44980,kin8nm,8,no info,6144,2048,8,no info,no info,no info,no info,regression,0.9502,0.0799,91.59,0.9502,0.2067,78.25,0.5,shapiq_kernel,kt_gaussian,0.0261561759491507,0.0,0.7597656250000001,0.0,69.01369805335999,1.3486650887906673,0.0183835744594939,0.0,0.01090173721313471,0.0004686280074283384,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,kings_county,small,44989,kings_county,21,no info,16209,5404,21,no info,no info,no info,no info,regression,0.927,0.112,87.92,0.927,0.0988,89.34,0.25,shapiq_kernel,kt_gaussian,0.00296211321132983,1.369582129906679e-06,0.7559521484375,0.0010271845872760104,2885.370692062378,143.2207009280623,0.0142554194127734,0.0,0.27460629940032955,0.006151270307467085,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,letter,small,6,letter,16,26.0,14166,4894,16,0.9423527337317892,0.9992910540892866,0.9605980795734068,0.9995626559908836,classification,no info,no info,no info,no info,no info,no info,0.25,shapiq_kernel,kt_gaussian,0.007097754295743761,5.66167808903351e-06,0.507763671875,0.0018480655144312325,3023.1831889152527,19.65882441749088,0.0165376589855202,0.0,0.28460125923156737,0.028357844019056003,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,miami_housing,small,44983,miami_housing,15,no info,10449,3483,15,no info,no info,no info,no info,regression,1.0066,0.0868,91.38,1.0066,0.0832,91.73,0.5,shapiq_kernel,kt_gaussian,0.00753694065362281,8.155785273859794e-06,0.8709905254091301,0.0008482757743739534,2274.6860117435454,68.75996514345807,0.013682470364989503,0.0,0.0112927913665771,0.0010648142284418309,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,naval_propulsion_plant,small,44969,naval_propulsion_plant,14,no info,8950,2984,14,no info,no info,no info,no info,regression,1.0002,0.0009,99.91,1.0002,0.0054,99.46,0.5,shapiq_kernel,kt_gaussian,0.03142504368064946,5.4588131182673787e-05,0.9354423592493297,0.001372058838175905,1993.0137506484984,102.0892921382184,0.001309860030508,0.0,0.011889314651489211,0.001192622078954191,14.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,pendigits,small,32,pendigits,16,10.0,8244,2748,16,0.9952696383827734,0.9993380200536052,0.9905348264157636,0.9996221032412588,classification,no info,no info,no info,no info,no info,no info,0.5,shapiq_kernel,kt_gaussian,0.00410614084733703,2.472691139609299e-06,0.6396288209606986,0.0018720380096354397,2108.4784828901293,69.51291807428481,0.0157587802014228,0.0,0.0200919151306152,0.022424043845034613,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,phoneme,small,1489,phoneme,5,2.0,4046,1351,5,0.7390180878552972,0.9252006005073252,0.8060836501901141,0.9525029766526892,classification,no info,no info,no info,no info,no info,no info,0.5,shapiq_kernel,kt_gaussian,0.0089456010344721,0.0,0.7761658031088082,0.0,9.433452677726745,0.07953373052310758,0.0057886919064946,0.0,0.00925951004028315,0.00038769310890373335,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,physiochemical_protein,small,44963,physiochemical_protein,9,no info,33276,11313,9,no info,no info,no info,no info,regression,1.0032,0.4333,56.81,1.0032,0.3814,61.98,0.25,shapiq_kernel,kt_gaussian,0.032609201259526245,0.0001852428649289473,0.9653613281250001,0.0008646852977022972,231.0027753829956,9.650764049979426,0.0031494264651689002,3.55200575237763e-05,0.24281780719757076,0.004929316133274139,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,sarcos,small,44976,sarcos,21,no info,34231,11943,21,no info,no info,no info,no info,regression,1.0382,0.0152,98.54,1.0382,0.0202,98.05,0.25,shapiq_kernel,kt_gaussian,0.006797128412712889,5.536213446051528e-06,0.8219140625000001,0.0011315770921571093,2929.5619856119156,118.0901533879761,0.0143364137285301,0.0,0.36010363101959225,0.0795522657222837,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,wall-robot-navigation,small,1497,wall-robot-navigation,24,4.0,4092,1364,24,0.8936266170727131,0.9687619830166454,0.996334189261342,0.9999599366439056,classification,no info,no info,no info,no info,no info,no info,0.5,shapiq_kernel,kt_gaussian,0.00481459695911733,7.588112264966511e-06,0.5880058651026393,0.003688621652748152,1065.4296386241913,5.993689627091023,0.0220884275347377,0.0,0.014865279197692798,0.004520217724503699,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,white_wine,small,44971,white_wine,11,no info,3129,1163,11,no info,no info,no info,no info,regression,0.9906,0.6204,37.37,0.9906,0.4895,50.59,0.5,shapiq_kernel,kt_gaussian,0.0041522268454389,0.0,0.8636285468615646,0.0,278.78081727027893,12.597133047743638,0.014124073197149001,0.0,0.01053907871246333,0.0004953725792741853,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,nn,none,wilt,small,40983,wilt,5,2.0,3624,1206,5,0.8873239436619719,0.997132796780684,0.8208955223880597,0.99307092555332,classification,no info,no info,no info,no info,no info,no info,0.5,shapiq_kernel,kt_gaussian,0.0057673146034458,0.0,0.6827529021558871,0.0,8.691647863388061,0.040539161348183306,0.004353621568408,0.0,0.00945460796356196,6.220478868052828e-05,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,xgboost,none,PhishingWebsites,small,4534,PhishingWebsites,30,2.0,4944,2237,30,0.9464812473662032,0.9882062092571584,0.9732711073398388,0.9962762564980224,classification,no info,no info,no info,no info,no info,no info,0.5,shapiq_kernel,kt_gaussian,0.0026949574639998997,2.392244381936097e-06,0.603272239606616,0.001966558714785165,2253.7669241189956,9.250408014859051,0.0231367383345657,0.0,0.012549543380737249,0.0008587060562331333,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,xgboost,none,abalone,small,44956,abalone,8,no info,3132,1045,8,no info,no info,no info,no info,regression,1.083,0.4847,55.24,1.083,0.605,44.14,0.5,shapiq_kernel,kt_gaussian,0.02261084181500476,0.00024572310445415604,0.900822966507177,0.002541926540231005,57.44564681053161,0.3710836799669781,0.0029213680502278303,6.326777280672029e-05,0.01109204292297358,0.0019520245367307036,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,xgboost,none,adult,small,1590,adult,14,2.0,36600,12209,14,0.6712660824165579,0.9113063528634022,0.7083179297597042,0.9263513778939948,classification,no info,no info,no info,no info,no info,no info,0.25,shapiq_kernel,kt_gaussian,0.0025356402805714897,9.99831427614373e-07,0.6918261718750001,0.0009126782201161651,3625.5399454593658,164.29045888792277,0.0148678820425035,0.0,0.2641522169113159,0.020077782133701233,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,xgboost,none,bank-marketing,small,1461,bank-marketing,16,2.0,33908,11303,16,0.5270567531896172,0.9185136369980046,0.5512660855126609,0.9318504165733557,classification,no info,no info,no info,no info,no info,no info,0.25,shapiq_kernel,kt_gaussian,0.00229489516544405,9.542606542331703e-07,0.6842529296875,0.0008597848858760931,4003.523269152641,155.69009121983117,0.0157075919823055,0.0,0.26608510017395015,0.005092296204535813,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,xgboost,none,brazilian_houses,small,44990,brazilian_houses,9,no info,7807,2635,9,no info,no info,no info,no info,regression,0.2036,0.026,87.23,0.2036,0.162,20.43,0.5,shapiq_kernel,kt_gaussian,0.007667619160379,0.0,0.6859203036053131,0.0,252.84855043888092,6.4245803031866915,0.0060442332697416,0.0,0.01093118190765376,0.0007489696864047411,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,xgboost,none,california_housing,small,44977,california_housing,8,no info,15480,5160,8,no info,no info,no info,no info,regression,0.9821,0.2105,78.57,0.9821,0.1628,83.42,0.25,shapiq_kernel,kt_gaussian,0.02471792097413632,5.6376118198985285e-05,0.8116113281250001,0.0006132418544936764,222.7524298429489,3.7155754727504866,0.00588899684954323,1.3661804985144566e-05,0.26392261981964105,0.016148064391009385,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,xgboost,none,churn,small,40701,churn,20,2.0,3750,1250,20,0.793002915451895,0.921620789842939,0.8271604938271605,0.9280837102066152,classification,no info,no info,no info,no info,no info,no info,0.5,shapiq_kernel,kt_gaussian,0.00137624547948015,1.8343904094964257e-06,0.456128,0.0019563957790908445,1159.7072729349136,22.17281911857042,0.0252871644366651,0.0,0.0116312980651855,0.0002606669770685579,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,xgboost,none,cps88wages,small,44984,cps88wages,6,no info,19857,6872,6,no info,no info,no info,no info,regression,0.7557,0.5099,32.53,0.7557,0.6487,14.16,0.25,shapiq_kernel,kt_gaussian,0.0197249795020062,0.0,0.7514160156249999,0.0,87.1645574092865,25.731243223456975,0.0050983253128406,0.0,0.5535868883132935,0.6511767670591775,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,xgboost,none,cpu_activity,small,44978,cpu_activity,21,no info,6144,2048,21,no info,no info,no info,no info,regression,1.1286,0.0217,98.08,1.1286,0.0256,97.73,0.5,shapiq_kernel,kt_gaussian,0.00197308148722533,3.941475872555898e-06,0.745166015625,0.0014040857308716863,2004.8188392877578,50.06724350795382,0.010828095755644779,2.9677198462220827e-05,0.012563395500183061,0.001130754164070315,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,xgboost,none,diamonds,small,44979,diamonds,9,no info,40364,13474,9,no info,no info,no info,no info,regression,1.0207,0.0231,97.74,1.0207,0.0194,98.1,0.25,shapiq_kernel,kt_gaussian,0.0065311746046673004,0.0,0.884814453125,0.0,407.04488065242765,2.2513847908372595,0.0105222360897103,0.0,0.2522793292999267,0.004647868486936121,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,xgboost,none,electricity,small,151,electricity,8,2.0,33984,11328,8,0.7791288967499447,0.9039407530576442,0.9040008356836936,0.9766566503575088,classification,no info,no info,no info,no info,no info,no info,0.25,shapiq_kernel,kt_gaussian,0.0066698814697042,0.0,0.648046875,0.0,230.96769347190858,6.7380997076497655,0.0069716500690765,0.0,0.2608164310455322,0.009591668994565648,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,xgboost,none,fifa,small,45012,fifa,28,no info,14383,4795,28,no info,no info,no info,no info,regression,0.8187,0.2063,74.8,0.8187,0.2434,70.27,0.25,shapiq_kernel,kt_gaussian,0.0037920192067387197,1.959136102982539e-06,0.6292919921875,0.000914490515329989,3964.880543279648,126.00173595640754,0.011481061530897,0.0,0.315369987487793,0.062015374114658676,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,xgboost,none,grid_stability,small,44973,grid_stability,12,no info,7500,2500,12,no info,no info,no info,no info,regression,0.9784,0.0406,95.85,0.9784,0.0671,93.14,0.5,shapiq_kernel,kt_gaussian,0.0083254150963477,0.0,0.7737599999999999,0.0,1818.7301883220673,58.82639649982061,0.0236844773479039,0.0,0.01207840442657466,0.002662931726005306,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,xgboost,none,health_insurance,small,44993,health_insurance,11,no info,16077,5486,11,no info,no info,no info,no info,regression,1.0185,0.6291,38.23,1.0185,0.707,30.58,0.25,shapiq_kernel,kt_gaussian,0.0097347072864811,0.0,0.7596679687500001,0.0,1390.1184080839157,37.520995414299705,0.0160108376443749,0.0,0.2578218936920166,0.02489149054235581,16.0,0.0
16,shapiq,kernel,kernel_thinning,gaussian,4,32,16.0,xgboost,none,jm1,small,1053,jm1,21,2.0,6820,2420,21,0.209375,0.6945319972231567,0.3366834170854271,0.6775009630523321,classification,no info,no info,no info,no info,no info,no info,0.5,shapiq_kernel,kt_gaussian,0.0038547321490378997,4.344987116690155e-06,0.6485206611570248,0.0017254286050626584,2406.886644220352,94.20815599594532,0.0062117898302498,0.0,0.01689453124999997,0.011341162632365492,16.0,0.0
