g,num_bins,execution_time_sec,compressed_size,mmd_score,success
0,1,0.00022912025451660156,16,0.005455974347296166,True
1,1,0.00038886070251464844,32,0.019287874264672267,True
2,1,0.0009257793426513672,64,0.009246403058249086,True
3,1,0.0017850399017333984,128,0.012112088316970304,True
4,1,7.796287536621094e-05,256,0.0005453909514669952,True
5,1,0.00010895729064941406,256,0.0005453909514669952,True
6,1,0.0002567768096923828,256,0.0005453909514669952,True
7,1,0.00017595291137695312,256,0.0005453909514669952,True
0,4,0.0005559921264648438,32,0.00530654524167673,True
1,4,0.0003142356872558594,64,0.003401949075859001,True
2,4,0.0012230873107910156,128,0.008358912924282258,True
3,4,8.821487426757812e-05,256,0.0005453909514669952,True
4,4,0.00013113021850585938,256,0.0005453909514669952,True
5,4,0.0001800060272216797,256,0.0005453909514669952,True
6,4,0.0006070137023925781,256,0.0005453909514669952,True
7,4,7.200241088867188e-05,256,0.0005453909514669952,True
0,16,0.00043702125549316406,64,0.007155259596718366,True
1,16,0.0002338886260986328,128,0.0017954437799172496,True
2,16,7.081031799316406e-05,256,0.0005453909514669952,True
3,16,0.000209808349609375,256,0.0005453909514669952,True
4,16,0.00011086463928222656,256,0.0005453909514669952,True
5,16,8.797645568847656e-05,256,0.0005453909514669952,True
6,16,0.00022077560424804688,256,0.0005453909514669952,True
7,16,9.799003601074219e-05,256,0.0005453909514669952,True
0,32,0.0008032321929931641,128,0.0010744271356921686,True
1,32,0.00038909912109375,256,0.0006276184595690459,True
2,32,0.00021791458129882812,512,5.458437830574425e-05,True
3,32,0.00029587745666503906,512,5.458437830574425e-05,True
4,32,0.00010228157043457031,512,5.458437830574425e-05,True
5,32,0.0001690387725830078,512,5.458437830574425e-05,True
6,32,0.00011491775512695312,512,5.458437830574425e-05,True
7,32,0.00015401840209960938,512,5.458437830574425e-05,True
0,64,0.00022101402282714844,128,0.0010622085419520477,True
1,64,8.511543273925781e-05,256,0.0005453909514669952,True
2,64,0.00014519691467285156,256,0.0005453909514669952,True
3,64,0.00018787384033203125,256,0.0005453909514669952,True
4,64,0.00030612945556640625,256,0.0005453909514669952,True
5,64,9.012222290039062e-05,256,0.0005453909514669952,True
6,64,8.106231689453125e-05,256,0.0005453909514669952,True
7,64,0.0002968311309814453,256,0.0005453909514669952,True
0,128,0.00024080276489257812,256,0.0001914017430795223,True
1,128,0.00019931793212890625,512,5.458437830574425e-05,True
2,128,0.0001251697540283203,512,5.458437830574425e-05,True
3,128,9.989738464355469e-05,512,5.458437830574425e-05,True
4,128,0.0004239082336425781,512,5.458437830574425e-05,True
5,128,0.00025391578674316406,512,5.458437830574425e-05,True
6,128,0.00011014938354492188,512,5.458437830574425e-05,True
7,128,0.0001289844512939453,512,5.458437830574425e-05,True
0,256,0.0001399517059326172,256,0.0005453909514669952,True
1,256,8.416175842285156e-05,256,0.0005453909514669952,True
2,256,0.00030994415283203125,256,0.0005453909514669952,True
3,256,0.0001800060272216797,256,0.0005453909514669952,True
4,256,9.393692016601562e-05,256,0.0005453909514669952,True
5,256,0.00010204315185546875,256,0.0005453909514669952,True
6,256,0.00017881393432617188,256,0.0005453909514669952,True
7,256,7.915496826171875e-05,256,0.0005453909514669952,True
