mae,top_k,explanation_time,size,mmd,explainer,strategy,method,kernel,g,num_bins,target_size,compression_time,unique_samples
0.08099937557578854,0.8176269531250001,65.43492555618286,16,0.07182401523495241,shap,kernel,arfpy,Not needed,Not needed,Not needed,16,218.09942746162415,1
0.010996212587638934,0.9369140625000001,108.37577295303345,32,0.014538453256996986,shap,kernel,arfpy,Not needed,Not needed,Not needed,32,166.13075423240662,1
0.021968166926647846,0.9304687500000002,212.72309160232544,64,0.015187695247764643,shap,kernel,arfpy,Not needed,Not needed,Not needed,64,216.19666385650635,1
0.012545484562659106,0.9432617187500001,396.81216979026794,128,0.006644912705833728,shap,kernel,arfpy,Not needed,Not needed,Not needed,128,168.5966441631317,1
0.02279129711546186,0.9024414062500001,909.3203885555267,256,0.0021566290749935324,shap,kernel,arfpy,Not needed,Not needed,Not needed,256,165.54125118255615,1
0.03724024581101773,0.8166992187500002,65.31865382194519,16,0.07327339580395148,shap,kernel,arfpy,Not needed,Not needed,Not needed,16,166.7349820137024,1
0.04585727849394162,0.8511718750000001,101.76584219932556,32,0.015473700227931764,shap,kernel,arfpy,Not needed,Not needed,Not needed,32,118.59543251991272,1
0.018115641048839354,0.9233398437500001,199.8342080116272,64,0.010394765058538757,shap,kernel,arfpy,Not needed,Not needed,Not needed,64,165.89342999458313,1
0.007981103802142413,0.9473144531250001,397.5680499076843,128,0.005353487790178357,shap,kernel,arfpy,Not needed,Not needed,Not needed,128,169.03721475601196,1
0.022638309557450893,0.8875976562500001,927.9670853614807,256,0.0023276601382825057,shap,kernel,arfpy,Not needed,Not needed,Not needed,256,117.3447060585022,1
0.04824609620568152,0.8645507812500002,65.98264694213867,16,0.06788259027299082,shap,kernel,arfpy,Not needed,Not needed,Not needed,16,167.54010248184204,1
0.01890865602675449,0.8843261718750001,105.60969018936157,32,0.022428445199355718,shap,kernel,arfpy,Not needed,Not needed,Not needed,32,216.76384377479553,1
0.04152107931614955,0.8947265625000002,197.38414645195007,64,0.00933790947310531,shap,kernel,arfpy,Not needed,Not needed,Not needed,64,119.86544919013977,1
0.014951539792547477,0.9282226562500001,396.46029901504517,128,0.005381408851001246,shap,kernel,arfpy,Not needed,Not needed,Not needed,128,213.84570169448853,1
0.024248348824951176,0.9017578125000001,933.8710334300995,256,0.00321023703241341,shap,kernel,arfpy,Not needed,Not needed,Not needed,256,166.23462986946106,1
0.049585964676101574,0.8715820312500001,65.23990511894226,16,0.054392779578555484,shap,kernel,arfpy,Not needed,Not needed,Not needed,16,214.6807301044464,1
0.03982126059340404,0.892041015625,102.21165871620178,32,0.03051661403991157,shap,kernel,arfpy,Not needed,Not needed,Not needed,32,167.68440771102905,1
0.02107438474741698,0.9419921875,196.15408372879028,64,0.009689063739674264,shap,kernel,arfpy,Not needed,Not needed,Not needed,64,116.28540515899658,1
0.01440505722261775,0.9114257812500001,398.3862020969391,128,0.006189480048625795,shap,kernel,arfpy,Not needed,Not needed,Not needed,128,167.47607970237732,1
