mae,top_k,explanation_time,size,mmd,explainer,strategy,method,kernel,g,num_bins,target_size,compression_time,unique_samples
0.04242514674186503,0.609765625,54.614806175231934,8,0.073702355500748,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,8,8.240593194961548,1
0.028864050592376064,0.71982421875,97.50495266914368,16,0.04724126677596929,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,16,8.305583238601685,1
0.020799474950129394,0.7873046875,187.283127784729,32,0.02549529341369955,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,32,7.9808313846588135,1
0.014976326788617685,0.8373046875000001,407.98069286346436,64,0.010548286260910977,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,64,8.111199140548706,1
0.012843857255891272,0.85322265625,752.0569860935211,128,0.006856790106950117,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,128,8.173906087875366,1
0.04653092047254418,0.56396484375,53.69138431549072,8,0.1093244984842976,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,8,8.303409576416016,1
0.03107608282512171,0.68330078125,106.69530987739563,16,0.04379607117143597,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,16,8.222414255142212,1
0.02081352141936303,0.7763671875000001,206.10656642913818,32,0.024103865262088298,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,32,8.667830467224121,1
0.01686174614878344,0.7993164062500001,387.9509027004242,64,0.012616457517020452,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,64,8.567326784133911,1
0.011357941557665785,0.86982421875,735.7617256641388,128,0.004683555718653587,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,128,8.267936944961548,1
0.04784531336735881,0.5982421875,52.652366638183594,8,0.10139592347448673,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,8,7.917659282684326,1
0.027924896728372936,0.72509765625,99.55920696258545,16,0.038977238399680036,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,16,8.305288314819336,1
0.01981747206369139,0.7908203125000001,202.0213429927826,32,0.02471425181300091,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,32,7.9855475425720215,1
0.016182605408984294,0.82294921875,377.62468433380127,64,0.012495290041689533,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,64,8.370674133300781,1
0.011337111975350868,0.8643554687500001,767.5383462905884,128,0.00809290556672776,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,128,8.160561084747314,1
0.045032269351514234,0.59052734375,56.877899408340454,8,0.10850465533778825,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,8,8.741451978683472,1
0.030447589286769817,0.6982421875,108.3407392501831,16,0.04639420706672365,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,16,8.446902751922607,1
0.02777716026487048,0.71484375,207.54647827148438,32,0.03092046017400285,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,32,8.652366876602173,1
0.013521256591475073,0.8487304687500001,407.57218384742737,64,0.00731284484874678,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,64,8.526352643966675,1
0.014881357034379717,0.8291015625000001,758.081574678421,128,0.007337341557980492,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,128,8.885339975357056,1
0.049253782474308186,0.5673828125,51.61328887939453,8,0.12519259573857633,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,8,8.187643051147461,1
0.03282286980020232,0.66005859375,97.52774572372437,16,0.053023022993662294,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,16,8.435634136199951,1
0.023186833657130906,0.75439453125,188.27997946739197,32,0.03988164484700052,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,32,8.028512477874756,1
0.015320351720894179,0.8338867187500001,387.88489532470703,64,0.014274942394467138,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,64,8.40395474433899,1
0.01111692477986031,0.8671875000000001,774.8098528385162,128,0.005372416307982797,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,128,8.639793872833252,1
0.04410847527304747,0.62333984375,52.764551639556885,8,0.08701300322593342,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,8,8.318386793136597,1
0.031907638661533955,0.6890624999999999,100.98674082756042,16,0.04536196119672842,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,16,8.049525260925293,1
0.0240131168307312,0.76552734375,207.45628952980042,32,0.03886515864743162,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,32,8.337050914764404,1
0.014755201078033674,0.82724609375,410.7530953884125,64,0.010525767493322347,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,64,8.415889739990234,1
0.015014967150257283,0.8406250000000001,790.4319636821747,128,0.010566856999826013,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,128,8.789763450622559,1
0.04520539938324275,0.59541015625,55.121826171875,8,0.11029490958097438,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,8,8.111590385437012,1
0.026981418956659075,0.73369140625,103.81437563896179,16,0.03484888430390232,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,16,8.498266458511353,1
0.02417254568577165,0.7478515625000001,191.51165795326233,32,0.023427544595472805,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,32,8.079307317733765,1
0.015435860814309213,0.82587890625,370.87835359573364,64,0.011445652383738625,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,64,8.489525556564331,1
0.009921445846293682,0.88447265625,758.233252286911,128,0.004512753538179426,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,128,8.326003789901733,1
0.044262379721001534,0.5986328125,54.00565695762634,8,0.09844067353971764,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,8,8.307769775390625,1
0.03358519466839042,0.6677734375,102.97578740119934,16,0.0522636371167271,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,16,8.02582597732544,1
0.025050060532843758,0.74560546875,207.42025065422058,32,0.02939938237924916,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,32,8.746978282928467,1
0.014987753261328758,0.8221679687500001,392.98956966400146,64,0.013009689132065627,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,64,8.567159175872803,1
0.012526115848251132,0.84736328125,760.1559014320374,128,0.005134104317707389,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,128,8.504438400268555,1
0.044509635941989915,0.59736328125,54.16958212852478,8,0.08435828638157816,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,8,8.146225452423096,1
0.03390808926760013,0.6751953125000001,107.87080502510071,16,0.046443490626859596,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,16,8.346085786819458,1
0.02327676266580752,0.75126953125,206.93110156059265,32,0.02373855666719471,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,32,8.515927076339722,1
0.019527733137726044,0.7744140625,408.47067952156067,64,0.01719016837141768,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,64,8.746242761611938,1
0.011685091602502877,0.8698242187500002,749.9184377193451,128,0.00877086218960521,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,128,8.341772556304932,1
0.04556740371192019,0.58857421875,53.16800332069397,8,0.0947165124252311,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,8,8.208988428115845,1
0.038696002657102116,0.65556640625,103.95708537101746,16,0.06932493873849926,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,16,8.072189092636108,1
0.01885324819689006,0.80283203125,200.41837739944458,32,0.017946112869095476,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,32,8.43074369430542,1
0.01766180065415022,0.8070312500000001,385.42857217788696,64,0.013068203331754902,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,64,8.25964641571045,1
0.011889065596431929,0.8552734375000001,759.2574985027313,128,0.006702997536621069,shapiq,kernel,arfpy,Not needed,Not needed,Not needed,128,8.420848846435547,1
