dataset,repeat,method,time_explanation,time_sample_choose,n_original,n_sample,g
german,0,cte_shap_kernel,18.66659379005432,0.0023119449615478516,200,16,1
german,0,cte_shap_permutation,2.9422450065612793,0.0023119449615478516,200,16,1
german,0,cte_sage_kernel,22.97829294204712,0.0023119449615478516,200,16,1
german,0,cte_sage_permutation,20.465322971343994,0.0023119449615478516,200,16,1
german,0,cte_with_predictions_shap_kernel,20.993075132369995,0.00021791458129882812,200,16,1
german,0,cte_with_predictions_shap_permutation,0.6088991165161133,0.00021791458129882812,200,16,1
german,0,cte_with_predictions_sage_kernel,22.91051483154297,0.00021791458129882812,200,16,1
german,0,cte_with_predictions_sage_permutation,22.31752586364746,0.00021791458129882812,200,16,1
german,0,cte_stratified_shap_kernel,30.19483208656311,0.0003108978271484375,200,24,1
german,0,cte_stratified_shap_permutation,0.9765169620513916,0.0003108978271484375,200,24,1
german,0,cte_stratified_sage_kernel,26.51026487350464,0.0003108978271484375,200,24,1
german,0,cte_stratified_sage_permutation,28.51151418685913,0.0003108978271484375,200,24,1
german,0,iid_shap_kernel,22.259490728378296,3.933906555175781e-05,200,16,1
german,0,iid_shap_permutation,0.863461971282959,3.933906555175781e-05,200,16,1
german,0,iid_sage_kernel,24.7365620136261,3.933906555175781e-05,200,16,1
german,0,iid_sage_permutation,20.680418014526367,3.933906555175781e-05,200,16,1
german,1,cte_shap_kernel,22.912031888961792,0.0002129077911376953,200,16,1
german,1,cte_shap_permutation,0.7300779819488525,0.0002129077911376953,200,16,1
german,1,cte_sage_kernel,18.19938087463379,0.0002129077911376953,200,16,1
german,1,cte_sage_permutation,21.43147373199463,0.0002129077911376953,200,16,1
german,1,cte_with_predictions_shap_kernel,23.41608715057373,0.0002231597900390625,200,16,1
german,1,cte_with_predictions_shap_permutation,0.7438437938690186,0.0002231597900390625,200,16,1
german,1,cte_with_predictions_sage_kernel,26.613888025283813,0.0002231597900390625,200,16,1
german,1,cte_with_predictions_sage_permutation,27.596978902816772,0.0002231597900390625,200,16,1
german,1,cte_stratified_shap_kernel,31.53609299659729,0.0002982616424560547,200,24,1
german,1,cte_stratified_shap_permutation,0.9874181747436523,0.0002982616424560547,200,24,1
german,1,cte_stratified_sage_kernel,48.659411907196045,0.0002982616424560547,200,24,1
german,1,cte_stratified_sage_permutation,46.285670042037964,0.0002982616424560547,200,24,1
german,1,iid_shap_kernel,23.278631925582886,3.695487976074219e-05,200,16,1
german,1,iid_shap_permutation,0.7192540168762207,3.695487976074219e-05,200,16,1
german,1,iid_sage_kernel,27.019217252731323,3.695487976074219e-05,200,16,1
german,1,iid_sage_permutation,31.668394804000854,3.695487976074219e-05,200,16,1
german,2,cte_shap_kernel,24.153931856155396,0.0002079010009765625,200,16,1
german,2,cte_shap_permutation,0.7990739345550537,0.0002079010009765625,200,16,1
german,2,cte_sage_kernel,44.15129494667053,0.0002079010009765625,200,16,1
german,2,cte_sage_permutation,38.642330169677734,0.0002079010009765625,200,16,1
german,2,cte_with_predictions_shap_kernel,23.73741102218628,0.0002071857452392578,200,16,1
german,2,cte_with_predictions_shap_permutation,0.7218050956726074,0.0002071857452392578,200,16,1
german,2,cte_with_predictions_sage_kernel,27.198357105255127,0.0002071857452392578,200,16,1
german,2,cte_with_predictions_sage_permutation,27.427638053894043,0.0002071857452392578,200,16,1
german,2,cte_stratified_shap_kernel,32.0280978679657,0.0003077983856201172,200,24,1
german,2,cte_stratified_shap_permutation,0.9425489902496338,0.0003077983856201172,200,24,1
german,2,cte_stratified_sage_kernel,37.854780197143555,0.0003077983856201172,200,24,1
german,2,cte_stratified_sage_permutation,42.76571989059448,0.0003077983856201172,200,24,1
german,2,iid_shap_kernel,23.61275815963745,7.891654968261719e-05,200,16,1
german,2,iid_shap_permutation,0.7443349361419678,7.891654968261719e-05,200,16,1
german,2,iid_sage_kernel,31.91397190093994,7.891654968261719e-05,200,16,1
german,2,iid_sage_permutation,25.546969890594482,7.891654968261719e-05,200,16,1
german,3,cte_shap_kernel,24.135128021240234,0.0002918243408203125,200,16,1
german,3,cte_shap_permutation,0.7038307189941406,0.0002918243408203125,200,16,1
german,3,cte_sage_kernel,32.77006697654724,0.0002918243408203125,200,16,1
german,3,cte_sage_permutation,33.981074810028076,0.0002918243408203125,200,16,1
german,3,cte_with_predictions_shap_kernel,24.432146787643433,0.0002288818359375,200,16,1
german,3,cte_with_predictions_shap_permutation,0.8077950477600098,0.0002288818359375,200,16,1
german,3,cte_with_predictions_sage_kernel,34.43939399719238,0.0002288818359375,200,16,1
german,3,cte_with_predictions_sage_permutation,38.34709405899048,0.0002288818359375,200,16,1
german,3,cte_stratified_shap_kernel,33.47169804573059,0.0003132820129394531,200,24,1
german,3,cte_stratified_shap_permutation,0.9505481719970703,0.0003132820129394531,200,24,1
german,3,cte_stratified_sage_kernel,38.56950879096985,0.0003132820129394531,200,24,1
german,3,cte_stratified_sage_permutation,49.14038610458374,0.0003132820129394531,200,24,1
german,3,iid_shap_kernel,23.342836141586304,7.390975952148438e-05,200,16,1
german,3,iid_shap_permutation,0.7715649604797363,7.390975952148438e-05,200,16,1
