dataset,repeat,method,time_explanation,time_sample_choose,n_original,n_sample,mmd,mae,top_k
compas,0,iid_shap,19.648841857910156,0.0002028942108154297,1235,24,0.0014284552171972553,0.011405232639618047,0.8
compas,0,iid_sage,143.17937922477722,0.0002028942108154297,1235,24,0.0014284552171972553,0.009081685974411141,0.8
compas,1,iid_shap,19.694141149520874,5.91278076171875e-05,1235,24,0.004396467718325248,0.010081700678572883,0.8
compas,1,iid_sage,106.42943525314331,5.91278076171875e-05,1235,24,0.004396467718325248,0.009796339678307897,1.0
compas,2,iid_shap,19.653247833251953,5.507469177246094e-05,1235,24,0.005078796611268643,0.010063261273351137,0.6
compas,2,iid_sage,108.24335408210754,5.507469177246094e-05,1235,24,0.005078796611268643,0.01955349467646927,1.0
