mae,top_k,explanation_time,size,mmd,explainer,strategy,method,data_modification_method,kernel,g,num_bins,target_size,compression_time,unique_samples
0.31897949564735106,0.6,14.328317403793335,16,0.06584385776402285,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,137.11231422424316,1
0.2069631764332902,0.8,24.890358209609985,32,0.0208729789718754,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,90.01763129234314,1
0.114697179846552,0.8,49.229095697402954,64,0.016129798516402283,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,90.6893310546875,1
0.05695767410010161,1.0,95.80034327507019,128,0.006447493916286573,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,112.95903825759888,1
0.054780665111415563,0.8,192.02100944519043,256,0.003917173388145123,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,113.50108623504639,1
0.19397241722116554,0.6,12.942733764648438,16,0.08423904332757698,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,90.13194584846497,1
0.10347240319822006,0.8,24.726208686828613,32,0.022370725064824126,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,89.76234292984009,1
0.16115012739638154,0.6,48.39145565032959,64,0.011164786394798842,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,113.68425369262695,1
0.088167253070391,1.0,96.2694501876831,128,0.00981974870411123,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,137.1504943370819,1
0.058998403045761386,0.8,192.1096420288086,256,0.0045419823414384886,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,90.09122681617737,1
0.28758055395126325,0.6,13.104799270629883,16,0.04033953255404382,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,90.66841125488281,1
0.0888049532773573,1.0,24.736706256866455,32,0.019232905319925553,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,90.14813184738159,1
0.07096851604227924,0.8,48.409708976745605,64,0.014162310557162272,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,183.2686574459076,1
0.053016770091707695,0.8,96.38435935974121,128,0.006176961119848778,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,136.34544134140015,1
0.06838854666508588,1.0,191.79840421676636,256,0.003926758203058378,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,112.73597431182861,1
0.17257352895342826,1.0,12.949026346206665,16,0.060034445797952585,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,89.95827341079712,1
0.13810493588257788,0.8,24.79037308692932,32,0.024727810525106586,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,138.02957224845886,1
0.14823800370937265,0.8,48.71807789802551,64,0.011693301316264892,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,136.5384590625763,1
0.07373853057031646,0.8,96.66131043434143,128,0.00777231917440524,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,112.89316582679749,1
0.05752661045327526,1.0,193.79447674751282,256,0.0029673778820418772,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,90.10031461715698,1
0.26386096845091,0.4,25.663787364959717,16,0.07034689894659246,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,89.84354615211487,1
0.127607221950948,0.8,24.785651922225952,32,0.029432912596281557,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,89.99507427215576,1
0.07733207829697025,0.8,48.65340566635132,64,0.014050787759300909,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,66.4238862991333,1
0.0880702702545986,1.0,97.06655621528625,128,0.008234001039324701,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,113.2394483089447,1
0.037945434116456095,0.8,192.62637042999268,256,0.004207907842294967,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,66.73577737808228,1
0.21246135407736932,0.6,12.948810577392578,16,0.05271055632487387,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,137.21183443069458,1
0.1956778362705105,0.6,49.97597312927246,32,0.027660858665043475,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,160.54202485084534,1
0.0841718426299532,0.8,48.661264181137085,64,0.013928321523097809,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,112.980886220932,1
0.06562693756113663,0.8,96.3908576965332,128,0.0076226172162722206,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,113.33249258995056,1
0.05227946393898032,1.0,192.25894021987915,256,0.005430404723000881,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,112.35152411460876,1
0.12412406723036457,0.8,12.781776905059814,16,0.036725691929184345,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,136.7845914363861,1
0.1870595737267922,0.6,49.59265065193176,32,0.02243469954767313,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,89.9991705417633,1
0.054947700193266016,0.8,48.66984152793884,64,0.013333533865410974,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,89.85446834564209,1
0.06419950999327607,0.8,96.97953391075134,128,0.0062868422160902715,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,112.9526264667511,1
0.0764610085628507,0.8,192.84845733642578,256,0.00387899264175523,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,90.41819977760315,1
0.2245657918498483,0.4,13.054490566253662,16,0.056605611745159545,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,112.8875834941864,1
0.17057984393973344,0.6,24.976297855377197,32,0.033358030691571505,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,89.63699126243591,1
0.09257217754333102,0.8,48.613412380218506,64,0.016190051724581656,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,112.7978675365448,1
0.05832804228164676,0.8,96.12853837013245,128,0.007321096534989857,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,112.57873153686523,1
0.06356362259703575,0.8,191.60726189613342,256,0.004137899019763358,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,158.4274034500122,1
0.16739350308610038,0.6,12.788201093673706,16,0.07550813637235732,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,136.48490476608276,1
0.2264049564919139,0.6,24.892120361328125,32,0.02532286820363866,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,112.83800983428955,1
0.0821865470944027,0.8,48.711405754089355,64,0.014149647463837622,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,66.93916654586792,1
0.05447292079141932,0.8,96.40791654586792,128,0.008857049371855497,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,90.27950358390808,1
0.05556482013752918,1.0,191.73902988433838,256,0.0039023912637292657,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,90.5065336227417,1
0.2172580346967108,0.6,12.881591558456421,16,0.05922341615654464,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,135.7002203464508,1
0.0828237064056502,0.8,24.870037078857422,32,0.036379633474782624,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,112.24115633964539,1
0.07227361198985272,0.8,48.40855932235718,64,0.013050014049832526,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,88.87433862686157,1
0.07604125742770038,0.8,96.14014768600464,128,0.00643011267888316,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,159.15294075012207,1
0.059322367015450114,0.8,191.24493432044983,256,0.00447608123498533,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,136.70718264579773,1
