mae,top_k,explanation_time,size,mmd,explainer,strategy,method,data_modification_method,kernel,g,num_bins,target_size,compression_time,unique_samples
0.5813067833819754,0.6,5.144081354141235,16,0.06584385776402285,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,138.49034452438354,1
0.436263064050181,0.4,1.9320268630981445,32,0.0208729789718754,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,90.40961527824402,1
0.30680757491639044,1.0,1.862255573272705,64,0.016129798516402283,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,90.81727623939514,1
0.10631332646216074,1.0,3.373255729675293,128,0.006447493916286573,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,114.08377575874329,1
0.08488095444634261,1.0,7.480249643325806,256,0.003917173388145123,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,113.77692317962646,1
0.6744941495937173,0.4,0.403888463973999,16,0.08423904332757698,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,90.81462478637695,1
0.4255857743406115,0.6,0.9364476203918457,32,0.022370725064824126,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,90.04053735733032,1
0.19571852325099615,0.8,1.8423874378204346,64,0.011164786394798842,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,113.4517252445221,1
0.17499347168566562,0.8,3.625593662261963,128,0.00981974870411123,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,137.43330144882202,1
0.09983275129522892,0.8,7.084022283554077,256,0.0045419823414384886,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,90.63299059867859,1
0.48878749540649813,0.8,0.38055944442749023,16,0.04033953255404382,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,92.14729738235474,1
0.18979145200822858,0.8,0.9435710906982422,32,0.019232905319925553,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,91.74594473838806,1
0.171842723649908,0.8,1.9191429615020752,64,0.014162310557162272,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,185.61309504508972,1
0.14522480386470316,0.8,3.778841495513916,128,0.006176961119848778,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,136.30852007865906,1
0.12624203509474313,1.0,7.4278037548065186,256,0.003926758203058378,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,112.0194091796875,1
0.48726829443113395,0.8,0.4951303005218506,16,0.060034445797952585,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,88.7564446926117,1
0.30467343880711617,0.6,0.9590432643890381,32,0.024727810525106586,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,135.97088527679443,1
0.27775551884944516,0.8,1.9206156730651855,64,0.011693301316264892,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,134.99873661994934,1
0.14233512984670277,1.0,3.94716739654541,128,0.00777231917440524,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,112.1876437664032,1
0.0738712333554316,1.0,7.871991395950317,256,0.0029673778820418772,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,91.7453887462616,1
